market_code,股票代码,code,涨停原因类别[20260805]
17,603826.SH,603826,钛白粉+业绩预增+萃取法工艺
33,003018.SZ,003018,液冷服务器+定增扩产+中报预增+饮料瓶盖
33,000056.SZ,000056,债务化解+功率半导体+商业管理+固态电池
33,301045.SZ,301045,TAC膜+导光板+实控人变更
33,002214.SZ,002214,摘帽+红外热像仪+无人驾驶+新能源
33,000603.SZ,000603,白银龙头+金矿投产+铜+半年报增长
33,002992.SZ,002992,AI服务器+HVLP铜箔+复合铜箔
33,002975.SZ,002975,AI服务器测试+MLCC设备+英伟达+中报预增
17,603928.SH,603928,光刻胶+酚醛树脂+合成树脂
17,603201.SH,603201,汽车电子+收购达峰智能+回购+跨境电商
33,000962.SZ,000962,半导体靶材+小金属+央企
17,603186.SH,603186,覆铜板+AI算力+半年报预增
