market_code,股票代码,code,涨停原因类别[20260323]
17,603057.SH,603057,
17,603332.SH,603332,
17,600370.SH,600370,
22,600355.SH,600355,退市博弈+缝制数控+智能电网
33,000908.SZ,000908,石药入主+摘星申请+创新药
33,003032.SZ,003032,
17,605258.SH,605258,
33,300868.SZ,300868,跨界收购+移动配件+AI穿戴
17,603105.SH,603105,绿电概念+储能+分布式电站
33,002796.SZ,002796,
17,603381.SH,603381,
17,603306.SH,603306,
17,600143.SH,600143,间接持股宇树科技+人形机器人+改性塑料
17,600791.SH,600791,
33,001267.SZ,001267,
22,603721.SH,603721,
33,000488.SZ,000488,
33,002918.SZ,002918,
22,600696.SH,600696,退市博弈+酱香型白酒
33,000978.SZ,000978,
17,603358.SH,603358,
33,002042.SZ,002042,
17,603272.SH,603272,控股股东转让股份+智能家居+墙布龙头
22,600358.SH,600358,
22,603813.SH,603813,
17,603016.SH,603016,断路器+电网设备+微型电机+国企改革
33,002899.SZ,002899,
17,600396.SH,600396,绿电+氢能+央企
33,000534.SZ,000534,
17,600671.SH,600671,
33,002800.SZ,002800,
22,603838.SH,603838,
22,603517.SH,603517,
17,600490.SH,600490,
33,002772.SZ,002772,
33,000698.SZ,000698,
22,603580.SH,603580,
33,002512.SZ,002512,
33,002290.SZ,002290,
33,000736.SZ,000736,
22,605081.SH,605081,
17,603150.SH,603150,
33,002808.SZ,002808,
17,600844.SH,600844,煤化工+草酸扩产+乙二醇涨价
33,300345.SZ,300345,光伏硅片+异质结+具身智能
33,002047.SZ,002047,
33,002208.SZ,002208,
17,605118.SH,605118,
33,002630.SZ,002630,
33,000608.SZ,000608,
17,603311.SH,603311,
17,603291.SH,603291,
22,605199.SH,605199,
33,300385.SZ,300385,重整协议+复牌+常州国资
22,600193.SH,600193,
17,600988.SH,600988,
33,002058.SZ,002058,
33,002194.SZ,002194,
33,002627.SZ,002627,
17,603008.SH,603008,
33,002689.SZ,002689,
17,600032.SH,600032,绿电+氢能+浙江国资
22,603843.SH,603843,算力租赁+重整预期+基建转型
33,000656.SZ,000656,
17,603829.SH,603829,
33,000020.SZ,000020,
33,000509.SZ,000509,
33,000903.SZ,000903,
22,600289.SH,600289,
17,605058.SH,605058,
33,000603.SZ,000603,
33,002316.SZ,002316,
17,603727.SH,603727,FPSO南美大单+油气开采及服务+圭亚那项目
17,601999.SH,601999,
17,600222.SH,600222,
17,603687.SH,603687,拟投GPU+钙钛矿设备+参股曲速科技+纸包装
17,605287.SH,605287,
