market_code,股票代码,code,涨停原因类别[20260710]
33,300255.SZ,300255,创新药+肝素+集采续标
33,002121.SZ,002121,拟向美的集团定增+储能+智能电网
33,002681.SZ,002681,人形机器人+智能穿戴+智能音箱
151,920943.BJ,920943,商业航天+航空零部件+低空经济
17,603698.SH,603698,实控人航天科技+绿氢工程+煤气化+央企
17,601858.SH,601858,AI应用+数字教育+出版+央企
33,002989.SZ,002989,FCBGA封装基板+HBM+半导体转型+浙江国资
33,001395.SZ,001395,2026中报预增+人造板装备+海外业务
33,300065.SZ,300065,火箭回收+海底数据中心+资产重组
17,603127.SH,603127,创新药CRO+订单高增+猴价上涨
33,000920.SZ,000920,半导体超纯水膜+盐湖提锂+膜材料扩产+央企
33,002115.SZ,002115,2026中报预增+短剧/漫剧+卫星通信
