股票代码,code,market_code,所属概念,所属概念数量
002522.SZ,002522,33,专精特新;传感器;PVDF概念;华为概念;5G;共同富裕示范区;长三角一体化;光纤概念;国企改革;融资融券,10
300963.SZ,300963,33,核电;军工;3D打印;光伏概念;芯片概念;新能源汽车;牙科医疗;中俄贸易概念;储能;超超临界发电;深股通;融资融券,12
301029.SZ,301029,33,工业母机;PCB概念;新型工业化;共封装光学(CPO);人形机器人;传感器;3D打印;机器视觉;芯片概念;PEEK材料;减速器;华为概念;机器人概念;高端装备;光伏概念;智能电网;粤港澳大湾区;锂电池概念;跨境电商;深股通;融资融券,21
300781.SZ,300781,33,快手概念;小红书概念;Sora概念(文生视频);智谱AI;短剧游戏;AIGC概念;多模态AI;ChatGPT概念;Web3.0;抖音概念(字节概念);虚拟数字人;AI应用;百度概念;腾讯概念;阿里巴巴概念;NFT概念;AI智能体;元宇宙;文化传媒概念;数据要素;蚂蚁集团概念;人工智能;DeepSeek概念;华为概念;IP经济(谷子经济);网红经济;MR(混合现实);粤港澳大湾区;跨境电商;股权转让(并购重组);融资融券;深股通,32
300452.SZ,300452,33,医美概念;合成生物;专精特新,3
000591.SZ,000591,33,虚拟电厂;绿色电力;碳交易;光伏建筑一体化;碳中和;钙钛矿电池;储能;光伏概念;TOPCON电池;央企国企改革;国企改革;工业互联网;西部大开发;DeepSeek概念;机器人概念;深股通;融资融券,17
605338.SH,605338,17,预制菜;沪股通,2
603289.SH,603289,17,一体化压铸;新型工业化;地下管网;长三角一体化;垃圾分类;新能源汽车;比亚迪概念;高端装备,8
603207.SH,603207,17,毛发医疗;医药电商;仿制药一致性评价;创新药;沪股通;融资融券,6
600098.SH,600098,17,煤炭概念;可燃冰;超超临界发电;天然气;绿色电力;抽水蓄能;高股息精选;氢能源;风电;国企改革;广东自贸区;融资融券;储能;回购增持再贷款概念;充电桩;粤港澳大湾区;沪股通,17
688232.SH,688232,17,AI应用;鸿蒙概念;虚拟数字人;AI智能体;智慧政务;智谱AI;数据要素;区块链;云计算;MLOps概念;阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;数字经济;人工智能;智慧城市;华为概念;房屋检测;沪股通;融资融券,21
000860.SZ,000860,33,白酒概念;猪肉;国企改革;深股通;融资融券,5
600713.SH,600713,17,医药电商;高股息精选;冷链物流;参股券商;国企改革;回购增持再贷款概念;沪股通,7
600933.SH,600933,17,一体化压铸;人形机器人;机器人概念;新能源汽车;人民币贬值受益;回购增持再贷款概念;同花顺出海50;共封装光学(CPO);沪股通;融资融券,10
002736.SZ,002736,33,高股息精选;深圳国企改革;国企改革;融资融券;深股通,5
300418.SZ,300418,33,Sora概念(文生视频);ChatGPT概念;东数西算(算力);AI语料;多模态AI;Web3.0;AIGC概念;阿里巴巴概念;虚拟数字人;AI智能体;短剧游戏;元宇宙;AI应用;同花顺新质50;在线教育;华为概念;区块链;虚拟现实;独角兽概念;DeepSeek概念;芯片概念;人工智能;无人驾驶;手机游戏;网络游戏;京津冀一体化;创投;网红经济;人民币贬值受益;深股通;融资融券,31
300241.SZ,300241,33,MicroLED概念;MiniLED;电子纸;消费电子概念;虚拟现实;汽车电子;小米概念;智能座舱;传感器;比亚迪概念;智能家居;粤港澳大湾区;2025年报预增,13
600844.SH,600844,17,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),4
301076.SZ,301076,33,PEEK材料;专精特新;深股通;融资融券,4
600548.SH,600548,17,参股券商;参股银行;PPP概念;深圳国企改革;国企改革;固废处理;沪股通;融资融券;汽车拆解概念;风电;粤港澳大湾区;百度概念,12
601086.SH,601086,17,IP经济(谷子经济);家用电器;参股券商;西部大开发;沪股通,5
000852.SZ,000852,33,可燃冰;页岩气;俄乌冲突概念;天然气;央企国企改革;氢能源;地下管网;国企改革;一带一路;海工装备;雄安新区;燃料电池;高端装备;储能;专精特新;数字经济;工业互联网;深股通;融资融券,19
600272.SH,600272,17,医药电商;民营医院;参股银行;国企改革,4
300847.SZ,300847,33,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,6
688606.SH,688606,17,禽流感;幽门螺杆菌概念;肝炎概念;猴痘概念;宠物经济;辅助生殖;基因测序;医疗器械概念;人民币贬值受益;融资融券;沪股通,11
300306.SZ,300306,33,人脸识别;人工智能;机器人概念;专精特新;华为概念;基因测序;汽车电子;军工;充电桩;OLED;眼科医疗,11
300902.SZ,300902,33,长安汽车概念;安防;比亚迪概念;机器人概念;专精特新;物联网;新能源汽车;飞行汽车(eVTOL);低空经济;海峡两岸;无人机;数据要素;军工;福建自贸区;一带一路;宁德时代概念;军民融合;储能;特高压;融资融券,20
300708.SZ,300708,33,MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,5
300031.SZ,300031,33,虚拟现实;新型工业化;机器视觉;云游戏;MR(混合现实);手机游戏;元宇宙;网络游戏;传感器;机器人概念;车联网(车路协同);华为概念;数字孪生;人工智能;IP经济(谷子经济);无人驾驶;AI应用;虚拟数字人;工业互联网;创投;人民币贬值受益;DeepSeek概念;数字经济;百度概念;无人机;碳中和;深股通;融资融券,28
002410.SZ,002410,33,AI应用;AI智能体;数据要素;多模态AI;人工智能;智慧城市;数字孪生;物联网;京津冀一体化;2025年报预增;雄安新区;装配式建筑;回购增持再贷款概念;深股通;融资融券,15
301185.SZ,301185,33,在线教育;华为鲲鹏;数据要素;AI应用;数据安全;人工智能;AIGC概念;数字水印;多模态AI;虚拟现实;数据中心;国企改革;融资融券,13
688550.SH,688550,17,OLED;人民币贬值受益;光刻胶;国企改革;乡村振兴;钙钛矿电池;西部大开发;减肥药;创新药;股权转让(并购重组);沪股通;融资融券,12
000962.SZ,000962,33,超导概念;超级电容;小金属概念;航空发动机;商业航天;可控核聚变;3D打印;核电;芯片概念;央企国企改革;西部大开发;国企改革;深股通,13
601686.SH,601686,17,高股息精选;地下管网;天津自贸区;雄安新区;雅下水电概念;水利;2025年报预增;沪股通,8
001379.SZ,001379,33,核电;商业航天;光伏概念;人民币贬值受益;中俄贸易概念;融资融券,6
300534.SZ,300534,33,流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;西部大开发;参股券商;国企改革;专精特新;2025年报预增;股权转让(并购重组),13
688271.SH,688271,17,医疗器械概念;智能医疗;AI应用;人工智能;阿尔茨海默概念;高端装备;沪股通;融资融券,8
603097.SH,603097,17,特高压;智能电网;风电;数据中心;充电桩;军工;光伏概念;储能;雄安新区;机器人概念,10
688556.SH,688556,17,第三代半导体;人形机器人;光伏概念;减速器;芯片概念;机器视觉;机器人概念;多模态AI;沪股通;融资融券,10
300643.SZ,300643,33,车联网(车路协同);专精特新;传感器;汽车电子;人民币贬值受益;长安汽车概念;华为汽车;芯片概念;特斯拉概念;深股通,10
002935.SZ,002935,33,军民融合;卫星导航;商业航天;军工信息化;军工;量子科技;芯片概念;智能穿戴;存储芯片;华为概念;医疗器械概念;央企国企改革;西部大开发;国企改革;融资融券;深股通,16
301329.SZ,301329,33,消费电子概念;新能源汽车;商业航天;5G;卫星导航;海峡两岸;光伏概念;储能;光纤概念;融资融券,10
301609.SZ,301609,33,柔性直流输电;虚拟电厂;智能电网;特高压;充电桩;储能;核电;水利;注册制次新股;专精特新;深股通;新股与次新股;融资融券,13
001299.SZ,001299,33,天然气;西部大开发;物联网,3
000550.SZ,000550,33,智能物流;长安汽车概念;华为汽车;国企改革;车联网(车路协同);无人驾驶;燃料电池;新能源汽车;百度概念;汽车电子;央企国企改革;深股通;融资融券,13
920012.BJ,920012,151,第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券,7
300848.SZ,300848,33,染料;可降解塑料;露营经济;华为概念;专精特新;小米概念;充电桩;新型工业化;深股通,9
000006.SZ,000006,33,深圳国企改革;新型城镇化;物业管理;粤港澳大湾区;国企改革;证金持股;深股通;融资融券,8
300659.SZ,300659,33,智慧政务;数据安全;华为鲲鹏;信创;网络安全;鸿蒙概念;数据确权;AI应用;AI智能体;车联网(车路协同);数字经济;人工智能;华为昇腾;DeepSeek概念;量子科技;军工信息化;低空经济;军工;芯片概念,19
000921.SZ,000921,33,家用电器;智能家居;高股息精选;DeepSeek概念;人形机器人;空气能热泵;汽车热管理;新能源汽车;深股通;融资融券,10
603888.SH,603888,17,Sora概念(文生视频);知识产权保护;AI语料;文化传媒概念;虚拟数字人;AIGC概念;多模态AI;数据确权;在线教育;AI应用;Web3.0;阿里巴巴概念;元宇宙;AI智能体;数据安全;云计算;网络安全;数据要素;区块链;DeepSeek概念;人工智能;数字经济;创投;京津冀一体化;乡村振兴;国企改革;沪股通;融资融券,28
300634.SZ,300634,33,华为昇腾;智谱AI;云办公;多模态AI;华为鲲鹏;数据安全;云计算;ChatGPT概念;信创;算力租赁;网络安全;智慧政务;AIGC概念;抖音概念(字节概念);东数西算(算力);阿里巴巴概念;AI智能体;百度概念;腾讯概念;虚拟数字人;AI应用;数据要素;鸿蒙概念;元宇宙;区块链;车联网(车路协同);数据中心;华为概念;虚拟现实;6G概念;DeepSeek概念;5G;智慧城市;人工智能;数字经济;无人驾驶;智能医疗;低空经济;机器人概念;飞行汽车(eVTOL);粤港澳大湾区;IP经济(谷子经济);创投;融资融券;深股通,45
603739.SH,603739,17,动物疫苗;合成生物;幽门螺杆菌概念;宠物经济;CRO概念;流感;食品安全;禽流感;代糖概念;土壤修复;人工智能;化肥,12
600295.SH,600295,17,煤炭概念;小金属概念;水泥概念;高股息精选;西部大开发;硅能源;光伏概念;沪股通;创投;融资融券,10
002172.SZ,002172,33,民营医院;三胎概念;毛发医疗;养老概念;医美概念;冷链物流;高压氧舱;国企改革;股权转让(并购重组),9
000820.SZ,000820,33,ST板块;金属铜;储能;固废处理,4
688285.SH,688285,17,高铁;一带一路;国企改革;西部大开发;央企国企改革;新能源汽车;融资融券,7
601089.SH,601089,17,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,5
600603.SH,600603,17,新疆振兴;统一大市场;西部大开发;冷链物流;一带一路;沪股通;摘帽,7
600862.SH,600862,17,大飞机;航空发动机;商业航天;军工;无人机;低空经济;飞行汽车(eVTOL);高端装备;高铁;碳纤维;人形机器人;央企国企改革;工业母机;创投;国企改革;沪股通;中字头股票;融资融券,18
301632.SZ,301632,33,注册制次新股;房屋检测;建筑节能;水利;垃圾分类;智能物流;国企改革;光伏建筑一体化;智慧城市;人工智能;机器人概念;低空经济;物联网;DeepSeek概念;粤港澳大湾区;车联网(车路协同);碳中和;AI智能体;光伏概念;AIGC概念;碳交易;文化传媒概念;5G;深股通;新股与次新股;融资融券,26
301199.SZ,301199,33,长安汽车概念;新型工业化;物联网;机器人概念;人工智能;智能物流;新能源汽车;军工;比亚迪概念;工业互联网;高端装备;建筑节能;融资融券,13
600985.SH,600985,17,煤炭概念;煤化工概念;超超临界发电;绿色电力;民爆概念;国企改革;华为概念;融资融券;沪股通,9
920445.BJ,920445,151,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路,5
603197.SH,603197,17,华为汽车;小米汽车;飞行汽车(eVTOL);无人驾驶;车联网(车路协同);小米概念;传感器;人工智能;机器人概念;特斯拉概念;新能源汽车;低空经济;比亚迪概念;汽车电子;毫米波雷达;回购增持再贷款概念;融资融券;沪股通,18
600613.SH,600613,17,医药电商;流感,2
002383.SZ,002383,33,卫星导航;商业航天;时空大数据;无人机;低空经济;水利;农机;数字乡村;京津冀一体化;智慧灯杆;数字经济;智慧城市;车联网(车路协同);机器人概念;生态农业;无人驾驶;华为概念;国企改革;芯片概念;新型城镇化;汽车芯片;深股通;融资融券,23
300366.SZ,300366,33,AIGC概念;AI应用;数字经济;人工智能;数据要素;智慧政务;华为盘古;卫星导航;智慧城市;信创;AI智能体;物联网;数字乡村;阿里巴巴概念;网络安全;DeepSeek概念;军工;商业航天;国产操作系统;数据安全;智谱AI;华为鲲鹏;华为概念;MLOps概念;云计算;华为欧拉;电力物联网;华为昇腾;5G;东数西算(算力);智能电网;西部大开发;特高压;华为数字能源;ST板块;碳交易,36
002628.SZ,002628,33,小金属概念;西部大开发;新疆振兴;无人驾驶;氟化工概念;装配式建筑;机器人概念;PPP概念;融资融券,9
300509.SZ,300509,33,机器视觉;机器人概念;专精特新;2025年报预增,4
000707.SZ,000707,33,化肥;煤化工概念;钠离子电池;国企改革;宁德时代概念;储能;比亚迪概念;股权转让(并购重组);融资融券,9
600557.SH,600557,17,医药电商;创新药;毛发医疗;禽流感;流感;减肥药;智能医疗;养老概念;证金持股;沪股通;融资融券,11
000629.SZ,000629,33,小金属概念;钛白粉概念;钒电池;回购增持再贷款概念;储能;氢能源;西部大开发;国企改革;深股通;融资融券,10
600600.SH,600600,17,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,7
002272.SZ,002272,33,液冷服务器;数据中心;特高压;智能电网;军工;核电;华为概念;传感器;抽水蓄能;高端装备;光热发电;储能;工业互联网;低空经济;机器人概念;风电;数字经济;水利;氢能源;碳中和;垃圾分类;超超临界发电;西部大开发;深股通;融资融券,25
000963.SZ,000963,33,创新药;医药电商;减肥药;肝炎概念;细胞免疫治疗;医美概念;合成生物;宠物经济;医疗器械概念;智能医疗;冷链物流;证金持股;人工智能;深股通;融资融券,15
301345.SZ,301345,33,2026一季报预增;无人驾驶;人形机器人;两轮车;2025年报预增;机器人概念;人民币贬值受益;专精特新;跨境电商;深股通;融资融券,11
