股票代码,code,market_code,所属概念,所属概念数量
301522.SZ,301522,33,航空发动机;军民融合;商业航天;军工;高端装备;核电;可控核聚变;专精特新;芯片概念;京津冀一体化;特钢概念;金属回收;深股通;融资融券,14
301079.SZ,301079,33,商业航天;军工;高铁;海工装备;核电;专精特新;机器人概念;水利;比亚迪概念;一带一路;风电;锂电池概念;抽水蓄能;股权转让(并购重组);融资融券,15
000552.SZ,000552,33,煤炭概念;煤化工概念;化肥;天然气;页岩气;超超临界发电;国企改革;深股通;融资融券;西部大开发,10
601700.SH,601700,17,柔性直流输电;智能电网;特高压;光伏概念;硅能源;化债概念(AMC概念);一带一路;回购增持再贷款概念;国企改革;沪股通;融资融券,11
300984.SZ,300984,33,2025年报预增;深股通;融资融券,3
600346.SH,600346,17,煤化工概念;可降解塑料;锂电池概念;同花顺漂亮100;沪股通;PET铜箔;融资融券,7
603871.SH,603871,17,统一大市场;冷链物流;PPP概念;中俄贸易概念;一带一路;智能物流;沪股通;融资融券,8
600620.SH,600620,17,民营医院;物业管理;养老概念;智能物流;储能;光伏概念;HJT电池;融资融券,8
300901.SZ,300901,33,英伟达概念;多模态AI;人民币贬值受益;三胎概念;虚拟数字人;AIGC概念;东数西算(算力);新疆振兴;融资融券,9
603026.SH,603026,17,氟化工概念;环氧丙烷;锂电池概念;宁德时代概念;国企改革;燃料电池;新能源汽车;沪股通;融资融券,9
688393.SH,688393,17,人工智能;腾讯概念;肝炎概念;华为概念;融资融券,5
603368.SH,603368,17,医药电商;高股息精选;流感;肝炎概念;创新药;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;沪股通;华为概念;融资融券,13
301509.SZ,301509,33,CRO概念;阿尔茨海默概念;减肥药;人民币贬值受益;2025年报预增;专精特新;氟化工概念;氢能源;融资融券,9
300584.SZ,300584,33,幽门螺杆菌概念;辅助生殖;猴痘概念;肝炎概念;创新药;仿制药一致性评价;固态电池;锂电池概念;深股通,9
002137.SZ,002137,33,物联网;抖音概念(字节概念);区块链;华为概念;智能穿戴;无线耳机;智能家居;数字经济;汽车电子;消费电子概念;粤港澳大湾区;芯片概念;5G;文化传媒概念;新能源汽车;人民币贬值受益;先进封装;网红经济;光伏概念;深股通,20
002622.SZ,002622,33,民营医院;参股银行;牙科医疗;智能医疗;智能电网,5
603128.SH,603128,17,航运概念;统一大市场;自由贸易港;高股息精选;跨境电商;国企改革;一带一路;上海自贸区;央企国企改革;沪股通;阿里巴巴概念;比亚迪概念;小米概念;融资融券,14
300933.SZ,300933,33,智能电网;特高压;高压快充;充电桩;光伏概念;机器人概念;东数西算(算力);专精特新;算力租赁;融资融券,10
003032.SZ,003032,33,机器人概念;职业教育;人形机器人;在线教育;华为概念;鸿蒙概念;阿里巴巴概念;ST板块;短剧游戏;ChatGPT概念;智谱AI,11
601096.SH,601096,17,特高压;智能电网;风电;核电;光伏概念;央企国企改革;2025年报预增;国企改革;股权转让(并购重组);沪股通;融资融券,11
000301.SZ,000301,33,环氧丙烷;煤化工概念;POE胶膜;同花顺漂亮100;回购增持再贷款概念;深股通;锂电池概念;碳纤维;光伏概念;工业互联网;融资融券,11
688078.SH,688078,17,数据要素;云计算;DeepSeek概念;工业互联网;华为概念;机器人概念;融资融券,7
920227.BJ,920227,151,AI应用;阿里巴巴概念;融资融券;拼多多概念;抖音概念(字节概念);小红书概念;ERP概念,7
000797.SZ,000797,33,物业管理;土地流转;装配式建筑;跨境电商;国企改革;福建自贸区;京津冀一体化;海峡两岸;一带一路;深股通,10
002999.SZ,002999,33,供销社;化肥;农业种植;粮食概念;乡村振兴;农机;智能物流;数字乡村;数字经济;2025年报预增;低空经济;无人机,12
300878.SZ,300878,33,流感;肝炎概念;民营医院;医药电商;创新药;融资融券,6
300773.SZ,300773,33,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);互联网金融;区块链;数据确权;云计算;鸿蒙概念;数据要素;腾讯概念;AI智能体;AI应用;数字经济;DeepSeek概念;华为概念;人工智能;2025年报预增;小米概念;智能穿戴;跨境电商;智能物流;参股保险;深股通;融资融券,25
605128.SH,605128,17,华为汽车;机器人概念;人形机器人;新能源汽车;华为概念;高铁;沪股通,7
688067.SH,688067,17,三胎概念;医疗器械概念;辅助生殖;专精特新;幽门螺杆菌概念;智能医疗;人工智能;机器视觉;医药电商;融资融券,10
600483.SH,600483,17,绿色电力;抽水蓄能;风电;核电;国企改革;福建自贸区;回购增持再贷款概念;海峡两岸;高股息精选;沪股通;融资融券,11
600495.SH,600495,17,高铁;污水处理;一带一路;国企改革;央企国企改革;高端装备;军工;回购增持再贷款概念;沪股通;融资融券,10
002926.SZ,002926,33,期货概念;国企改革;西部大开发;2025年报预增;融资融券;深股通,6
600059.SH,600059,17,白酒概念;超级品牌;乡村振兴;跨境电商;国企改革;回购增持再贷款概念;融资融券;沪股通,8
300530.SZ,300530,33,钠离子电池;锂电池概念;储能;新能源汽车;国企改革;高压快充;充电桩;深股通,8
001300.SZ,001300,33,足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,5
301575.SZ,301575,33,注册制次新股;跨境电商;智能物流;家用电器;智能家居;人民币贬值受益;机器人概念;一带一路;石墨烯;深股通;新股与次新股;融资融券,12
603206.SH,603206,17,算力租赁;云计算;智慧政务;鸿蒙概念;东数西算(算力);智慧灯杆;阿里巴巴概念;AI智能体;智慧城市;AI应用;物联网;数字经济;DeepSeek概念;人工智能;职业教育;华为概念;数据中心;5G;新型工业化;智能家居;工业互联网;卫星导航;商业航天;充电桩;储能;碳中和;沪股通,27
688777.SH,688777,17,AIGC概念;信创;AI应用;华为鲲鹏;航空发动机;网络安全;数据安全;AI智能体;数据要素;传感器;新型工业化;大飞机;鸿蒙概念;华为概念;人工智能;国产操作系统;智慧城市;DeepSeek概念;数字孪生;人形机器人;工业互联网;机器人概念;核电;智能物流;海工装备;创投;宁德时代概念;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券,33
002965.SZ,002965,33,汽车热管理;华为汽车;人形机器人;小米汽车;新型工业化;机器视觉;智能座舱;无人驾驶;飞行汽车(eVTOL);特斯拉概念;机器人概念;新能源汽车;5G;比亚迪概念;一体化压铸;小米概念;低空经济;华为概念;数据中心;液冷服务器;粤港澳大湾区;信创;创投;光伏概念;充电桩;储能;华为数字能源;宁德时代概念;融资融券;深股通,30
301608.SZ,301608,33,智能家居;汽车电子;消费电子概念;智能穿戴;专精特新;无人驾驶;智能物流;物联网;人工智能;车联网(车路协同);DeepSeek概念;卫星导航;腾讯概念;移动支付;百度概念;蚂蚁集团概念;网约车;换电概念;两轮车;共享单车;深股通;融资融券,22
002471.SZ,002471,33,柔性直流输电;航空发动机;大飞机;军民融合;智能电网;商业航天;核电;水利;海工装备;军工;数字经济;充电桩;低空经济;风电;无人机;高端装备;光伏概念;创投;机器人概念;一带一路;东数西算(算力);数据中心;石墨烯;深股通;融资融券,25
600576.SH,600576,17,旅游概念;冰雪产业;露营经济;IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;短剧游戏;元宇宙;低空经济;飞行汽车(eVTOL);沪股通,12
603505.SH,603505,17,民爆概念;氟化工概念;锂电池概念;液冷服务器;数据中心;融资融券;沪股通,7
300039.SZ,300039,33,医药电商;流感;禽流感;肝炎概念;仿制药一致性评价;创新药;三胎概念;医疗器械概念;创投;深股通;融资融券,11
601669.SH,601669,17,中字头股票;抽水蓄能;绿色电力;光热发电;风电;碳交易;雅下水电概念;土壤修复;虚拟电厂;特高压;碳中和;同花顺中特估100;污水处理;储能;核电;水利;央企国企改革;PPP概念;新型城镇化;海工装备;燃料电池;光伏概念;一带一路;雄安新区;金属钴;国企改革;乡村振兴;高端装备;证金持股;数据中心;小金属概念;京津冀一体化;同花顺漂亮100;商业航天;低空经济;东数西算(算力);智慧城市;DeepSeek概念;人工智能;沪股通;融资融券;AI智能体,42
002151.SZ,002151,33,军工信息化;卫星导航;商业航天;军工;军民融合;同花顺新质50;国家大基金持股;无人机;国产航母;5G;智能穿戴;低空经济;芯片概念;高端装备;车联网(车路协同);物联网;汽车芯片;星闪概念;消费电子概念;汽车电子;华为概念;智能座舱;机器人概念;英伟达概念;无人驾驶;长安汽车概念;京津冀一体化;农机;两轮车;深股通;融资融券,31
002595.SZ,002595,33,工业母机;海工装备;风电;深股通;融资融券,5
002332.SZ,002332,33,医药电商;仿制药一致性评价;毛发医疗;创新药;辅助生殖;国企改革;深股通;融资融券,8
000559.SZ,000559,33,人形机器人;小米汽车;低空经济;机器人概念;工业互联网;无人机;小米概念;军工;新能源汽车;比亚迪概念;汽车电子;MCU芯片;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组),19
600684.SH,600684,17,冰雪产业;物业管理;体育产业;三胎概念;土壤修复;养老概念;家庭医生;国企改革;粤港澳大湾区;智慧城市;2025年报预增;AI应用;融资融券,13
603508.SH,603508,17,高铁;高股息精选;安防;车联网(车路协同);无人驾驶;无人机;机器视觉;5G;沪股通;融资融券,10
603728.SH,603728,17,减速器;人形机器人;同花顺新质50;机器人概念;智能座舱;无人驾驶;新能源汽车;华为概念;专精特新;5G;沪股通;融资融券,12
300294.SZ,300294,33,肝炎概念;生物疫苗;仿制药一致性评价;国企改革;回购增持再贷款概念;央企国企改革;深股通;融资融券,8
688296.SH,688296,17,净水概念;人工智能;数据要素;数字孪生;物联网;专精特新;水利;DeepSeek概念;华为概念;污水处理;地下管网;数据中心;回购增持再贷款概念;融资融券,14
300531.SZ,300531,33,电子身份证;数据确权;数字货币;信创;智慧政务;数据安全;移动支付;人脸识别;区块链;数据要素;鸿蒙概念;跨境支付(CIPS);华为概念;华为海思概念股;数字经济;物联网;拼多多概念;DeepSeek概念;智能音箱;消费电子概念;人工智能;智能电网;粤港澳大湾区;机器视觉;智能医疗;专精特新;工业互联网;芯片概念;食品安全;机器人概念;智能物流;军工;中俄贸易概念;2026一季报预增;深股通,35
002327.SZ,002327,33,高股息精选;深股通,2
002563.SZ,002563,33,三胎概念;网红经济;足球概念;体育产业;高股息精选;跨境电商;IP经济(谷子经济);共同富裕示范区;数字经济;深股通;融资融券,11
601001.SH,601001,17,煤炭概念;高股息精选;沪股通;融资融券;国企改革,5
601997.SH,601997,17,高股息精选;沪股通;融资融券;西部大开发,4
300074.SZ,300074,33,DRG/DIP;在线教育;家庭医生;AI应用;智慧城市;智慧政务;创投;安防;AI智能体;DeepSeek概念;云办公;智能医疗;华为概念;低空经济;无人机;充电桩;储能,17
002162.SZ,002162,33,海峡两岸;牙科医疗;三胎概念;职业教育;机器人概念;创投;养老概念;人工智能;民营医院;智能医疗;物业管理;辅助生殖;参股保险;租售同权,14
601877.SH,601877,17,虚拟电厂;智能电网;风电;充电桩;光伏建筑一体化;绿色电力;储能;数据中心;光伏概念;阿里巴巴概念;物联网;人工智能;一带一路;锂电池概念;机器人概念;特斯拉概念;沪股通;融资融券,18
002783.SZ,002783,33,生态农业;化肥;民爆概念;煤化工概念;国企改革;氢能源;燃料电池;光伏概念;新能源汽车;军工;军民融合;股权转让(并购重组);融资融券,13
605298.SH,605298,17,高铁;专精特新;沪股通,3
000935.SZ,000935,33,职业教育;创投;CRO概念;西部大开发;减肥药;辅助生殖;水泥概念;深股通;融资融券,9
601236.SH,601236,17,期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券,6
600173.SH,600173,17,物业管理;锂电池概念;绿色电力;IP经济(谷子经济);网络游戏;储能;手机游戏;机器人概念;氢能源;稀土永磁;金属铜;风电;金属铅;金属锌;黄金概念;沪股通;股权转让(并购重组),17
603676.SH,603676,17,仿制药一致性评价;维生素;三胎概念;西部大开发;沪股通,5
300849.SZ,300849,33,可降解塑料,1
000923.SZ,000923,33,金属铜;回购增持再贷款概念;人民币贬值受益;雄安新区;国企改革;京津冀一体化;同花顺中特估100;融资融券;深股通,9
300147.SZ,300147,33,横琴新区;禽流感;细胞免疫治疗;医疗器械概念;流感;创新药;医药电商;辅助生殖;ST板块;数字经济;粤港澳大湾区,11
300908.SZ,300908,33,农业种植;乡村振兴;海峡两岸;融资融券,4
688314.SH,688314,17,PEEK材料;牙科医疗;3D打印;医美概念;医疗器械概念;专精特新;西部大开发;融资融券,8
688161.SH,688161,17,医疗器械概念;3D打印;沪股通;融资融券,4
603106.SH,603106,17,互联网金融;人脸识别;语音技术;国产操作系统;智慧政务;区块链;鸿蒙概念;虚拟数字人;AI应用;华为鲲鹏;信创;智慧城市;数据安全;人工智能;AIGC概念;智能医疗;云计算;京津冀一体化;物业管理;雄安新区;天津自贸区;沪股通,22
600848.SH,600848,17,上海国企改革;自由贸易港;国企改革;上海自贸区;创投;独角兽概念;氢能源;融资融券;沪股通,9
603232.SH,603232,17,电子身份证;华为鲲鹏;数据安全;数字货币;信创;云办公;智慧政务;云计算;Web3.0;网络安全;鸿蒙概念;量子科技;区块链;AI智能体;阿里巴巴概念;移动支付;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;军工信息化;华为概念;低空经济;MCU芯片;汽车芯片;专精特新;无人机;军工;芯片概念;一带一路;新疆振兴,32
301488.SZ,301488,33,人形机器人;华为汽车;长安汽车概念;无人驾驶;智能座舱;机器视觉;机器人概念;比亚迪概念;传感器;新能源汽车;毫米波雷达;百度概念;低空经济;汽车电子;华为概念;专精特新;人工智能;英伟达概念;充电桩;粤港澳大湾区;汽车芯片;回购增持再贷款概念;深股通;融资融券,24
300465.SZ,300465,33,数字货币;移动支付;Web3.0;蚂蚁集团概念;区块链;数据要素;信创;跨境支付(CIPS);ChatGPT概念;AI智能体;数据安全;腾讯概念;人工智能;DeepSeek概念;抖音概念(字节概念);物联网;文化传媒概念;华为概念;化债概念(AMC概念);比亚迪概念;东数西算(算力);数据中心;芯片概念;深股通,24
001388.SZ,001388,33,电力物联网;注册制次新股;鸿蒙概念;人工智能;物联网;工业互联网;电子身份证;智能电网;新型工业化;机器人概念;算力租赁;华为概念;核电;传感器;特高压;风电;专精特新;中俄贸易概念;芯片概念;PCB概念;深股通;新股与次新股;融资融券,23
300469.SZ,300469,33,食品安全;卫星导航;车联网(车路协同);无人驾驶;人工智能;信创;数据要素;智慧政务;AI应用;智慧城市;腾讯概念;数字经济;数字乡村;AI智能体;阿里巴巴概念;区块链;DeepSeek概念;工业大麻;云计算;冷链物流;深股通;融资融券;股权转让(并购重组),23
601059.SH,601059,17,期货概念;国企改革;京津冀一体化;央企国企改革;沪股通;融资融券,6
601107.SH,601107,17,高股息精选;国企改革;西部大开发;氢能源;沪股通;融资融券;创投;充电桩;DeepSeek概念,9
688509.SH,688509,17,智慧城市;数字经济;数字乡村;数据要素;人工智能;物联网;时空大数据;DeepSeek概念;信创;空间计算;华为概念;华为欧拉;低空经济;无人机;PPP概念;地下管网;军工信息化;卫星导航;国企改革;碳交易;央企国企改革;融资融券,22
300960.SZ,300960,33,高铁;电力物联网;物联网;智能电网;充电桩;储能;光伏概念;超级电容;绿色电力;芯片概念;股权转让(并购重组);融资融券,12
600468.SH,600468,17,柔性直流输电;智能电网;风电;核电;可控核聚变;超导概念;海工装备;储能;军民融合;氢能源;军工;京津冀一体化;一带一路;国企改革;沪股通,15
600718.SH,600718,17,DRG/DIP;区块链;数字货币;智能医疗;数据安全;智慧政务;AI智能体;AI应用;数据要素;财税数字化;AIGC概念;信创;华为昇腾;网络安全;DeepSeek概念;云计算;互联网金融;人工智能;车联网(车路协同);数字经济;智慧城市;百度概念;抖音概念(字节概念);独角兽概念;华为概念;东数西算(算力);智能座舱;无人驾驶;食品安全;工业互联网;长安汽车概念;机器人概念;医疗器械概念;养老概念;中国AI 50;汽车电子;5G;比亚迪概念;新能源汽车;参股保险;虚拟电厂;融资融券;沪股通,43
688239.SH,688239,17,航空发动机;大飞机;商业航天;高端装备;低空经济;专精特新;DeepSeek概念;核电;海工装备;风电;锂电池概念;西部大开发;沪股通;融资融券,14
002812.SZ,002812,33,固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;储能;烟草;西部大开发;比亚迪概念;新能源汽车;深股通;充电桩;专精特新;消费电子概念;人工智能;融资融券,15
002778.SZ,002778,33,净水概念;土壤修复;污水处理;储能;天然气;股权转让(并购重组),6
920158.BJ,920158,151,中俄贸易概念;一带一路;海工装备;专精特新;氢能源;天然气;新股与次新股;融资融券,8
000623.SZ,000623,33,流感;参股券商;维生素;创新药;农业种植;肝炎概念;医药电商;幽门螺杆菌概念;乡村振兴;回购增持再贷款概念;三胎概念;创投;网红经济;深股通;融资融券;工业互联网,16
688061.SH,688061,17,先进封装;消费电子概念;芯片概念;MCU芯片;传感器;小米概念;无人机;机器人概念;新能源汽车;融资融券,10
300740.SZ,300740,33,拼多多概念;跨境电商;网红经济;三胎概念;DeepSeek概念;回购增持再贷款概念;毛发医疗;医美概念;合成生物;深股通;融资融券,11
601665.SH,601665,17,高股息精选;融资融券;沪股通,3
603317.SH,603317,17,高股息精选;西部大开发;融资融券;沪股通,4
603496.SH,603496,17,算力租赁;华为昇腾;云计算;东数西算(算力);国产操作系统;信创;数据安全;华为鲲鹏;网络安全;数据中心;液冷服务器;鸿蒙概念;5G;AI应用;华为概念;智慧城市;物联网;数字孪生;DeepSeek概念;智能电网;人工智能;工业互联网;军工;智能医疗;新型工业化;机器人概念;专精特新;军民融合;光伏概念;创投;融资融券;沪股通,32
600051.SH,600051,17,物业管理;跨境电商;共同富裕示范区;旅游概念;航运概念;绿色电力;煤炭概念,7
002749.SZ,002749,33,草甘膦;化肥;高股息精选;磷化工;乡村振兴;西部大开发;深股通,7
688755.SH,688755,17,注册制次新股;科创次新股;专精特新;新股与次新股;融资融券,5
000166.SZ,000166,33,期货概念;证金持股;新疆振兴;国企改革;西部大开发;深股通;融资融券;2025年报预增,8
002274.SZ,002274,33,煤化工概念;化肥;钒电池;氢能源;深股通;融资融券,6
000554.SZ,000554,33,俄乌冲突概念;天然气;央企国企改革;氢能源;国企改革;融资融券;充电桩,7
001386.SZ,001386,33,旅游概念;参股银行;注册制次新股;乡村振兴;固废处理;生物质能发电;人工智能;绿色电力;粤港澳大湾区;AIGC概念;深股通;新股与次新股;融资融券,13
300247.SZ,300247,33,养老概念;跨境电商;医疗器械概念;体育产业;智能家居;宠物经济;机器人概念;人民币贬值受益;智能医疗;2025年报预增,10
300556.SZ,300556,33,文化传媒概念;在线教育;虚拟数字人;职业教育;AIGC概念;智慧政务;元宇宙;数据要素;抖音概念(字节概念);空间计算;虚拟现实;阿里巴巴概念;时空大数据;智慧城市;人工智能;数字经济;云计算;数字孪生;机器视觉;华为概念;粤港澳大湾区;MR(混合现实);东数西算(算力);雄安新区;苹果概念;商业航天;大飞机,27
301048.SZ,301048,33,高铁;高端装备;一带一路;国企改革;央企国企改革;深股通;融资融券,7
002747.SZ,002747,33,人形机器人;新型工业化;工业母机;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;专精特新;工业互联网;农机;宁德时代概念;光伏概念;智能医疗;养老概念;医疗器械概念;深股通;融资融券,18
600919.SH,600919,17,高股息精选;沪股通;融资融券,3
300783.SZ,300783,33,网红经济;预制菜;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,9
601816.SH,601816,17,同花顺中特估100;国企改革;高铁;沪股通;融资融券,5
920278.BJ,920278,151,阿里巴巴概念;跨境电商;融资融券;宠物经济;智能医疗;医疗器械概念;养老概念;人民币贬值受益,8
688302.SH,688302,17,创新药;西部大开发;沪股通;融资融券,4
600332.SH,600332,17,青蒿素;医药电商;白酒概念;流感;仿制药一致性评价;生物疫苗;创新药;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念,12
600834.SH,600834,17,物业管理;上海国企改革;国企改革;碳交易;光伏建筑一体化;绿色电力;无人驾驶;充电桩;股权转让(并购重组),9
603680.SH,603680,17,高铁;2025年报预增;一带一路;充电桩;储能;沪股通,6
603363.SH,603363,17,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,6
301066.SZ,301066,33,AIGC概念;AI智能体;NFT概念;跨境电商;人工智能;数字经济;创投;共同富裕示范区;融资融券,9
002675.SZ,002675,33,仿制药一致性评价;创新药;阿尔茨海默概念;细胞免疫治疗;幽门螺杆菌概念;CRO概念;专精特新;深股通;融资融券,9
000802.SZ,000802,33,文化传媒概念;IP经济(谷子经济);旅游概念,3
002148.SZ,002148,33,物联网;车联网(车路协同);创投;网络游戏;抖音概念(字节概念);京津冀一体化;机器人概念;手机游戏;低空经济;无人机;5G;芯片概念;融资融券;深股通,14
600459.SH,600459,17,黄金概念;小金属概念;金属回收;军工;芯片概念;专精特新;华为概念;新能源汽车;脑机接口;燃料电池;固废处理;氢能源;西部大开发;国企改革;PM2.5;俄乌冲突概念;沪股通;融资融券,18
688111.SH,688111,17,中国AI 50;智谱AI;云计算;云办公;腾讯概念;AI智能体;AI应用;信创;鸿蒙概念;DeepSeek概念;人工智能;华为概念;小米概念;2026一季报预增;同花顺漂亮100;沪股通;融资融券,17
603225.SH,603225,17,回购增持再贷款概念;长三角一体化;沪股通;工业互联网;融资融券,5
301263.SZ,301263,33,创新药;减肥药;眼科医疗;毛发医疗;合成生物;医药电商;医疗器械概念;深股通;融资融券,9
300733.SZ,300733,33,大飞机;成飞概念;航空发动机;军民融合;无人机;军工;机器人概念;新能源汽车;比亚迪概念;长安汽车概念;氢能源;西部大开发;小米概念;2025年报预增;深股通,15
002511.SZ,002511,33,三胎概念;IP经济(谷子经济);2025年报预增;深股通;融资融券,5
603004.SH,603004,17,人民币贬值受益;染料;专精特新;商业航天;沪股通;融资融券,6
300654.SZ,300654,33,ChatGPT概念;在线教育;AI语料;AIGC概念;AI智能体;AI应用;职业教育;文化传媒概念;人工智能;三胎概念,10
688150.SH,688150,17,PCB概念;OLED;柔性屏(折叠屏);专精特新;钙钛矿电池;西部大开发;沪股通;融资融券,8
002223.SZ,002223,33,幽门螺杆菌概念;雅下水电概念;眼科医疗;养老概念;蚂蚁集团概念;智能医疗;三胎概念;医疗器械概念;血氧仪;消毒剂;深股通;融资融券,12
301387.SZ,301387,33,共封装光学(CPO);苹果概念;消费电子概念;智能穿戴;MiniLED;机器人概念;碳纤维;粤港澳大湾区;数字经济;一带一路;可降解塑料;融资融券,12
301589.SZ,301589,33,MicroLED概念;MiniLED;虚拟现实;足球概念;芯片概念;人工智能;智慧城市;体育产业;创投;回购增持再贷款概念;西部大开发;融资融券;深股通,13
001283.SZ,001283,33,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;粤港澳大湾区;比亚迪概念;新能源汽车;AI PC;人民币贬值受益;回购增持再贷款概念;2025年报预增;小米概念;机器人概念;消费电子概念;AI眼镜;智能穿戴;人工智能;数据中心;深股通,23
002983.SZ,002983,33,MicroLED概念;MiniLED;消费电子概念;AI眼镜;汽车电子;小米概念;专精特新;智能家居;汽车芯片;华为概念,10
002541.SZ,002541,33,同花顺中特估100;PPP概念;机器人概念;光伏概念;装配式建筑;融资融券;深股通,7
002138.SZ,002138,33,共封装光学(CPO);PCB概念;6G概念;5G;汽车电子;芯片概念;AI眼镜;消费电子概念;无线充电;数据中心;智能穿戴;传感器;无人机;小米概念;新能源汽车;华为概念;光伏概念;物联网;储能;燃料电池;创投;移动支付;回购增持再贷款概念;固态电池;深股通;融资融券,26
300447.SZ,300447,33,成飞概念;大飞机;军民融合;军工信息化;商业航天;光纤概念;卫星导航;军工;无人机;共封装光学(CPO);低空经济;高铁;芯片概念;专精特新;2025年报预增,15
601992.SH,601992,17,水泥概念;物业管理;京津冀一体化;光伏概念;国企改革;可控核聚变;雄安新区;商业航天;房屋检测;核电;储能;一带一路;固废处理;装配式建筑;创投;沪股通;融资融券,17
000056.SZ,000056,33,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,7
603123.SH,603123,17,数字货币;跨境支付(CIPS);无人零售;移动支付;物业管理;数字经济;旅游概念;数据要素;AI应用;京津冀一体化;AI智能体;阿里巴巴概念;人工智能;国企改革;腾讯概念;芯片概念;无人驾驶;汽车芯片;沪股通;融资融券,20
688030.SH,688030,17,数据安全;信创;网络安全;AI应用;AI智能体;阿里巴巴概念;DeepSeek概念;华为概念;工业互联网;量子科技;比亚迪概念;芯片概念;融资融券,13
688331.SH,688331,17,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,5
300590.SZ,300590,33,AI智能体;信创;车联网(车路协同);智慧城市;人工智能;物联网;工业互联网;5G;WiFi 6;智能座舱;芯片概念;卫星导航;智能物流;无人驾驶;人民币贬值受益;专精特新;两轮车;深股通,18
600559.SH,600559,17,白酒概念;国企改革;京津冀一体化;沪股通;融资融券,5
600518.SH,600518,17,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,8
001326.SZ,001326,33,物联网;充电桩;粤港澳大湾区;智能家居;人民币贬值受益;储能;一带一路;融资融券,8
301036.SZ,301036,33,光刻胶;参股银行;绿色电力;融资融券,4
603948.SH,603948,17,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念;高股息精选,5
301080.SZ,301080,33,细胞免疫治疗;重组蛋白;猴痘概念;人民币贬值受益;专精特新;人工智能;深股通;融资融券,8
603375.SH,603375,17,汽车芯片;传感器;芯片概念;专精特新;机器人概念;比亚迪概念;存储芯片;低空经济;民爆概念;回购增持再贷款概念;PVDF概念;融资融券,12
600577.SH,600577,17,人形机器人;军工;比亚迪概念;机器人概念;特斯拉概念;工业互联网;可控核聚变;超导概念;铜缆高速连接;数据中心;新能源汽车;移动支付;ERP概念;高压快充;智能电网;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券,19
002265.SZ,002265,33,兵装重组概念;军民融合;西部大开发;军工信息化;军工;国企改革;央企国企改革;无人机;专精特新;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;无人驾驶;汽车电子;融资融券;股权转让(并购重组);深股通,18
600888.SH,600888,17,石墨烯;新疆振兴;西部大开发;一带一路;军工;一体化压铸;沪股通;融资融券,8
002967.SZ,002967,33,商业航天;芯片概念;华为海思概念股;卫星导航;量子科技;无人驾驶;小米概念;华为概念;飞行汽车(eVTOL);低空经济;无人机;比亚迪概念;机器人概念;特斯拉概念;大飞机;新能源汽车;中芯国际概念;人工智能;网络安全;共封装光学(CPO);数据要素;数据安全;DeepSeek概念;海工装备;粤港澳大湾区;职业教育;食品安全;数据确权;燃料电池;回购增持再贷款概念;土壤修复;碳中和;国企改革;深股通,34
000151.SZ,000151,33,中俄贸易概念;污水处理;固废处理;京津冀一体化;人民币贬值受益;一带一路;国企改革;碳中和;储能;央企国企改革;光伏概念;融资融券;股权转让(并购重组);中字头股票,14
600779.SH,600779,17,白酒概念;西部大开发;沪股通;融资融券,4
603067.SH,603067,17,军工;小金属概念;钛白粉概念;储能;钒电池;锂电池概念;固态电池;维生素;沪股通;融资融券,10
603806.SH,603806,17,BC电池;HJT电池;POE胶膜;光伏概念;储能;MicroLED概念;锂电池概念;固态电池;商业航天;MiniLED;PCB概念;沪股通;融资融券,13
300930.SZ,300930,33,柔性屏(折叠屏);专精特新;3D打印;金属回收;宁德时代概念;锂电池概念;共同富裕示范区;海工装备;风电;抽水蓄能;融资融券,11
600833.SH,600833,17,医药电商;宠物经济;上海国企改革;国企改革,4
600197.SH,600197,17,白酒概念;旅游概念;新疆振兴;国企改革;西部大开发;文化传媒概念;沪股通;融资融券,8
688201.SH,688201,22,电子身份证;华为鲲鹏;华为昇腾;数据安全;网络安全;信创;数字货币;跨境支付(CIPS);区块链;鸿蒙概念;AI智能体;车联网(车路协同);量子科技;AIGC概念;DeepSeek概念;军工信息化;人工智能;工业互联网;低空经济;专精特新;ST板块,21
