股票代码,所属概念数量,所属概念,code,market_code
603633.SH,12,智能座舱;机器人概念;汽车电子;毫米波雷达;比亚迪概念;无人驾驶;新能源汽车;消费电子概念;华为概念;储能;宁德时代概念;中芯国际概念,603633,17
600226.SH,9,腾讯概念;PCB概念;创投;比亚迪概念;PET铜箔;合成生物;锂电池概念;动物疫苗;沪股通,600226,17
000058.SZ,14,物业管理;深圳国企改革;创投;光伏建筑一体化;国企改革;华为概念;光伏概念;卫星导航;商业航天;绿色电力;电子竞技;2025年报预增;深股通;融资融券,000058,33
688609.SH,49,移动支付;物联网;智慧城市;人脸识别;安防;两轮车;无人驾驶;数字孪生;低空经济;智能家居;智慧政务;网络安全;智慧灯杆;华为盘古;华为概念;粤港澳大湾区;信创;人工智能;数据安全;鸿蒙概念;虚拟现实;量子科技;机器人概念;DeepSeek概念;工业互联网;星闪概念;传感器;东数西算(算力);元宇宙;养老概念;无人机;智能音箱;华为昇腾;WiFi 6;水利;5G;ChatGPT概念;数据中心;充电桩;消费电子概念;智能医疗;储能;锂电池概念;智能电网;碳交易;虚拟电厂;共封装光学(CPO);融资融券;沪股通,688609,17
605266.SH,5,医药电商;家庭医生;西部大开发;职业教育;回购增持再贷款概念,605266,17
002607.SZ,14,AI应用;AIGC概念;在线教育;虚拟数字人;职业教育;百度概念;阿里巴巴概念;DeepSeek概念;人工智能;旅游概念;乡村振兴;超级品牌;融资融券;深股通,002607,33
600386.SH,10,物业管理;京津冀一体化;文化传媒概念;国企改革;独角兽概念;汽车拆解概念;充电桩;新能源汽车;动力电池回收;融资融券,600386,17
002182.SZ,24,小金属概念;宁德时代概念;3D打印;央企国企改革;氢能源;苹果概念;军工;商业航天;国企改革;无人机;消费电子概念;飞行汽车(eVTOL);特斯拉概念;比亚迪概念;低空经济;富士康概念;一体化压铸;5G;华为概念;机器人概念;华为汽车;长安汽车概念;深股通;融资融券,002182,33
300255.SZ,6,减肥药;创新药;雄安新区;医美概念;深股通;融资融券,300255,33
301355.SZ,4,海峡两岸;食品安全;一带一路;融资融券,301355,33
920809.BJ,8,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,920809,151
603137.SH,5,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;融资融券,603137,17
002342.SZ,15,商业航天;军工;京津冀一体化;海工装备;水利;雄安新区;核电;光伏概念;一带一路;高端装备;风电;抽水蓄能;白酒概念;深股通;融资融券,002342,33
300484.SZ,18,新型工业化;人形机器人;比亚迪概念;传感器;新能源汽车;粤港澳大湾区;飞行汽车(eVTOL);专精特新;智能物流;低空经济;数字孪生;创投;燃料电池;MCU芯片;锂电池概念;高压快充;2025年报预增;融资融券,300484,33
603728.SH,12,减速器;人形机器人;机器人概念;新能源汽车;智能座舱;同花顺新质50;无人驾驶;专精特新;华为概念;5G;沪股通;融资融券,603728,17
600528.SH,17,地下管网;国企改革;污水处理;证金持股;回购增持再贷款概念;央企国企改革;抽水蓄能;高铁;海工装备;高端装备;机器人概念;工业互联网;DeepSeek概念;人工智能;沪股通;融资融券;中字头股票,600528,17
300296.SZ,40,MicroLED概念;MiniLED;柔性屏(折叠屏);智慧灯杆;OLED;AI眼镜;第三代半导体;商业航天;智能穿戴;消费电子概念;海工装备;虚拟现实;无人机;芯片概念;小米概念;机器视觉;华为概念;无人驾驶;元宇宙;智慧城市;人形机器人;空间计算;人工智能;抖音概念(字节概念);京津冀一体化;数据要素;AIGC概念;腾讯概念;DeepSeek概念;虚拟数字人;体育产业;一带一路;雄安新区;文化传媒概念;IP经济(谷子经济);旅游概念;乡村振兴;AI应用;深股通;融资融券,300296,33
000978.SZ,8,旅游概念;文化传媒概念;国企改革;西部大开发;虚拟数字人;DeepSeek概念;腾讯概念;低空经济,000978,33
002845.SZ,24,MicroLED概念;MiniLED;柔性屏(折叠屏);汽车电子;智能穿戴;OLED;消费电子概念;先进封装;富士康概念;小米概念;智能家居;虚拟现实;机器视觉;芯片概念;机器人概念;无人驾驶;华为概念;粤港澳大湾区;无人机;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通,002845,33
002324.SZ,23,脑机接口;商业航天;卫星导航;碳纤维;军工;低空经济;毫米波雷达;6G概念;PEEK材料;光刻胶;消费电子概念;机器人概念;专精特新;新能源汽车;固态电池;锂电池概念;2025三季报预增;储能;长三角一体化;钠离子电池;2025年报预增;深股通;融资融券,002324,33
600019.SH,15,同花顺中特估100;证金持股;特钢概念;央企国企改革;国企改革;参股银行;石墨电极;一带一路;同花顺漂亮100;核电;沪股通;融资融券;新能源汽车;AI智能体;特斯拉概念,600019,17
002054.SZ,8,专精特新;2025年报预增;有机硅概念;创投;参股银行;合成生物;参股券商;融资融券,002054,33
300387.SZ,14,生态农业;化肥;农业种植;磷化工;土地流转;土壤修复;乡村振兴;合成生物;农机;中俄贸易概念;数字乡村;机器人概念;人工智能;无人机,300387,33
001213.SZ,8,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,001213,33
301568.SZ,22,PCB概念;富士康概念;光刻机;消费电子概念;芯片概念;光刻胶;汽车电子;高端装备;5G;MicroLED概念;比亚迪概念;专精特新;AI眼镜;新型工业化;海峡两岸;商业航天;机器视觉;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,301568,33
000598.SZ,11,污水处理;地下管网;PPP概念;证金持股;固废处理;国企改革;水利;西部大开发;数字孪生;深股通;融资融券,000598,33
003039.SZ,19,净水概念;地下管网;污水处理;固废处理;水利;绿色电力;光伏建筑一体化;乡村振兴;垃圾分类;国企改革;旅游概念;粤港澳大湾区;充电桩;数据确权;氢能源;高压快充;储能;融资融券;深股通,003039,33
300374.SZ,12,建筑节能;装配式建筑;新型城镇化;雄安新区;乡村振兴;国企改革;一带一路;京津冀一体化;新疆振兴;央企国企改革;工业互联网;中字头股票,300374,33
603219.SH,13,机器人概念;储能;家用电器;智能家居;人民币贬值受益;小米概念;工业互联网;共同富裕示范区;回购增持再贷款概念;智能穿戴;创投;PCB概念;沪股通,603219,17
300885.SZ,15,减速器;商业航天;卫星导航;人形机器人;低空经济;机器人概念;消费电子概念;新能源汽车;专精特新;海峡两岸;充电桩;人民币贬值受益;一带一路;深股通;融资融券,300885,33
300501.SZ,3,锂电池概念;固态电池;回购增持再贷款概念,300501,33
603091.SH,6,人民币贬值受益;跨境电商;可降解塑料;乡村振兴;沪股通;融资融券,603091,17
002216.SZ,6,预制菜;超级品牌;冷链物流;网红经济;融资融券;深股通,002216,33
000507.SZ,12,航运概念;天然气;统一大市场;广东自贸区;光伏建筑一体化;国企改革;绿色电力;一带一路;横琴新区;深股通;粤港澳大湾区;风电,000507,33
603877.SH,4,共同富裕示范区;回购增持再贷款概念;沪股通;融资融券,603877,17
002972.SZ,11,粤港澳大湾区;储能;高铁;智慧城市;专精特新;传感器;一带一路;DeepSeek概念;无人驾驶;网络安全;信创,002972,33
301631.SZ,12,人形机器人;新能源汽车;华为汽车;低空经济;粤港澳大湾区;数据中心;宁德时代概念;储能;锂电池概念;固态电池;深股通;融资融券,301631,33
301656.SZ,8,注册制次新股;小米汽车;减速器;新能源汽车;小米概念;深股通;新股与次新股;融资融券,301656,33
002375.SZ,17,建筑节能;装配式建筑;光伏建筑一体化;新型城镇化;智能家居;智慧城市;人工智能;安防;工业互联网;高铁;百度概念;华为概念;虚拟现实;腾讯概念;3D打印;深股通;融资融券,002375,33
603667.SH,15,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;新能源汽车;大飞机;无人机;高端装备;商业航天;军工;风电;特钢概念;沪股通;融资融券,603667,17
605369.SH,3,医疗器械概念;人民币贬值受益;沪股通,605369,17
002495.SZ,2,预制菜;创投,002495,33
688103.SH,18,军工;可控核聚变;商业航天;大飞机;芯片概念;低空经济;飞行汽车(eVTOL);华为概念;新能源汽车;高压快充;2025年报预增;特高压;宁德时代概念;柔性直流输电;回购增持再贷款概念;培育钻石;沪股通;融资融券,688103,17
603668.SH,9,福建自贸区;海峡两岸;C2M概念;预制菜;乡村振兴;回购增持再贷款概念;养鸡;沪股通;融资融券,603668,17
600977.SH,11,短剧游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;腾讯概念;中字头股票;人工智能;国企改革;沪股通;同花顺中特估100;融资融券,600977,17
688380.SH,16,MCU芯片;存储芯片;汽车芯片;芯片概念;2025年报预增;消费电子概念;汽车电子;传感器;小米概念;专精特新;人形机器人;机器人概念;长安汽车概念;华为汽车;沪股通;融资融券,688380,17
603290.SH,14,MCU芯片;汽车芯片;第三代半导体;芯片概念;专精特新;新能源汽车;人民币贬值受益;数据中心;高压快充;低空经济;光伏概念;储能;融资融券;沪股通,603290,17
300320.SZ,12,光伏建筑一体化;光伏概念;钙钛矿电池;比亚迪概念;华为汽车;特斯拉概念;新能源汽车;高铁;高端装备;大飞机;深股通;融资融券,300320,33
301189.SZ,20,宠物经济;人民币贬值受益;机器人概念;智能家居;专精特新;跨境电商;人脸识别;物联网;汽车电子;车联网(车路协同);人工智能;消费电子概念;星闪概念;腾讯概念;鸿蒙概念;智能音箱;无线耳机;英伟达概念;虚拟数字人;融资融券,301189,33
688015.SH,12,2025年报预增;无人机;低空经济;车联网(车路协同);人工智能;京津冀一体化;DeepSeek概念;元宇宙;职业教育;区块链;AI应用;融资融券,688015,17
300430.SZ,14,脑机接口;AI应用;医疗器械概念;养老概念;DeepSeek概念;京津冀一体化;工业大麻;三胎概念;专精特新;消毒剂;新型工业化;合成生物;智能物流;深股通,300430,33
688370.SH,3,固废处理;回购增持再贷款概念;融资融券,688370,17
300901.SZ,8,三胎概念;虚拟数字人;AIGC概念;多模态AI;人民币贬值受益;英伟达概念;新疆振兴;融资融券,300901,33
301130.SZ,11,仿制药一致性评价;流感;维生素;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;三胎概念;细胞免疫治疗;养老概念;融资融券,301130,33
301449.SZ,19,注册制次新股;宁德时代概念;锂电池概念;网络安全;核电;高端装备;水利;汽车热管理;高压快充;储能;粤港澳大湾区;物联网;充电桩;智能医疗;新能源汽车;机器人概念;深股通;新股与次新股;融资融券,301449,33
300841.SZ,6,动物疫苗;生物疫苗;合成生物;西部大开发;融资融券;深股通,300841,33
001260.SZ,5,长安汽车概念;华为汽车;小米汽车;比亚迪概念;小米概念,001260,33
002608.SZ,10,超超临界发电;碳交易;国企改革;信托概念;参股保险;虚拟电厂;储能;工业互联网;深股通;融资融券,002608,33
300101.SZ,19,卫星导航;商业航天;军民融合;军工;国产航母;无人机;时空大数据;5G;智慧城市;机器视觉;芯片概念;机器人概念;人工智能;物联网;专精特新;回购增持再贷款概念;西部大开发;深股通;融资融券,300101,33
002296.SZ,14,信创;卫星导航;人工智能;智慧城市;工业互联网;低空经济;区块链;大飞机;安防;高端装备;专精特新;高铁;储能;钒电池,002296,33
603613.SH,19,ERP概念;数据要素;数字经济;DeepSeek概念;ChatGPT概念;虚拟数字人;人工智能;跨境电商;抖音概念(字节概念);算力租赁;物联网;华为概念;东数西算(算力);工业互联网;统一大市场;农村电商;新疆振兴;融资融券;沪股通,603613,17
688531.SH,18,PCB概念;液冷服务器;芯片概念;宁德时代概念;比亚迪概念;专精特新;特斯拉概念;储能;固态电池;锂电池概念;一体化压铸;高端装备;人工智能;回购增持再贷款概念;食品安全;商业航天;沪股通;融资融券,688531,17
688592.SH,14,卫星导航;商业航天;车联网(车路协同);无人机;低空经济;腾讯概念;物联网;无人驾驶;芯片概念;专精特新;机器人概念;农机;乡村振兴;融资融券,688592,17
601599.SH,8,短剧游戏;文化传媒概念;多模态AI;人工智能;DeepSeek概念;AI应用;国企改革;一带一路,601599,17
300701.SZ,7,传感器;小米概念;机器视觉;智能家居;物联网;安防;股权转让(并购重组),300701,33
300377.SZ,19,数字货币;Web3.0;华为鲲鹏;互联网金融;华为昇腾;信创;区块链;AI智能体;阿里巴巴概念;腾讯概念;人工智能;DeepSeek概念;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,300377,33
000850.SZ,12,冷链物流;小金属概念;参股银行;金属铅;国企改革;金属铜;金属锌;参股保险;创投;参股券商;数字经济;融资融券,000850,33
600439.SH,5,网红经济;跨境电商;参股银行;一带一路;人民币贬值受益,600439,17
000402.SZ,11,物业管理;特色小镇;参股券商;证金持股;装配式建筑;国企改革;京津冀一体化;碳交易;碳中和;深股通;融资融券,000402,33
301636.SZ,7,钙钛矿电池;光伏概念;注册制次新股;专精特新;新能源汽车;新股与次新股;融资融券,301636,33
600956.SH,15,天然气;碳交易;氢能源;钒电池;绿色电力;国企改革;抽水蓄能;京津冀一体化;风电;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,600956,17
688505.SH,3,创新药;沪股通;融资融券,688505,17
600196.SH,21,创新药;仿制药一致性评价;减肥药;流感;生物疫苗;细胞免疫治疗;猴痘概念;阿尔茨海默概念;辅助生殖;青蒿素;医美概念;民营医院;医疗器械概念;智能医疗;证金持股;家庭医生;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,600196,17
600560.SH,4,新型工业化;工业互联网;国企改革;央企国企改革,600560,17
301065.SZ,3,共同富裕示范区;丙烯酸;融资融券,301065,33
603339.SH,8,数据中心;专精特新;海工装备;液冷服务器;人民币贬值受益;冷链物流;装配式建筑;预制菜,603339,17
300545.SZ,28,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;先进封装;华为手机;AI眼镜;MR(混合现实);消费电子概念;钙钛矿电池;智能穿戴;苹果概念;富士康概念;芯片概念;汽车电子;智能座舱;5G;光伏概念;固态电池;锂电池概念;虚拟现实;华为概念;专精特新;机器人概念;新型工业化;华为汽车;钠离子电池;深股通,300545,33
000661.SZ,13,生物疫苗;流感;辅助生殖;阿尔茨海默概念;医美概念;创新药;智能医疗;AI智能体;国企改革;回购增持再贷款概念;证金持股;深股通;融资融券,000661,33
601311.SH,17,动力电池回收;钠离子电池;固态电池;锂电池概念;燃料电池;氢能源;一带一路;储能;长安汽车概念;比亚迪概念;新能源汽车;小米汽车;创投;华为汽车;飞行汽车(eVTOL);沪股通;融资融券,601311,17
603006.SH,3,冷链物流;新能源汽车;特斯拉概念,603006,17
603079.SH,4,维生素;合成生物;专精特新;2025年报预增,603079,17
603657.SH,4,家用电器;小米概念;机器人概念;专精特新,603657,17
603310.SH,5,专精特新;氟化工概念;创投;沪股通;融资融券,603310,17
300648.SZ,24,华为概念;消费电子概念;鸿蒙概念;人工智能;福建自贸区;专精特新;海峡两岸;比亚迪概念;高压快充;小米汽车;人形机器人;两轮车;宁德时代概念;华为汽车;虚拟电厂;新能源汽车;充电桩;储能;燃料电池;海工装备;固态电池;锂电池概念;深股通;融资融券,300648,33
300647.SZ,10,智慧灯杆;智慧城市;5G;消费电子概念;数据中心;跨境电商;一带一路;锂电池概念;液冷服务器;动力电池回收,300647,33
600794.SH,10,航运概念;统一大市场;国企改革;智能物流;创投;长三角一体化;数字货币;数字经济;数据要素;沪股通,600794,17
300878.SZ,6,创新药;肝炎概念;民营医院;医药电商;流感;融资融券,300878,33
600936.SH,16,数字乡村;AI应用;文化传媒概念;智慧政务;西部大开发;乡村振兴;DeepSeek概念;鸿蒙概念;无人机;国企改革;AI智能体;机器人概念;5G;股权转让(并购重组);沪股通;融资融券,600936,17
688425.SH,23,雅下水电概念;抽水蓄能;央企国企改革;农机;水利;一带一路;高铁;海工装备;高端装备;地下管网;国企改革;高压氧舱;机器人概念;新型工业化;新疆振兴;乡村振兴;无人驾驶;海峡两岸;华为概念;人工智能;DeepSeek概念;沪股通;融资融券,688425,17
002614.SZ,17,养老概念;福建自贸区;IP经济(谷子经济);跨境电商;网红经济;血氧仪;海峡两岸;医疗器械概念;智能家居;家用电器;人工智能;鸿蒙概念;DeepSeek概念;人民币贬值受益;机器人概念;华为概念;人形机器人,002614,33
600552.SH,19,商业航天;柔性屏(折叠屏);OLED;芯片概念;无线充电;华为概念;消费电子概念;光伏概念;先进封装;汽车电子;新能源汽车;固态电池;锂电池概念;PCB概念;有机硅概念;央企国企改革;国企改革;沪股通;融资融券,600552,17
688209.SH,9,汽车芯片;无线耳机;芯片概念;小米概念;消费电子概念;脑机接口;专精特新;沪股通;融资融券,688209,17
605005.SH,10,长安汽车概念;汽车热管理;新能源汽车;汽车电子;智能座舱;新型工业化;3D打印;消费电子概念;宁德时代概念;沪股通,605005,17
601162.SH,5,期货概念;物业管理;国企改革;沪股通;融资融券,601162,17
002755.SZ,7,创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;流感;融资融券;深股通,002755,33
300230.SZ,11,长三角一体化;人民币贬值受益;宠物经济;一带一路;智能家居;智能物流;长安汽车概念;机器人概念;小米概念;3D打印;无人机,300230,33
001330.SZ,12,AI应用;短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;西部大开发;新疆振兴;深股通,001330,33
300155.SZ,10,区块链;人脸识别;智慧城市;AI应用;DeepSeek概念;语音技术;安防;食品安全;物业管理;智能家居,300155,33
301633.SZ,7,新型工业化;机器人概念;专精特新;高端装备;信创;深股通;融资融券,301633,33
301060.SZ,11,CRO概念;辅助生殖;猴痘概念;幽门螺杆菌概念;基因测序;智能医疗;肝炎概念;AI智能体;人工智能;专精特新;融资融券,301060,33
300859.SZ,9,冰雪产业;旅游概念;西部大开发;国企改革;新疆振兴;低空经济;飞行汽车(eVTOL);深股通;股权转让(并购重组),300859,33
600359.SH,12,粮食概念;农业种植;土地流转;农村电商;乳业;新疆振兴;乡村振兴;特色小镇;国企改革;西部大开发;股权转让(并购重组);融资融券,600359,17
600993.SH,9,民营医院;医药电商;眼科医疗;仿制药一致性评价;创新药;基因测序;数字经济;沪股通;融资融券,600993,17
600919.SH,3,高股息精选;沪股通;融资融券,600919,17
300192.SZ,11,AI应用;ChatGPT概念;在线教育;Sora概念(文生视频);职业教育;人工智能;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,300192,33
301565.SZ,14,福建自贸区;固态电池;海峡两岸;宁德时代概念;锂电池概念;消费电子概念;专精特新;可降解塑料;食品安全;无人机;低空经济;合成生物;深股通;融资融券,301565,33
300888.SZ,8,医药电商;医美概念;三胎概念;养老概念;医疗器械概念;跨境电商;深股通;融资融券,300888,33
688062.SH,6,重组蛋白;创新药;智能医疗;回购增持再贷款概念;沪股通;融资融券,688062,17
300908.SZ,4,农业种植;乡村振兴;海峡两岸;融资融券,300908,33
601086.SH,5,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通,601086,17
002885.SZ,20,高压快充;富士康概念;充电桩;数据中心;储能;光伏概念;第三代半导体;5G;无线充电;新能源汽车;比亚迪概念;2025年报预增;消费电子概念;OLED;汽车电子;小米概念;华为汽车;华为概念;粤港澳大湾区;融资融券,002885,33
300572.SZ,14,军工;机器人概念;PM2.5;换电概念;比亚迪概念;粤港澳大湾区;人工智能;充电桩;新能源汽车;一体化压铸;创投;新疆振兴;深股通;股权转让(并购重组),300572,33
600436.SH,10,超级品牌;证金持股;同花顺漂亮100;肝炎概念;创新药;国企改革;沪股通;融资融券;海峡两岸;专精特新,600436,17
600027.SH,12,超超临界发电;煤炭概念;绿色电力;证金持股;虚拟电厂;央企国企改革;国企改革;风电;氢能源;沪股通;融资融券;股权转让(并购重组),600027,17
000090.SZ,11,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;粤港澳大湾区;数字孪生;人工智能;机器人概念;深股通;融资融券,000090,33
000898.SZ,12,特钢概念;煤化工概念;金属回收;国企改革;央企国企改革;回购增持再贷款概念;证金持股;海工装备;比亚迪概念;数据中心;深股通;融资融券,000898,33
300512.SZ,4,柔性屏(折叠屏);无人零售;创投;高端装备,300512,33
600790.SH,12,跨境电商;参股银行;国企改革;创投;数字经济;智能物流;AI智能体;回购增持再贷款概念;一带一路;AI应用;融资融券;沪股通,600790,17
688230.SH,13,AI眼镜;智能穿戴;芯片概念;第三代半导体;AI手机;消费电子概念;小米概念;5G;人形机器人;专精特新;股权转让(并购重组);沪股通;融资融券,688230,17
002041.SZ,10,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,002041,33
002999.SZ,12,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;数字乡村;数字经济;低空经济;2025年报预增;无人机,002999,33
002927.SZ,18,商业航天;核电;智能电网;高压快充;5G;数据中心;虚拟电厂;充电桩;PCB概念;光伏概念;储能;比亚迪概念;高铁;工业互联网;专精特新;腾讯概念;数字经济;西部大开发,002927,33
300482.SZ,21,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;医药电商;辅助生殖;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;粤港澳大湾区;腾讯概念;DeepSeek概念;人工智能;AI应用;深股通;融资融券,300482,33
002132.SZ,7,硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,002132,33
002798.SZ,8,智能家居;人工智能;回购增持再贷款概念;华为概念;绿色电力;西部大开发;DeepSeek概念;股权转让(并购重组),002798,33
600202.SH,8,黑龙江自贸区;中俄贸易概念;一带一路;创投;国企改革;回购增持再贷款概念;超超临界发电;核电,600202,17
603711.SH,4,共同富裕示范区;创投;互联网金融;沪股通,603711,17
600111.SH,14,稀土永磁;小金属概念;金属回收;2025三季报预增;军工;回购增持再贷款概念;西部大开发;2025年报预增;专精特新;国企改革;氢能源;同花顺漂亮100;沪股通;融资融券,600111,17
002103.SZ,8,IP经济(谷子经济);数字经济;腾讯概念;跨境电商;虚拟现实;创投;一带一路;深股通,002103,33
300755.SZ,4,跨境电商;西部大开发;融资融券;深股通,300755,33
603053.SH,7,天然气;氢能源;西部大开发;碳中和;国企改革;充电桩;沪股通,603053,17
600478.SH,19,动力电池回收;锂电池概念;固态电池;小金属概念;储能;燃料电池;新能源汽车;氢能源;数据中心;航空发动机;军工;2025年报预增;共享单车;两轮车;商业航天;军民融合;区块链;融资融券;沪股通,600478,17
603858.SH,12,仿制药一致性评价;流感;医药电商;创新药;肝炎概念;生物疫苗;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,603858,17
688426.SH,6,幽门螺杆菌概念;猴痘概念;流感;基因测序;医疗器械概念;融资融券,688426,17
000917.SZ,12,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;智能家居;旅游概念;露营经济;国企改革;深股通;融资融券,000917,33
600018.SH,17,航运概念;同花顺中特估100;证金持股;自由贸易港;免税店;参股银行;上海国企改革;国企改革;足球概念;体育产业;沪股通;融资融券;上海自贸区;长三角一体化;一带一路;创投;F5G概念,600018,17
603303.SH,7,智慧灯杆;智慧城市;汽车电子;新能源汽车;人民币贬值受益;股权转让(并购重组);沪股通,603303,17
002059.SZ,14,旅游概念;网约车;参股银行;虚拟数字人;元宇宙;国企改革;AIGC概念;人工智能;虚拟现实;西部大开发;机器人概念;央企国企改革;人形机器人;深股通,002059,33
002408.SZ,7,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,002408,33
002440.SZ,5,染料;氟化工概念;2025年报预增;深股通;融资融券,002440,33
688159.SH,29,星闪概念;算力租赁;阿里巴巴概念;东数西算(算力);云计算;信创;AI智能体;存储芯片;智慧政务;鸿蒙概念;数据要素;华为概念;5G;数据中心;物联网;人工智能;车联网(车路协同);智慧城市;专精特新;机器人概念;比亚迪概念;粤港澳大湾区;低空经济;无人机;电力物联网;水利;智能电网;沪股通;融资融券,688159,17
002399.SZ,6,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,002399,33
300610.SZ,4,有机硅概念;磷化工;专精特新;风电,300610,33
601065.SH,8,国企改革;储能;海峡两岸;锂电池概念;工业互联网;盐湖提锂;沪股通;融资融券,601065,17
003001.SZ,11,水利;装配式建筑;地下管网;人工智能;土壤修复;雄安新区;一带一路;核电;雅下水电概念;可控核聚变;深股通,003001,33
920570.BJ,15,量子科技;高端装备;风电;融资融券;芯片概念;军工;机器人概念;光伏概念;专精特新;硅能源;第三代半导体;海工装备;新型工业化;核电;工业母机,920570,151
300388.SZ,7,PPP概念;污水处理;新型城镇化;地下管网;国企改革;央企国企改革;深股通,300388,33
300854.SZ,7,土壤修复;粤港澳大湾区;固废处理;碳中和;生物质能发电;绿色电力;融资融券,300854,33
605296.SH,6,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,605296,17
603587.SH,3,参股券商;IP经济(谷子经济);沪股通,603587,17
688793.SH,24,脑机接口;医疗器械概念;语音技术;养老概念;电子竞技;人工智能;跨境电商;智能家居;IP经济(谷子经济);腾讯概念;虚拟数字人;DeepSeek概念;家用电器;粤港澳大湾区;传感器;智能穿戴;专精特新;海峡两岸;中俄贸易概念;新能源汽车;回购增持再贷款概念;一带一路;新疆振兴;融资融券,688793,17
601828.SH,7,国企改革;DeepSeek概念;腾讯概念;抖音概念(字节概念);阿里巴巴概念;沪股通;融资融券,601828,17
600229.SH,13,文化传媒概念;IP经济(谷子经济);短剧游戏;在线教育;AIGC概念;数据要素;多模态AI;独角兽概念;人工智能;虚拟现实;国企改革;融资融券;沪股通,600229,17
301387.SZ,10,苹果概念;消费电子概念;智能穿戴;碳纤维;机器人概念;粤港澳大湾区;一带一路;数字经济;可降解塑料;融资融券,301387,33
601668.SH,18,中字头股票;证金持股;同花顺中特估100;装配式建筑;地下管网;PPP概念;新型城镇化;国企改革;绿色电力;水利;央企国企改革;沪股通;融资融券;一带一路;回购增持再贷款概念;风电;数字孪生;核电,601668,17
601766.SH,23,中字头股票;证金持股;同花顺中特估100;PPP概念;参股保险;雄安新区;同花顺出海50;国企改革;氢能源;沪股通;融资融券;特高压;燃料电池;风电;央企国企改革;一带一路;高铁;储能;高端装备;机器人概念;新能源汽车;数据中心;芯片概念,601766,17
688765.SH,9,重组蛋白;创新药;科创次新股;注册制次新股;人民币贬值受益;农业种植;转基因;新股与次新股;融资融券,688765,17
688185.SH,9,生物疫苗;猴痘概念;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,688185,17
002108.SZ,16,钠离子电池;锂电池概念;固态电池;参股银行;国企改革;地下管网;雄安新区;宁德时代概念;物联网;储能;核电;比亚迪概念;新能源汽车;深股通;融资融券;股权转让(并购重组),002108,33
688177.SH,3,创新药;沪股通;融资融券,688177,17
603190.SH,6,一体化压铸;新能源汽车;机器人概念;特斯拉概念;汽车拆解概念;无人驾驶,603190,17
000017.SZ,6,黄金概念;锂电池概念;两轮车;粤港澳大湾区;2025年报预增;智能穿戴,000017,33
000521.SZ,19,冷链物流;国企改革;家用电器;净水概念;垃圾分类;智能家居;医疗器械概念;一带一路;回购增持再贷款概念;空气能热泵;血氧仪;DeepSeek概念;人工智能;工业互联网;鸿蒙概念;小米概念;量子科技;深股通;融资融券,000521,33
300213.SZ,36,卫星导航;军工信息化;商业航天;低空经济;无人机;军工;安防;智慧城市;智慧政务;数据安全;物联网;数据要素;机器视觉;云计算;人工智能;独角兽概念;华为概念;百度概念;AI智能体;元宇宙;DeepSeek概念;ChatGPT概念;5G;AIGC概念;机器人概念;工业互联网;新型工业化;京津冀一体化;高铁;数据中心;专精特新;跨境电商;一带一路;新疆振兴;AI应用;深股通,300213,33
603193.SH,4,三胎概念;C2M概念;沪股通;融资融券,603193,17
301260.SZ,10,机器人概念;人形机器人;两轮车;人民币贬值受益;人工智能;跨境电商;储能;锂电池概念;深股通;融资融券,301260,33
605123.SH,12,航空发动机;大飞机;商业航天;卫星导航;可控核聚变;军工;核电;海工装备;风电;专精特新;沪股通;融资融券,605123,17
