market_code,股票代码,code,所属概念,所属概念数量
17,600831.SH,600831,文化传媒概念;知识产权保护;数据确权;短剧游戏;数字乡村;互联网金融;腾讯概念;智慧政务;智慧城市;国资云;DeepSeek概念;人工智能;百度概念;PPP概念;智能家居;算力租赁;乡村振兴;华为概念;东数西算(算力);数据中心;西部大开发;国企改革;5G;农村电商;摘帽,25
17,600506.SH,600506,新疆振兴;西部大开发;央企国企改革;国企改革;乡村振兴;碳中和;高铁;农机;绿色电力;燃料电池;风电;无人机;液冷服务器;人工智能;芯片概念;充电桩;数据中心;机器人概念;汽车热管理;储能;新能源汽车;宁德时代概念;高压快充;股权转让(并购重组),24
17,603333.SH,603333,特高压;海工装备;充电桩;水利;专精特新;西部大开发;高铁;一带一路;光伏概念;锂电池概念;军工;核电;储能;新能源汽车;风电;氟化工概念;沪股通;股权转让(并购重组),18
17,600850.SH,600850,华为盘古;数据安全;华为鲲鹏;云计算;华为昇腾;国资云;智慧政务;网络安全;多模态AI;信创;数字乡村;AI智能体;ChatGPT概念;数据要素;AI应用;车联网(车路协同);阿里巴巴概念;人脸识别;数字孪生;东数西算(算力);智慧城市;AIGC概念;DeepSeek概念;腾讯概念;虚拟数字人;智能医疗;数字经济;人工智能;大飞机;卫星导航;物联网;商业航天;低空经济;数据中心;华为概念;工业互联网;人形机器人;互联网金融;跨境支付(CIPS);无人驾驶;新型工业化;机器人概念;职业教育;智能电网;WiFi 6;核电;液冷服务器;水利;短剧游戏;央企国企改革;乡村振兴;回购增持再贷款概念;国企改革;光刻机;沪股通;融资融券,56
17,600021.SH,600021,超超临界发电;虚拟电厂;风电;核电;绿色电力;碳交易;储能;氢能源;央企国企改革;一带一路;国企改革;证金持股;沪股通;融资融券,14
17,600452.SH,600452,央企国企改革;国企改革;西部大开发;水泥概念;沪股通;融资融券,6
17,603316.SH,603316,数据中心;存储芯片;芯片概念;水利;房屋检测;新型城镇化;碳中和;污水处理;共同富裕示范区;PPP概念;地下管网;特色小镇,12
33,002246.SZ,002246,军民融合;军工;核电;商业航天;核污染防治;西部大开发;专精特新;国企改革;垃圾分类;深股通;融资融券,11
33,002135.SZ,002135,新型城镇化;装配式建筑;光伏概念;储能;可控核聚变;低空经济;体育产业;雄安新区;一带一路;PPP概念;养老概念;光伏建筑一体化;乡村振兴;绿色电力;深股通;融资融券,16
33,000600.SZ,000600,超超临界发电;生物质能发电;抽水蓄能;绿色电力;碳交易;虚拟电厂;风电;储能;氢能源;碳中和;核电;国企改革;证金持股;2025年报预增;京津冀一体化;DeepSeek概念;人工智能;深股通;融资融券,19
17,605358.SH,605358,存储芯片;卫星导航;汽车芯片;第三代半导体;汽车电子;芯片概念;商业航天;中芯国际概念;5G;人形机器人;共封装光学(CPO);无人驾驶;专精特新;比亚迪概念;机器人概念;光伏概念;充电桩;硅能源;融资融券;沪股通,20
33,002484.SZ,002484,5G;超级电容;可控核聚变;军工;东数西算(算力);华为概念;人形机器人;新能源汽车;机器人概念;储能;国企改革;深股通;融资融券,13
33,002173.SZ,002173,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;养老概念;医疗器械概念;共同富裕示范区;医美概念;三胎概念;民营医院;眼科医疗;深股通;融资融券,15
33,002782.SZ,002782,高压快充;5G;充电桩;小米汽车;消费电子概念;储能;新能源汽车;比亚迪概念;华为概念;光伏概念;机器人概念;低空经济;融资融券;深股通,14
17,603067.SH,603067,军工;小金属概念;钛白粉概念;储能;钒电池;锂电池概念;固态电池;维生素;沪股通;融资融券,10
33,001259.SZ,001259,净水概念;家用电器;露营经济,3
17,605288.SH,605288,智能家居;智能医疗;新能源汽车;人民币贬值受益;创投;医疗器械概念;光伏概念;一带一路;沪股通,9
17,688585.SH,688585,人形机器人;机器人概念;燃料电池;一带一路;风电;氢能源;可降解塑料;沪股通;股权转让(并购重组);融资融券,10
17,603380.SH,603380,汽车电子;机器人概念;消费电子概念;新能源汽车;5G;医疗器械概念;独角兽概念;数据中心;沪股通,9
33,002831.SZ,002831,液冷服务器;机器人概念;可降解塑料;宠物经济;深股通;高股息精选;融资融券,7
17,603115.SH,603115,汽车电子;储能;专精特新;高股息精选,4
17,603163.SH,603163,富士康概念;中芯国际概念;芯片概念;海峡两岸;一带一路,5
17,600563.SH,600563,数据中心;超级电容;高压快充;储能;光伏概念;军工;新能源汽车;人形机器人;特高压;柔性直流输电;海峡两岸;高铁;福建自贸区;沪股通;融资融券,15
17,605376.SH,605376,金属镍;3D打印;小金属概念;硅能源;专精特新;锂电池概念;光伏概念;2025年报预增;人民币贬值受益;融资融券;沪股通,11
33,002067.SZ,002067,机器人概念;烟草;光伏建筑一体化;数字孪生;数字经济;托育服务;创投;一带一路;长三角一体化;绿色电力;深股通;融资融券,12
17,603108.SH,603108,华为盘古;AIGC概念;AI应用;AI智能体;智能医疗;人工智能;DeepSeek概念;华为概念;创投;医疗器械概念;猴痘概念;国企改革;幽门螺杆菌概念;沪股通;融资融券,15
33,001326.SZ,001326,物联网;充电桩;粤港澳大湾区;智能家居;人民币贬值受益;储能;一带一路;融资融券,8
33,000586.SZ,000586,光纤概念;5G;特高压;智能电网;专精特新;西部大开发,6
33,000811.SZ,000811,超导概念;液冷服务器;中芯国际概念;可控核聚变;数据中心;3D打印;核电;海工装备;军工;储能;新能源汽车;海峡两岸;燃料电池;雅下水电概念;机器人概念;氢能源;空气能热泵;固态电池;水利;碳中和;回购增持再贷款概念;人工智能;创投;中俄贸易概念;智能物流;国企改革;体育产业;冷链物流;融资融券;宠物经济;天然气;冰雪产业;深股通,33
33,000899.SZ,000899,抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;深股通,8
151,920974.BJ,920974,金属回收;融资融券;燃料电池;氢能源,4
17,603823.SH,603823,PEEK材料;光刻胶;钠离子电池;沪股通,4
17,603178.SH,603178,飞行汽车(eVTOL);减速器;汽车热管理;低空经济;无人驾驶;新能源汽车;机器人概念;比亚迪概念;华为汽车;长安汽车概念;共同富裕示范区;数字经济;融资融券;沪股通,14
33,000026.SZ,000026,减速器;央企国企改革;国企改革;商业航天;人形机器人;机器人概念;智能穿戴;深股通,8
17,603989.SH,603989,5G;液冷服务器;比亚迪概念;数据中心;新能源汽车;华为概念;机器人概念;军工;高压快充;低空经济;充电桩;储能;固态电池;新疆振兴;沪股通;融资融券,16
17,600758.SH,600758,煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,6
33,002281.SZ,002281,F5G概念;光纤概念;共封装光学(CPO);6G概念;液冷服务器;5G;芯片概念;数据中心;东数西算(算力);量子科技;华为概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组),20
33,002893.SZ,002893,碳交易;碳中和;国企改革;京津冀一体化;建筑节能,5
33,002988.SZ,002988,建筑节能;汽车热管理;华为汽车;智能物流;比亚迪概念;新能源汽车;回购增持再贷款概念;商业航天;光伏概念;储能;深股通,11
17,603083.SH,603083,共封装光学(CPO);F5G概念;WiFi 6;液冷服务器;5G;华为概念;2025年报预增;物联网;工业互联网;人民币贬值受益;智能家居;一带一路;沪股通;融资融券,14
17,603311.SH,603311,PM2.5;专精特新;家用电器;新能源汽车;大飞机;人民币贬值受益;回购增持再贷款概念,7
33,002272.SZ,002272,液冷服务器;数据中心;特高压;智能电网;军工;核电;华为概念;传感器;抽水蓄能;高端装备;光热发电;储能;工业互联网;低空经济;机器人概念;风电;数字经济;水利;氢能源;碳中和;垃圾分类;超超临界发电;西部大开发;深股通;融资融券,25
17,605488.SH,605488,人形机器人;苹果概念;机器人概念;传感器;消费电子概念;专精特新;华为概念;沪股通,8
17,603082.SH,603082,新型工业化;军工;智能物流;数字孪生;冷链物流;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,10
17,603938.SH,603938,光纤概念;芯片概念;存储芯片;有机硅概念;海峡两岸;光伏概念;京津冀一体化;硅能源;沪股通;融资融券,10
17,603779.SH,603779,乡村振兴;农业种植;白酒概念;股权转让(并购重组),4
17,600353.SH,600353,5G;航空发动机;可控核聚变;军工;军民融合;第三代半导体;先进封装;无人机;东数西算(算力);特高压;光刻机;核电;无人驾驶;信创;柔性直流输电;智能电网;智慧城市;2025年报预增;DeepSeek概念;风电;虚拟电厂;西部大开发;人形机器人;沪股通;融资融券,25
17,600186.SH,600186,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;回购增持再贷款概念;粮食概念;超级品牌;融资融券;沪股通,11
33,002150.SZ,002150,风电;储能;光伏概念;充电桩;一带一路;乡村振兴;农机;人民币贬值受益;深股通;融资融券,10
33,000636.SZ,000636,小金属概念;卫星导航;5G;汽车电子;AI眼镜;商业航天;无人机;超级电容;智能穿戴;传感器;共封装光学(CPO);液冷服务器;东数西算(算力);华为概念;低空经济;粤港澳大湾区;机器人概念;比亚迪概念;创投;高压快充;光伏概念;锂电池概念;国企改革;储能;深股通;融资融券,26
17,603206.SH,603206,算力租赁;云计算;智慧政务;鸿蒙概念;东数西算(算力);智慧灯杆;阿里巴巴概念;AI智能体;智慧城市;AI应用;物联网;数字经济;DeepSeek概念;人工智能;职业教育;华为概念;数据中心;5G;新型工业化;智能家居;工业互联网;卫星导航;商业航天;充电桩;储能;碳中和;沪股通,27
33,002552.SZ,002552,PCB概念;黄金概念;汽车电子;5G;2026一季报预增;国企改革;互联网金融;股权转让(并购重组);深股通,9
17,600903.SH,600903,页岩气;天然气;国企改革;西部大开发;氢能源;地下管网;沪股通;融资融券,8
17,600835.SH,600835,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券,9
33,001896.SZ,001896,抽水蓄能;虚拟电厂;超超临界发电;风电;绿色电力;数据中心;储能;东数西算(算力);充电桩;煤炭概念;碳中和;光伏建筑一体化;工业互联网;华为概念;国企改革;人工智能;创投;智能物流;深股通;融资融券,20
33,002208.SZ,002208,独角兽概念;新型城镇化;创投;长三角一体化;租售同权;养老概念;物业管理;国企改革;深股通,9
17,600936.SH,600936,鸿蒙概念;文化传媒概念;AI应用;机器人概念;数字乡村;AI智能体;智慧政务;DeepSeek概念;5G;无人机;乡村振兴;西部大开发;国企改革;股权转让(并购重组);沪股通;融资融券,16
17,600310.SH,600310,超超临界发电;抽水蓄能;绿色电力;风电;参股券商;国企改革;储能;西部大开发;沪股通;融资融券;创投;DeepSeek概念;人工智能,13
33,000910.SZ,000910,锂电池概念;融资融券,2
17,601222.SH,601222,虚拟电厂;绿色电力;光伏建筑一体化;风电;TOPCON电池;电力物联网;智能电网;华为数字能源;储能;光伏概念;充电桩;氢能源;蚂蚁集团概念;量子科技;锂电池概念;区块链;华为概念;物联网;低空经济;飞行汽车(eVTOL);人工智能;沪股通;融资融券,23
33,002123.SZ,002123,ChatGPT概念;智慧政务;AI应用;数据要素;AIGC概念;数字货币;区块链;百度概念;鸿蒙概念;信创;云计算;阿里巴巴概念;元宇宙;腾讯概念;云办公;DeepSeek概念;算力租赁;人工智能;语音技术;东数西算(算力);物联网;智能医疗;华为概念;数据中心;养老概念;跨境电商;机器人概念;无人机;三胎概念;5G;比亚迪概念;一带一路;深股通;融资融券,34
33,300166.SZ,300166,MLOps概念;算力租赁;华为昇腾;数字水印;华为欧拉;云计算;AI语料;东数西算(算力);华为鲲鹏;数据安全;多模态AI;互联网保险;ChatGPT概念;信创;Web3.0;智慧政务;电子身份证;AIGC概念;数据中心;AI手机;虚拟数字人;AI智能体;时空大数据;数据要素;鸿蒙概念;数字乡村;AI应用;区块链;元宇宙;5G;华为概念;DeepSeek概念;互联网金融;虚拟现实;数字孪生;智慧城市;物联网;数字经济;机器视觉;人工智能;工业互联网;人形机器人;虚拟电厂;新型工业化;职业教育;京津冀一体化;海工装备;碳中和;乡村振兴;深股通;融资融券,51
17,600863.SH,600863,超超临界发电;煤炭概念;绿色电力;高股息精选;央企国企改革;风电;国企改革;西部大开发;沪股通;融资融券,10
33,002375.SZ,002375,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;3D打印;百度概念;华为概念;腾讯概念;虚拟现实;安防;深股通;融资融券,17
33,002226.SZ,002226,民爆概念;新疆振兴;国企改革;央企国企改革;绿色电力;雅下水电概念;一带一路;水利;风电;创投;工业互联网;独角兽概念;军民融合;军工;人工智能;专精特新;新能源汽车;比亚迪概念;AI语料;多模态AI;深股通,21
17,600626.SH,600626,上海国企改革;上海自贸区;人民币贬值受益;国企改革;比亚迪概念;特斯拉概念;沪股通;融资融券,8
33,002421.SZ,002421,抖音概念(字节概念);腾讯概念;云计算;AI应用;信创;AI智能体;人脸识别;华为鲲鹏;鸿蒙概念;数字经济;智慧城市;东数西算(算力);DeepSeek概念;人工智能;物联网;华为概念;工业互联网;建筑节能;数据中心;粤港澳大湾区;机器人概念;雄安新区;液冷服务器;养老概念;智能医疗;碳中和;PPP概念;深股通;融资融券,29
