股票代码,所属概念数量,code,所属概念,market_code
002582.SZ,17,002582,人造肉;跨境电商;职业教育;智能物流;网红经济;海峡两岸;特色小镇;创投;旅游概念;IP经济(谷子经济);啤酒概念;参股银行;乡村振兴;预制菜;农业种植;生态农业;新疆振兴,33
688361.SH,8,688361,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,17
300812.SZ,15,300812,共封装光学(CPO);先进封装;MicroLED概念;第三代半导体;OLED;柔性屏(折叠屏);MiniLED;MR(混合现实);芯片概念;工业母机;消费电子概念;商业航天;专精特新;华为概念;医疗器械概念,33
600078.SH,2,600078,磷化工;绿色电力,17
688375.SH,18,688375,军工信息化;卫星导航;6G概念;商业航天;军民融合;DeepSeek概念;军工;无人机;毫米波雷达;5G;芯片概念;第三代半导体;先进封装;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,17
300629.SZ,14,300629,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;低空经济;国产操作系统;碳纤维;芯片概念;新能源汽车;深股通;融资融券,33
000833.SZ,15,000833,化肥;磷化工;土地流转;农业种植;锂电池概念;西部大开发;国企改革;乡村振兴;TOPCON电池;广东自贸区;光伏概念;2025年报预增;2026一季报预增;粤港澳大湾区;深股通,33
603399.SH,7,603399,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;沪股通;融资融券,17
301018.SZ,23,301018,液冷服务器;5G;数据中心;高压快充;可控核聚变;成飞概念;军工;华为概念;核电;新能源汽车;2025年报预增;储能;腾讯概念;百度概念;阿里巴巴概念;抖音概念(字节概念);空气能热泵;锂电池概念;抽水蓄能;DeepSeek概念;碳中和;深股通;融资融券,33
002256.SZ,11,002256,光伏建筑一体化;绿色电力;盐湖提锂;碳中和;储能;锂电池概念;化肥;AI手机;深股通;染料;融资融券,33
603986.SH,16,603986,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;物联网;人民币贬值受益;光伏概念;锂电池概念;回购增持再贷款概念;融资融券;沪股通,17
300788.SZ,17,300788,知识产权保护;AIGC概念;抖音概念(字节概念);文化传媒概念;百度概念;AI智能体;元宇宙;数据要素;IP经济(谷子经济);职业教育;DeepSeek概念;人工智能;AI应用;三胎概念;国企改革;深股通;中字头股票,33
002428.SZ,13,002428,光纤概念;小金属概念;第三代半导体;商业航天;卫星导航;芯片概念;光伏概念;军工;氟化工概念;华为概念;西部大开发;深股通;融资融券,33
600343.SH,13,600343,商业航天;军民融合;大飞机;军工;水利;高端装备;央企国企改革;国企改革;西部大开发;氢能源;煤化工概念;沪股通;融资融券,17
920924.BJ,22,920924,AI应用;高铁;网络安全;物业管理;数据中心;智慧城市;数字经济;算力租赁;阿里巴巴概念;智慧灯杆;抖音概念(字节概念);融资融券;车联网(车路协同);区块链;安防;养老概念;信创;5G;东数西算(算力);华为概念;专精特新;人工智能,151
300618.SZ,9,300618,金属钴;小金属概念;金属铜;金属镍;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,33
002837.SZ,20,002837,液冷服务器;英伟达概念;中国AI 50;数据中心;东数西算(算力);比亚迪概念;新能源汽车;华为概念;充电桩;储能;军工;粤港澳大湾区;腾讯概念;抖音概念(字节概念);阿里巴巴概念;家用电器;高铁;冷链物流;融资融券;深股通,33
920026.BJ,14,920026,新能源汽车;融资融券;比亚迪概念;AI眼镜;芯片概念;专精特新;光伏概念;MR(混合现实);机器视觉;富士康概念;消费电子概念;机器人概念;苹果概念;特斯拉概念,151
688083.SH,10,688083,鸿蒙概念;信创;人工智能;职业教育;数字孪生;新型工业化;智能电网;AI应用;沪股通;融资融券,17
301557.SZ,7,301557,碳纤维;风电;专精特新;海工装备;无人机;军工;融资融券,33
002871.SZ,10,002871,液冷服务器;数据中心;军工;人民币贬值受益;军民融合;一带一路;水利;人工智能;地下管网;俄乌冲突概念,33
300909.SZ,14,300909,3D打印;MiniLED;华为概念;消费电子概念;智能座舱;小米概念;专精特新;新能源汽车;富士康概念;智能家居;创投;储能;深股通;融资融券,33
301232.SZ,11,301232,商业航天;航空发动机;大飞机;无人机;低空经济;工业互联网;核电;专精特新;机器人概念;风电;融资融券,33
600773.SH,7,600773,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,17
603115.SH,3,603115,汽车电子;专精特新;储能,17
301248.SZ,50,301248,华为昇腾;智谱AI;算力租赁;华为鲲鹏;云计算;数据确权;云办公;财税数字化;多模态AI;信创;智慧政务;网络安全;东数西算(算力);AIGC概念;AI智能体;人脸识别;数据要素;腾讯概念;时空大数据;阿里巴巴概念;语音技术;在线教育;区块链;数字乡村;智慧灯杆;智慧城市;安防;数据中心;华为概念;卫星导航;数字孪生;DeepSeek概念;华为数字能源;5G;物联网;人工智能;液冷服务器;数字经济;芯片概念;智能医疗;无人机;低空经济;新型工业化;智能电网;机器人概念;粤港澳大湾区;智能物流;AI应用;新型城镇化;融资融券,33
300400.SZ,16,300400,先进封装;MicroLED概念;富士康概念;OLED;第三代半导体;MiniLED;柔性屏(折叠屏);PCB概念;芯片概念;消费电子概念;机器视觉;新型工业化;华为概念;比亚迪概念;人工智能;深股通,33
300358.SZ,14,300358,细胞免疫治疗;智能医疗;合成生物;人工智能;净水概念;机器人概念;DeepSeek概念;智能物流;海峡两岸;AI智能体;高端装备;污水处理;融资融券;深股通,33
688037.SH,10,688037,中芯国际概念;存储芯片;光刻胶;先进封装;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,17
688733.SH,14,688733,先进封装;PCB概念;存储芯片;芯片概念;固态电池;宁德时代概念;光伏概念;专精特新;锂电池概念;新能源汽车;钠离子电池;燃料电池;华为概念;融资融券,17
301317.SZ,11,301317,数据中心;专精特新;新能源汽车;2025年报预增;空气能热泵;人工智能;中俄贸易概念;污水处理;共同富裕示范区;深股通;融资融券,33
002787.SZ,7,002787,锂电池概念;2025年报预增;长三角一体化;芯片概念;食品安全;创投;海峡两岸,33
300969.SZ,7,300969,人形机器人;汽车热管理;比亚迪概念;新能源汽车;无人驾驶;深股通;融资融券,33
300204.SZ,7,300204,细胞免疫治疗;重组蛋白;创新药;辅助生殖;眼科医疗;深股通;融资融券,33
688257.SH,5,688257,PCB概念;2026一季报预增;工业母机;专精特新;融资融券,17
003043.SZ,13,003043,光刻机;芯片概念;高铁;专精特新;高端装备;智能电网;储能;智能物流;固态电池;医疗器械概念;数字经济;深股通;股权转让(并购重组),33
603032.SH,8,603032,固态电池;锂电池概念;比亚迪概念;减速器;机器人概念;西部大开发;新疆振兴;融资融券,17
002916.SZ,18,002916,PCB概念;富士康概念;存储芯片;先进封装;国家大基金持股;苹果概念;汽车电子;芯片概念;5G;新能源汽车;数据中心;2025年报预增;华为概念;粤港澳大湾区;央企国企改革;国企改革;深股通;融资融券,33
688137.SH,7,688137,CRO概念;细胞免疫治疗;重组蛋白;流感;合成生物;专精特新;融资融券,17
300767.SZ,7,300767,核电;雄安新区;装配式建筑;西部大开发;深股通;股权转让(并购重组);融资融券,33
688111.SH,17,688111,智谱AI;AI智能体;云计算;云办公;鸿蒙概念;中国AI 50;信创;腾讯概念;DeepSeek概念;人工智能;华为概念;小米概念;AI应用;同花顺漂亮100;2026一季报预增;沪股通;融资融券,17
300836.SZ,15,300836,PCB概念;苹果概念;传感器;机器视觉;新型工业化;新能源汽车;机器人概念;商业航天;工业互联网;2025年报预增;充电桩;人工智能;数字经济;绿色电力;民爆概念,33
688668.SH,13,688668,铜缆高速连接;英伟达概念;液冷服务器;光纤概念;5G;机器视觉;商业航天;比亚迪概念;新能源汽车;2025年报预增;长安汽车概念;融资融券;沪股通,17
920035.BJ,8,920035,液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,151
300762.SZ,14,300762,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;人工智能;智慧城市;5G;机器人概念;专精特新;芯片概念;深股通;融资融券,33
688028.SH,9,688028,培育钻石;OLED;核电;工业母机;芯片概念;新能源汽车;人形机器人;沪股通;融资融券,17
688035.SH,33,688035,国家大基金持股;液冷服务器;先进封装;PCB概念;存储芯片;苹果概念;芯片概念;消费电子概念;数据中心;柔性屏(折叠屏);无线耳机;小米概念;智能穿戴;MR(混合现实);宁德时代概念;专精特新;有机硅概念;新能源汽车;高端装备;华为概念;人形机器人;石墨烯;光伏概念;固态电池;锂电池概念;储能;机器人概念;高铁;HJT电池;回购增持再贷款概念;TOPCON电池;沪股通;融资融券,17
002326.SZ,8,002326,钠离子电池;宁德时代概念;锂电池概念;氟化工概念;仿制药一致性评价;液冷服务器;深股通;融资融券,33
002792.SZ,26,002792,6G概念;卫星导航;商业航天;F5G概念;数字乡村;铜缆高速连接;低空经济;WiFi 6;人工智能;5G;毫米波雷达;华为概念;共封装光学(CPO);无人驾驶;换电概念;虚拟电厂;一带一路;消费电子概念;粤港澳大湾区;汽车电子;储能;华为汽车;中俄贸易概念;乡村振兴;深股通;融资融券,33
600510.SH,14,600510,OLED;超级电容;新型城镇化;PPP概念;装配式建筑;一带一路;参股银行;创投;体育产业;国企改革;养老概念;证金持股;沪股通;融资融券,17
301162.SZ,11,301162,虚拟电厂;碳交易;智能电网;风电;绿色电力;人工智能;光伏概念;储能;专精特新;深股通;融资融券,33
603363.SH,6,603363,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,17
605286.SH,9,605286,虚拟电厂;东数西算(算力);绿色电力;新型城镇化;人工智能;储能;风电;氢能源;沪股通,17
002856.SZ,4,002856,新型城镇化;粤港澳大湾区;垃圾分类;国企改革,33
001301.SZ,8,001301,石墨电极;锂电池概念;宁德时代概念;储能;回购增持再贷款概念;专精特新;京津冀一体化;深股通,33
301392.SZ,13,301392,富士康概念;第三代半导体;苹果概念;芯片概念;PET铜箔;比亚迪概念;专精特新;锂电池概念;光伏概念;TOPCON电池;钙钛矿电池;融资融券;深股通,33
688333.SH,19,688333,卫星导航;商业航天;航空发动机;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);3D打印;核电;人形机器人;AI手机;机器人概念;消费电子概念;回购增持再贷款概念;西部大开发;2025年报预增;沪股通;融资融券,17
300347.SZ,9,300347,CRO概念;创新药;生物疫苗;医疗器械概念;智能医疗;2025年报预增;AIGC概念;深股通;融资融券,33
600667.SH,11,600667,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券,17
603037.SH,13,603037,小米汽车;特斯拉概念;华为汽车;比亚迪概念;专精特新;新能源汽车;长安汽车概念;小米概念;无人驾驶;同花顺新质50;储能;氢能源;股权转让(并购重组),17
688090.SH,12,688090,机器视觉;新型工业化;专精特新;传感器;人工智能;芯片概念;比亚迪概念;数字孪生;机器人概念;新能源汽车;AI应用;融资融券,17
688147.SH,17,688147,中芯国际概念;存储芯片;先进封装;OLED;BC电池;第三代半导体;汽车芯片;TOPCON电池;钙钛矿电池;芯片概念;HJT电池;光伏概念;专精特新;高端装备;回购增持再贷款概念;沪股通;融资融券,17
603538.SH,10,603538,减肥药;CRO概念;辅助生殖;流感;肝炎概念;合成生物;宠物经济;人民币贬值受益;沪股通;融资融券,17
301517.SZ,21,301517,太赫兹;军工信息化;卫星导航;6G概念;商业航天;军民融合;毫米波雷达;军工;无人机;量子科技;华为海思概念股;华为概念;5G;消费电子概念;铜缆高速连接;光纤概念;共封装光学(CPO);西部大开发;国企改革;深股通;融资融券,33
002636.SZ,6,002636,PCB概念;2025年报预增;消毒剂;医疗器械概念;深股通;融资融券,33
002943.SZ,12,002943,HJT电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;工业母机;AI眼镜;智能穿戴;比亚迪概念;稀土永磁;深股通;融资融券,33
688786.SH,8,688786,3D打印;柔性屏(折叠屏);消费电子概念;专精特新;军工;特钢概念;动力电池回收;融资融券,17
300082.SZ,12,300082,钠离子电池;固态电池;锂电池概念;宁德时代概念;污水处理;碳中和;储能;一带一路;新能源汽车;柔性屏(折叠屏);深股通;融资融券,33
300259.SZ,11,300259,智能电网;水利;光伏概念;雄安新区;专精特新;传感器;物联网;华为概念;数字孪生;虚拟现实;数据要素,33
603101.SH,7,603101,物业管理;预制菜;低空经济;抖音概念(字节概念);西部大开发;一带一路;新疆振兴,17
605178.SH,10,605178,存储芯片;芯片概念;智慧灯杆;空间计算;新型城镇化;物联网;网约车;智慧城市;数据要素;股权转让(并购重组),17
301005.SZ,26,301005,卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);机器人概念;人形机器人;PEEK材料;汽车热管理;专精特新;换电概念;华为汽车;特斯拉概念;小米概念;比亚迪概念;小米汽车;创投;智能物流;新能源汽车;家用电器;氢能源;深股通;融资融券,33
300739.SZ,17,300739,PCB概念;共封装光学(CPO);MiniLED;6G概念;5G;芯片概念;无人机;新能源汽车;机器人概念;东数西算(算力);储能;2025年报预增;粤港澳大湾区;人民币贬值受益;先进封装;深股通;融资融券,33
688177.SH,3,688177,创新药;沪股通;融资融券,17
002046.SZ,22,002046,卫星导航;商业航天;大飞机;军民融合;军工;培育钻石;无人机;核电;工业母机;芯片概念;高端装备;机器人概念;第三代半导体;新能源汽车;智能医疗;光伏概念;风电;中芯国际概念;央企国企改革;国企改革;深股通;融资融券,33
001368.SZ,17,001368,露营经济;冰雪产业;足球概念;三胎概念;宠物经济;体育产业;中俄贸易概念;医疗器械概念;海峡两岸;福建自贸区;人民币贬值受益;新型烟草(电子烟);一带一路;3D打印;人工智能;多模态AI;高股息精选,33
