股票代码,所属概念数量,code,market_code,所属概念
000504.SZ,9,000504,33,ST板块;污水处理;细胞免疫治疗;国企改革;CRO概念;动力电池回收;锂电池概念;智慧灯杆;股权转让(并购重组)
600776.SH,13,600776,17,AI智能体;信创;网络安全;数字经济;卫星导航;华为概念;商业航天;5G;2025年报预增;央企国企改革;国企改革;融资融券;沪股通
600838.SH,4,600838,17,物业管理;参股券商;国企改革;融资融券
300251.SZ,15,300251,33,短剧游戏;Sora概念(文生视频);文化传媒概念;网络游戏;IP经济(谷子经济);虚拟数字人;AIGC概念;抖音概念(字节概念);虚拟现实;DeepSeek概念;AI应用;英伟达概念;2025年报预增;深股通;融资融券
600168.SH,10,600168,17,PPP概念;固废处理;地下管网;绿色电力;污水处理;新型城镇化;国企改革;智慧城市;人工智能;融资融券
003000.SZ,7,003000,33,人造肉;网红经济;乡村振兴;海峡两岸;一带一路;回购增持再贷款概念;深股通
603656.SH,10,603656,17,新型工业化;机器人概念;食品安全;高端装备;储能;机器视觉;数字孪生;人工智能;金属回收;股权转让(并购重组)
603195.SH,14,603195,17,超级品牌;同花顺漂亮100;露营经济;家用电器;智能家居;抖音概念(字节概念);腾讯概念;充电桩;回购增持再贷款概念;储能;华为概念;无线充电;沪股通;融资融券
002976.SZ,14,002976,33,长安汽车概念;特斯拉概念;比亚迪概念;新能源汽车;智能座舱;汽车电子;飞行汽车(eVTOL);无人驾驶;富士康概念;车联网(车路协同);5G;储能;锂电池概念;一带一路
001376.SZ,2,001376,33,碳中和;深股通
000789.SZ,4,000789,33,水泥概念;国企改革;2025年报预增;融资融券
300589.SZ,11,300589,33,军民融合;军工;海工装备;专精特新;无人驾驶;粤港澳大湾区;燃料电池;一带一路;绿色电力;深股通;融资融券
600975.SH,7,600975,17,猪肉;乡村振兴;冷链物流;国企改革;华为概念;沪股通;融资融券
002494.SZ,7,002494,33,中俄贸易概念;物业管理;雄安新区;特色小镇;创投;网红经济;抖音概念(字节概念)
920779.BJ,7,920779,151,高股息精选;宁德时代概念;消费电子概念;融资融券;比亚迪概念;固态电池;锂电池概念
601390.SH,21,601390,17,中字头股票;金属铅;金属锌;金属铜;金属钴;小金属概念;同花顺中特估100;证金持股;央企国企改革;国企改革;回购增持再贷款概念;参股券商;一带一路;PPP概念;新型城镇化;水利;沪股通;融资融券;高铁;人工智能;低空经济
300587.SZ,8,300587,33,机器人概念;专精特新;高铁;液冷服务器;锂电池概念;固态电池;融资融券;深股通
600917.SH,7,600917,17,天然气;碳交易;沪股通;国企改革;西部大开发;央企国企改革;融资融券
002743.SZ,5,002743,33,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变
601216.SH,19,601216,17,煤化工概念;煤炭概念;水泥概念;可降解塑料;天然气;绿色电力;参股银行;氢能源;参股券商;西部大开发;互联网金融;航运概念;数字经济;统一大市场;生物疫苗;阿里巴巴概念;智能物流;沪股通;融资融券
600058.SH,9,600058,17,小金属概念;央企国企改革;一带一路;国企改革;乡村振兴;统一大市场;融资融券;股权转让(并购重组);沪股通
600635.SH,12,600635,17,天然气;互联网金融;绿色电力;独角兽概念;创投;沪股通;融资融券;充电桩;污水处理;高压快充;新能源汽车;2025年报预增
920160.BJ,6,920160,151,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革
002333.SZ,5,002333,33,房屋检测;光伏建筑一体化;光伏概念;智慧城市;工业互联网
603733.SH,10,603733,17,超级电容;回购增持再贷款概念;绿色电力;固废处理;参股券商;烟草;碳交易;医疗器械概念;融资融券;沪股通
301218.SZ,31,301218,33,时空大数据;空间计算;数据要素;阿里巴巴概念;智慧政务;数据安全;网络安全;DeepSeek概念;人工智能;卫星导航;智慧城市;人脸识别;智能医疗;华为概念;物联网;数据中心;低空经济;智能电网;安防;水利;无人机;机器视觉;传感器;共同富裕示范区;AI应用;机器人概念;专精特新;一带一路;人形机器人;股权转让(并购重组);融资融券
300590.SZ,18,300590,33,信创;车联网(车路协同);智慧城市;AI智能体;人工智能;物联网;WiFi 6;工业互联网;无人驾驶;5G;卫星导航;智能座舱;智能物流;专精特新;芯片概念;人民币贬值受益;两轮车;深股通
600028.SH,16,600028,17,可燃冰;页岩气;天然气;煤化工概念;同花顺中特估100;中字头股票;高股息精选;沪股通;融资融券;证金持股;氢能源;央企国企改革;国企改革;一带一路;回购增持再贷款概念;充电桩
000419.SZ,7,000419,33,物业管理;旅游概念;参股银行;参股保险;国企改革;互联网金融;股权转让(并购重组)
002867.SZ,5,002867,33,黄金概念;IP经济(谷子经济);创投;深股通;融资融券
920931.BJ,2,920931,151,专精特新;融资融券
600229.SH,13,600229,17,IP经济(谷子经济);文化传媒概念;短剧游戏;在线教育;AIGC概念;数据要素;独角兽概念;人工智能;多模态AI;虚拟现实;国企改革;融资融券;沪股通
600399.SH,9,600399,17,航空发动机;特钢概念;商业航天;大飞机;军工;核电;回购增持再贷款概念;沪股通;融资融券
600697.SH,12,600697,17,冰雪产业;物业管理;冷链物流;体育产业;跨境电商;旅游概念;免税店;中俄贸易概念;国企改革;数字经济;阿里巴巴概念;黄金概念
002115.SZ,25,002115,33,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;虚拟数字人;6G概念;抖音概念(字节概念);卫星导航;信创;阿里巴巴概念;腾讯概念;文化传媒概念;人工智能;智慧城市;华为概念;网红经济;智慧灯杆;5G;创投;海工装备;专精特新;共同富裕示范区;深股通;融资融券
003043.SZ,13,003043,33,光刻机;芯片概念;专精特新;高铁;固态电池;高端装备;储能;智能电网;智能物流;医疗器械概念;数字经济;深股通;股权转让(并购重组)
000958.SZ,12,000958,33,信托概念;绿色电力;京津冀一体化;雄安新区;风电;乡村振兴;国企改革;央企国企改革;期货概念;核电;深股通;融资融券
002513.SZ,7,002513,33,草甘膦;生态农业;染料;人民币贬值受益;光伏概念;绿色电力;TOPCON电池
002869.SZ,23,002869,33,ETC;智慧灯杆;百度概念;长安汽车概念;数据要素;智能座舱;数字经济;车联网(车路协同);无人驾驶;智慧城市;鸿蒙概念;华为概念;数字孪生;粤港澳大湾区;人工智能;物联网;机器人概念;汽车电子;新能源汽车;毫米波雷达;专精特新;深股通;融资融券
600620.SH,8,600620,17,民营医院;物业管理;养老概念;智能物流;光伏概念;储能;HJT电池;融资融券
601766.SH,23,601766,17,中字头股票;证金持股;同花顺中特估100;参股保险;PPP概念;沪股通;融资融券;雄安新区;风电;国企改革;氢能源;央企国企改革;同花顺出海50;特高压;燃料电池;储能;一带一路;高铁;高端装备;新能源汽车;机器人概念;数据中心;芯片概念
600272.SH,4,600272,17,医药电商;民营医院;参股银行;国企改革
600072.SH,16,600072,17,中船系;风电;海工装备;国产航母;PPP概念;氢能源;绿色电力;高端装备;央企国企改革;储能;国企改革;同花顺中特估100;工业互联网;沪股通;中字头股票;融资融券
600903.SH,7,600903,17,页岩气;天然气;氢能源;西部大开发;国企改革;沪股通;融资融券
603007.SH,10,603007,22,新能源汽车;储能;机器人概念;传感器;ST板块;新型城镇化;PPP概念;装配式建筑;汽车芯片;股权转让(并购重组)
603616.SH,9,603616,17,地下管网;雄安新区;土壤修复;PPP概念;一带一路;PEEK材料;水利;京津冀一体化;股权转让(并购重组)
300407.SZ,14,300407,33,智能电网;智慧城市;高铁;职业教育;充电桩;垃圾分类;信创;专精特新;机器人概念;京津冀一体化;雄安新区;无人驾驶;人民币贬值受益;一带一路
300157.SZ,18,300157,33,可燃冰;页岩气;俄乌冲突概念;天然气;氢能源;超超临界发电;融资融券;一带一路;雄安新区;创投;军工;高端装备;储能;无人机;东数西算(算力);人工智能;数据中心;机器人概念
300307.SZ,18,300307,33,机器视觉;人工智能;华为概念;机器人概念;新型工业化;工业互联网;5G;比亚迪概念;C2M概念;6G概念;网络游戏;光伏概念;储能;短剧游戏;锂电池概念;HJT电池;TOPCON电池;深股通
920374.BJ,12,920374,151,冷链物流;智能医疗;养老概念;阿里巴巴概念;物联网;毫米波雷达;融资融券;星闪概念;传感器;机器人概念;专精特新;人民币贬值受益
002291.SZ,20,002291,33,小红书概念;快手概念;短剧游戏;Web3.0;网红经济;虚拟数字人;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;数字经济;人工智能;跨境电商;广东自贸区;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券
920392.BJ,3,920392,151,融资融券;一带一路;股权转让(并购重组)
300365.SZ,42,300365,33,电力物联网;虚拟电厂;智能电网;换电概念;智慧城市;物联网;水利;数据中心;职业教育;碳交易;华为数字能源;智慧政务;时空大数据;东数西算(算力);信创;空间计算;数据要素;工业互联网;数字经济;华为概念;人工智能;柔性直流输电;DeepSeek概念;在线教育;光伏建筑一体化;鸿蒙概念;低空经济;储能;京津冀一体化;特高压;AI智能体;机器视觉;碳中和;无人机;MLOps概念;风电;养老概念;AIGC概念;燃料电池;一带一路;氢能源;AI应用
603139.SH,14,603139,17,农业种植;流感;毛发医疗;三胎概念;NMN概念;幽门螺杆菌概念;医药电商;肝炎概念;合成生物;乡村振兴;医疗器械概念;牙科医疗;西部大开发;股权转让(并购重组)
301280.SZ,13,301280,33,小米概念;家用电器;人形机器人;汽车电子;机器人概念;智能家居;比亚迪概念;新能源汽车;消费电子概念;储能;光伏概念;深股通;融资融券
002289.SZ,6,002289,33,柔性屏(折叠屏);ST板块;消费电子概念;数据中心;算力租赁;股权转让(并购重组)
600215.SH,11,600215,17,数字经济;人工智能;物业管理;新型工业化;装配式建筑;智能物流;机器人概念;新能源汽车;人民币贬值受益;回购增持再贷款概念;特斯拉概念
000601.SZ,14,000601,33,生物质能发电;抽水蓄能;绿色电力;充电桩;东数西算(算力);数据中心;储能;回购增持再贷款概念;新能源汽车;长安汽车概念;比亚迪概念;减速器;深股通;融资融券
601328.SH,6,601328,17,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
601077.SH,5,601077,17,高股息精选;西部大开发;小米概念;融资融券;沪股通
600478.SH,19,600478,17,动力电池回收;固态电池;锂电池概念;小金属概念;储能;燃料电池;氢能源;新能源汽车;2025年报预增;军工;航空发动机;两轮车;数据中心;共享单车;商业航天;军民融合;区块链;融资融券;沪股通
000065.SZ,16,000065,33,煤炭概念;超超临界发电;绿色电力;风电;同花顺中特估100;央企国企改革;新型城镇化;国企改革;水利;一带一路;智能物流;无人机;人民币贬值受益;新能源汽车;深股通;融资融券
002673.SZ,5,002673,33,期货概念;国企改革;西部大开发;深股通;融资融券
300334.SZ,6,300334,33,污水处理;净水概念;垃圾分类;PPP概念;雄安新区;京津冀一体化
603038.SH,7,603038,17,智能家居;粤港澳大湾区;华为概念;净水概念;人工智能;2025年报预增;鸿蒙概念
600744.SH,12,600744,17,虚拟电厂;超超临界发电;碳交易;绿色电力;风电;碳中和;核电;煤炭概念;央企国企改革;国企改革;融资融券;沪股通
002352.SZ,15,002352,33,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;智能物流;深股通;区块链;数据要素;人工智能;机器人概念;低空经济;无人驾驶;无人机;融资融券
600305.SH,4,600305,17,超级品牌;国企改革;沪股通;融资融券
603823.SH,4,603823,17,PEEK材料;光刻胶;钠离子电池;沪股通
600579.SH,19,600579,17,核污染防治;碳纤维;低空经济;新型工业化;高端装备;跨境电商;机器人概念;飞行汽车(eVTOL);氢能源;人民币贬值受益;新能源汽车;光热发电;国企改革;央企国企改革;储能;煤化工概念;化肥;中字头股票;股权转让(并购重组)
920339.BJ,3,920339,151,一带一路;融资融券;人民币贬值受益
002966.SZ,4,002966,33,国企改革;移动支付;融资融券;深股通
600926.SH,2,600926,17,沪股通;融资融券
601838.SH,4,601838,17,沪股通;国企改革;西部大开发;融资融券
000009.SZ,35,000009,33,石墨电极;动力电池回收;钠离子电池;固态电池;锂电池概念;硅能源;金属回收;宁德时代概念;金属镍;金属钴;石墨烯;小金属概念;燃料电池;农机;氢能源;储能;物业管理;比亚迪概念;无线充电;一带一路;黄金概念;新能源汽车;3D打印;土地流转;粤港澳大湾区;机器人概念;创投;减速器;人形机器人;军工;高压快充;充电桩;液冷服务器;深股通;融资融券
002543.SZ,17,002543,33,空气能热泵;净水概念;氢能源;创投;家用电器;一带一路;智能家居;独角兽概念;粤港澳大湾区;DeepSeek概念;人工智能;短剧游戏;AIGC概念;华为概念;百度概念;深股通;融资融券
003042.SZ,4,003042,33,草甘膦;供销社;中俄贸易概念;乡村振兴
002868.SZ,6,002868,33,ST板块;光伏概念;合成生物;POE胶膜;宠物经济;股权转让(并购重组)
603130.SH,2,603130,17,共同富裕示范区;沪股通
002003.SZ,3,002003,33,同花顺出海50;融资融券;深股通
920675.BJ,6,920675,151,页岩气;融资融券;固废处理;西部大开发;天然气;专精特新
000828.SZ,11,000828,33,高股息精选;参股券商;期货概念;PPP概念;国企改革;粤港澳大湾区;动力电池回收;充电桩;新能源汽车;深股通;融资融券
920943.BJ,11,920943,151,航空发动机;海工装备;人民币贬值受益;低空经济;中俄贸易概念;商业航天;核电;无人机;风电;西部大开发;融资融券
300483.SZ,3,300483,33,俄乌冲突概念;天然气;股权转让(并购重组)
300446.SZ,24,300446,33,军民融合;军工;海工装备;高端装备;无人驾驶;机器视觉;芯片概念;高铁;华为概念;智能座舱;小米概念;小米汽车;专精特新;华为汽车;比亚迪概念;新能源汽车;央企国企改革;长安汽车概念;PCB概念;光刻胶;国企改革;民爆概念;页岩气;深股通
603312.SH,11,603312,17,锂电池概念;宁德时代概念;光伏概念;储能;风电;特斯拉概念;新能源汽车;比亚迪概念;高铁;沪股通;融资融券
002215.SZ,12,002215,33,草甘膦;农村电商;生态农业;乡村振兴;农业种植;土壤修复;数字乡村;互联网金融;粤港澳大湾区;数字经济;深股通;融资融券
688303.SH,8,688303,17,硅能源;光伏概念;新疆振兴;有机硅概念;西部大开发;芯片概念;沪股通;融资融券
688708.SH,7,688708,17,军民融合;军工;商业航天;专精特新;西部大开发;沪股通;融资融券
002403.SZ,17,002403,33,减速器;跨境电商;C2M概念;家用电器;智能物流;共同富裕示范区;人形机器人;新型工业化;机器人概念;特斯拉概念;独角兽概念;参股保险;工业互联网;机器视觉;互联网保险;土地流转;深股通
000685.SZ,22,000685,33,航运概念;参股券商;固废处理;国企改革;污水处理;垃圾分类;绿色电力;证金持股;天然气;医疗废物处理;充电桩;创投;储能;虚拟电厂;粤港澳大湾区;低空经济;2025年报预增;数字经济;智慧城市;人工智能;深股通;融资融券
001316.SZ,8,001316,33,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂
002716.SZ,11,002716,33,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;回购增持再贷款概念;国企改革;深股通;融资融券
002544.SZ,30,002544,33,卫星导航;商业航天;军民融合;军工;6G概念;低空经济;网络安全;数字乡村;智慧城市;数字孪生;东数西算(算力);数据要素;物联网;华为概念;5G;机器人概念;数据中心;水利;横琴新区;农机;粤港澳大湾区;储能;一带一路;雄安新区;PCB概念;乡村振兴;国企改革;2025年报预增;深股通;融资融券
300581.SZ,9,300581,33,军民融合;航空发动机;军工;卫星导航;无人机;专精特新;西部大开发;融资融券;深股通
002848.SZ,14,002848,33,东数西算(算力);PCB概念;人工智能;华为概念;数字经济;5G;智慧城市;MiniLED;国企改革;智能家居;医疗器械概念;军工;卫星导航;ST板块
301287.SZ,15,301287,33,足球概念;人民币贬值受益;体育产业;跨境电商;消费电子概念;养老概念;物联网;冰雪产业;一带一路;人工智能;参股银行;DeepSeek概念;AI智能体;AIGC概念;融资融券
300716.SZ,13,300716,33,华为汽车;长安汽车概念;新能源汽车;军民融合;智能音箱;ST板块;储能;光伏概念;碳中和;HJT电池;TOPCON电池;钙钛矿电池;可降解塑料
300769.SZ,10,300769,33,固态电池;磷化工;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通
600967.SH,25,600967,17,军民融合;军工;无人机;高端装备;高铁;核电;中俄贸易概念;央企国企改革;农机;数字孪生;人工智能;机器人概念;无人驾驶;风电;西部大开发;物联网;工业互联网;减速器;新能源汽车;国企改革;储能;人形机器人;氢能源;沪股通;融资融券
601677.SH,14,601677,17,金属回收;特高压;锂电池概念;固态电池;中韩自贸区;储能;新能源汽车;比亚迪概念;消费电子概念;军工;机器人概念;5G;融资融券;沪股通
600941.SH,28,600941,17,同花顺中特估100;高股息精选;超级品牌;国企改革;国资云;移动支付;AI应用;数据要素;数字经济;云计算;DeepSeek概念;虚拟数字人;ChatGPT概念;AI智能体;卫星导航;多模态AI;低空经济;人工智能;元宇宙;量子科技;东数西算(算力);6G概念;中国AI 50;5G;数字乡村;中字头股票;融资融券;沪股通
002832.SZ,4,002832,33,网红经济;体育产业;融资融券;深股通
688663.SH,13,688663,17,华为数字能源;光伏概念;储能;核电;可控核聚变;数据中心;风电;光热发电;稀土永磁;阿里巴巴概念;国企改革;融资融券;股权转让(并购重组)
601633.SH,19,601633,17,同花顺漂亮100;证金持股;两轮车;沪股通;融资融券;固态电池;雄安新区;氢能源;燃料电池;宁德时代概念;同花顺出海50;车联网(车路协同);新能源汽车;机器人概念;DeepSeek概念;无人驾驶;智能座舱;MCU芯片;华为概念
300702.SZ,6,300702,33,CRO概念;合成生物;医药电商;2025年报预增;人民币贬值受益;深股通
300689.SZ,9,300689,33,第三代半导体;芯片概念;消费电子概念;专精特新;液冷服务器;车联网(车路协同);人民币贬值受益;粤港澳大湾区;深股通
300712.SZ,24,300712,33,柔性直流输电;智能电网;虚拟电厂;抽水蓄能;特高压;电力物联网;充电桩;风电;绿色电力;储能;光伏概念;核电;数据中心;福建自贸区;工业互联网;海峡两岸;一带一路;宁德时代概念;创投;网络安全;DeepSeek概念;区块链;融资融券;深股通
688107.SH,17,688107,17,汽车芯片;国家大基金持股;智能座舱;5G;汽车电子;芯片概念;数据中心;量子科技;人形机器人;商业航天;无人机;F5G概念;无人驾驶;机器人概念;专精特新;沪股通;融资融券
002128.SZ,11,002128,33,煤炭概念;央企国企改革;绿色电力;风电;国企改革;西部大开发;深股通;融资融券;储能;数据要素;股权转让(并购重组)
301310.SZ,18,301310,33,人形机器人;飞行汽车(eVTOL);充电桩;机器人概念;新能源汽车;高压快充;比亚迪概念;储能;核电;专精特新;军工;可控核聚变;光伏概念;宁德时代概念;创投;铜缆高速连接;深股通;融资融券
688543.SH,8,688543,17,军民融合;商业航天;军工;无人机;人工智能;国企改革;沪股通;融资融券
603109.SH,14,603109,17,农机;机器人概念;新能源汽车;专精特新;数据中心;人民币贬值受益;无人机;储能;中俄贸易概念;水利;一带一路;乡村振兴;西部大开发;沪股通
600622.SH,5,600622,17,物业管理;统一大市场;化债概念(AMC概念);国企改革;融资融券
600073.SH,6,600073,17,猪肉;预制菜;上海国企改革;国企改革;沪股通;融资融券
603682.SH,6,603682,17,租售同权;新型城镇化;物业管理;高股息精选;IP经济(谷子经济);小红书概念
600748.SH,8,600748,17,养老概念;物业管理;上海国企改革;土地流转;长三角一体化;国企改革;沪股通;融资融券
600721.SH,11,600721,17,青蒿素;流感;细胞免疫治疗;肝炎概念;CRO概念;创新药;合成生物;减肥药;物业管理;西部大开发;新疆振兴
600008.SH,21,600008,17,绿色电力;医疗废物处理;煤化工概念;PPP概念;国企改革;固废处理;地下管网;乡村振兴;污水处理;土壤修复;雄安新区;新型城镇化;净水概念;垃圾分类;京津冀一体化;智慧城市;DeepSeek概念;人工智能;沪股通;融资融券;机器人概念
603323.SH,3,603323,17,融资融券;长三角一体化;沪股通
000036.SZ,6,000036,33,盐湖提锂;锂电池概念;物业管理;碳中和;深股通;融资融券
600082.SH,4,600082,17,天津自贸区;创投;京津冀一体化;国企改革
600340.SH,12,600340,17,特色小镇;京津冀一体化;雄安新区;低空经济;PPP概念;新型城镇化;智慧城市;人工智能;DeepSeek概念;沪股通;融资融券;股权转让(并购重组)
000088.SZ,11,000088,33,统一大市场;航运概念;深圳国企改革;冷链物流;国企改革;中俄贸易概念;雄安新区;粤港澳大湾区;深股通;融资融券;华为概念
600057.SH,16,600057,17,土地流转;玉米;统一大市场;农业种植;冷链物流;国企改革;乡村振兴;一带一路;福建自贸区;海峡两岸;智能物流;商业航天;DeepSeek概念;数据要素;沪股通;融资融券
605268.SH,8,605268,17,人脸识别;智慧城市;物联网;安防;新型城镇化;数据要素;华为概念;智能家居
000599.SZ,18,000599,33,大飞机;军民融合;中韩自贸区;军工;长安汽车概念;一带一路;新能源汽车;国企改革;机器人概念;新型工业化;物联网;比亚迪概念;工业互联网;石墨烯;华为概念;人民币贬值受益;超级品牌;股权转让(并购重组)
000717.SZ,12,000717,33,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票
002133.SZ,8,002133,33,物业管理;农业种植;乡村振兴;养老概念;粮食概念;互联网金融;玉米;机器人概念
601228.SH,11,601228,17,航运概念;冷链物流;国企改革;自由贸易港;广东自贸区;养老概念;粤港澳大湾区;数据要素;网络安全;沪股通;融资融券
600461.SH,9,600461,17,固废处理;PPP概念;垃圾分类;污水处理;天然气;国企改革;创投;融资融券;沪股通
600606.SH,17,600606,17,特色小镇;物业管理;旅游概念;养老概念;参股银行;PPP概念;新型城镇化;互联网金融;蚂蚁集团概念;碳交易;独角兽概念;一带一路;智慧城市;煤炭概念;元宇宙;沪股通;融资融券
000514.SZ,3,000514,33,物业管理;国企改革;西部大开发
600172.SH,8,600172,17,培育钻石;第三代半导体;回购增持再贷款概念;国企改革;物业管理;旅游概念;沪股通;融资融券
002753.SZ,3,002753,33,煤化工概念;石墨电极;锂电池概念
000652.SZ,21,000652,33,信托概念;新型城镇化;生物质能发电;PPP概念;雄安新区;固废处理;流感;回购增持再贷款概念;化债概念(AMC概念);参股券商;国企改革;碳交易;创投;京津冀一体化;绿色电力;碳中和;证金持股;独角兽概念;动力电池回收;深股通;融资融券
002031.SZ,11,002031,33,减速器;机器人概念;工业母机;机器视觉;智能物流;高端装备;航空发动机;人民币贬值受益;冷链物流;深股通;融资融券
002124.SZ,7,002124,33,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通;摘帽
600318.SH,7,600318,17,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组)
000421.SZ,12,000421,33,天然气;物业管理;网约车;国企改革;旅游概念;创投;互联网金融;虚拟电厂;换电概念;充电桩;动力电池回收;文化传媒概念
600805.SH,24,600805,17,统一大市场;国企改革;乡村振兴;垃圾分类;农机;碳交易;新能源汽车;绿色电力;氢能源;光伏建筑一体化;机器人概念;碳中和;超超临界发电;无人驾驶;高端装备;锂电池概念;储能;工业母机;风电;光伏概念;时空大数据;钠离子电池;虚拟电厂;融资融券
603030.SH,10,603030,17,建筑节能;新型城镇化;养老概念;装配式建筑;跨境电商;长三角一体化;一带一路;智能家居;人工智能;物联网
600280.SH,1,600280,17,物业管理
002232.SZ,40,002232,33,信创;车联网(车路协同);网络安全;数据安全;国产操作系统;智慧城市;算力租赁;华为鲲鹏;数据要素;国资云;数字经济;DeepSeek概念;EDR概念;MLOps概念;百度概念;AI智能体;元宇宙;阿里巴巴概念;人工智能;华为概念;ERP概念;虚拟现实;卫星导航;京津冀一体化;无人驾驶;低空经济;数据中心;工业互联网;飞行汽车(eVTOL);汽车电子;华为汽车;国企改革;充电桩;央企国企改革;一带一路;新能源汽车;乡村振兴;股权转让(并购重组);融资融券;深股通
603729.SH,8,603729,17,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区
600051.SH,7,600051,17,物业管理;共同富裕示范区;跨境电商;旅游概念;绿色电力;航运概念;煤炭概念
600177.SH,10,600177,17,高股息精选;证金持股;参股保险;冰雪产业;参股银行;沪股通;融资融券;三胎概念;养老概念;互联网金融
300305.SZ,8,300305,33,专精特新;新能源汽车;锂电池概念;光伏概念;PET铜箔;OLED;虚拟电厂;BC电池
600189.SH,9,600189,17,三胎概念;土地流转;乡村振兴;碳交易;碳中和;2025年报预增;国企改革;白酒概念;沪股通
601949.SH,12,601949,17,知识产权保护;NFT概念;文化传媒概念;虚拟数字人;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券
601199.SH,9,601199,17,PPP概念;绿色电力;污水处理;参股银行;国企改革;水利;智慧城市;沪股通;融资融券
002157.SZ,6,002157,33,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券
601998.SH,7,601998,17,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;国企改革;中字头股票
002187.SZ,11,002187,33,免税店;预制菜;广东自贸区;物业管理;农村电商;IP经济(谷子经济);网红经济;创投;国企改革;粤港澳大湾区;深股通
605555.SH,8,605555,17,人形机器人;家用电器;新能源汽车;机器人概念;无人驾驶;共同富裕示范区;人民币贬值受益;沪股通
000042.SZ,4,000042,33,物业管理;粤港澳大湾区;深股通;融资融券
600864.SH,11,600864,17,参股券商;期货概念;碳交易;黑龙江自贸区;参股银行;互联网金融;国企改革;碳中和;创投;沪股通;融资融券
003016.SZ,10,003016,33,福建自贸区;海峡两岸;跨境电商;智能物流;IP经济(谷子经济);数字经济;网红经济;流感;数据要素;腾讯概念
300139.SZ,10,300139,33,黄金概念;民爆概念;2025年报预增;一带一路;绿色电力;人民币贬值受益;芯片概念;智能电网;深股通;融资融券
603950.SH,7,603950,17,低空经济;飞行汽车(eVTOL);汽车电子;2025年报预增;新能源汽车;比亚迪概念;沪股通
002247.SZ,2,002247,33,共同富裕示范区;长三角一体化
002726.SZ,4,002726,33,猪肉;预制菜;融资融券;深股通
000017.SZ,6,000017,33,黄金概念;锂电池概念;2025年报预增;粤港澳大湾区;智能穿戴;两轮车
000548.SZ,3,000548,33,物业管理;乡村振兴;国企改革
000868.SZ,6,000868,33,国企改革;燃料电池;新能源汽车;无人驾驶;融资融券;深股通
000008.SZ,14,000008,33,央企国企改革;国企改革;PPP概念;一带一路;智能物流;智慧城市;高铁;职业教育;机器人概念;锂电池概念;华为概念;腾讯概念;深股通;融资融券
600511.SH,8,600511,17,医药电商;流感;芬太尼;冷链物流;国企改革;央企国企改革;沪股通;融资融券
002694.SZ,6,002694,33,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵
920717.BJ,2,920717,151,天然气;融资融券
603117.SH,3,603117,17,统一大市场;自由贸易港;航运概念
603182.SH,4,603182,17,人造肉;乡村振兴;粮食概念;大豆
300854.SZ,7,300854,33,粤港澳大湾区;生物质能发电;土壤修复;固废处理;绿色电力;碳中和;融资融券
600255.SH,7,600255,17,金属铜;回购增持再贷款概念;消费电子概念;国企改革;铜缆高速连接;沪股通;融资融券
600653.SH,6,600653,17,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券
002313.SZ,28,002313,33,智慧灯杆;物联网;智慧城市;车联网(车路协同);智能家居;华为概念;人工智能;无人驾驶;工业互联网;粤港澳大湾区;智能座舱;机器人概念;小米概念;DeepSeek概念;东数西算(算力);阿里巴巴概念;5G;数据中心;无人机;汽车电子;比亚迪概念;卫星导航;充电桩;储能;液冷服务器;国企改革;新疆振兴;股权转让(并购重组)
600162.SH,6,600162,17,养老概念;民营医院;京津冀一体化;粤港澳大湾区;沪股通;融资融券
601101.SH,5,601101,17,煤炭概念;煤化工概念;国企改革;融资融券;沪股通
600180.SH,12,600180,17,统一大市场;粮食概念;大豆;航运概念;一带一路;煤化工概念;互联网金融;煤炭概念;数据要素;工业互联网;沪股通;融资融券
002807.SZ,2,002807,33,深股通;融资融券
920885.BJ,13,920885,151,2025年报预增;卫星导航;国产航母;商业航天;储能;西部大开发;新能源汽车;融资融券;军民融合;无人驾驶;专精特新;风电;军工
