股票代码,所属概念数量,code,market_code,所属概念
688126.SH,8,688126,17,中芯国际概念;国家大基金持股;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券
001369.SZ,9,001369,33,注册制次新股;锂电池概念;碳中和;西部大开发;光伏概念;专精特新;深股通;新股与次新股;融资融券
300979.SZ,6,300979,33,三胎概念;体育产业;同花顺出海50;人民币贬值受益;融资融券;深股通
301491.SZ,11,301491,33,注册制次新股;人民币贬值受益;智能家居;智能穿戴;物联网;智能音箱;人工智能;消费电子概念;深股通;新股与次新股;融资融券
301088.SZ,1,301088,33,融资融券
002688.SZ,11,002688,33,动物疫苗;禽流感;合成生物;代糖概念;宠物经济;粮食概念;玉米;西部大开发;污水处理;人工智能;深股通
603861.SH,14,603861,17,柔性直流输电;特高压;智能电网;华为数字能源;核电;储能;光伏概念;数据中心;新能源汽车;宁德时代概念;一带一路;华为概念;东数西算(算力);沪股通
603931.SH,4,603931,17,光刻胶;OLED;芯片概念;沪股通
002988.SZ,11,002988,33,华为汽车;建筑节能;汽车热管理;比亚迪概念;智能物流;新能源汽车;商业航天;回购增持再贷款概念;光伏概念;储能;深股通
603119.SH,14,603119,17,减速器;人形机器人;汽车热管理;特斯拉概念;新能源汽车;机器人概念;无人驾驶;专精特新;宁德时代概念;人民币贬值受益;共同富裕示范区;长三角一体化;沪股通;融资融券
301503.SZ,12,301503,33,粤港澳大湾区;人民币贬值受益;智能物流;机器人概念;中俄贸易概念;消费电子概念;数据中心;人工智能;芯片概念;一带一路;电子竞技;融资融券
300235.SZ,13,300235,33,虚拟数字人;在线教育;ChatGPT概念;短剧游戏;区块链;职业教育;AI智能体;华为鲲鹏;阿里巴巴概念;DeepSeek概念;人工智能;华为概念;AI应用
301591.SZ,13,301591,33,PEEK材料;比亚迪概念;新能源汽车;专精特新;军工;海工装备;商业航天;核电;卫星导航;风电;医疗器械概念;氢能源;融资融券
002049.SZ,25,002049,33,存储芯片;汽车芯片;MCU芯片;第三代半导体;芯片概念;消费电子概念;汽车电子;共封装光学(CPO);智能穿戴;5G;军工;车联网(车路协同);卫星导航;物联网;商业航天;大飞机;ETC;移动支付;人工智能;数字货币;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100
600489.SH,8,600489,17,黄金概念;金属铜;小金属概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票
688545.SH,10,688545,17,光刻胶;存储芯片;国家大基金持股;中芯国际概念;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券
603365.SH,1,603365,17,网红经济
000525.SZ,9,000525,33,草甘膦;农村电商;NMN概念;乡村振兴;合成生物;国企改革;深股通;摘帽;股权转让(并购重组)
300827.SZ,12,300827,33,绿色电力;智能电网;光伏概念;储能;宁德时代概念;氢能源;可控核聚变;一带一路;数据中心;专精特新;融资融券;深股通
920699.BJ,5,920699,151,家用电器;华为概念;融资融券;东数西算(算力);比亚迪概念
301295.SZ,8,301295,33,专精特新;小米概念;智能家居;新能源汽车;汽车电子;光伏概念;智能电网;融资融券
300118.SZ,14,300118,33,钙钛矿电池;HJT电池;TOPCON电池;硅能源;商业航天;光伏建筑一体化;光伏概念;储能;华为概念;绿色电力;共同富裕示范区;乡村振兴;深股通;融资融券
300192.SZ,11,300192,33,AI应用;ChatGPT概念;在线教育;Sora概念(文生视频);职业教育;人工智能;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通
688253.SH,11,688253,17,智能医疗;猴痘概念;辅助生殖;阿尔茨海默概念;幽门螺杆菌概念;重组蛋白;流感;肝炎概念;医药电商;沪股通;融资融券
688559.SH,24,688559,17,钙钛矿电池;BC电池;3D打印;第三代半导体;富士康概念;飞行汽车(eVTOL);TOPCON电池;MicroLED概念;苹果概念;比亚迪概念;电子纸;PCB概念;特斯拉概念;光伏概念;固态电池;宁德时代概念;新型工业化;新能源汽车;锂电池概念;华为概念;医疗器械概念;医美概念;沪股通;融资融券
600976.SH,6,600976,17,创新药;流感;融资融券;三胎概念;医药电商;沪股通
001266.SZ,23,001266,33,新型工业化;卫星导航;物联网;传感器;商业航天;车联网(车路协同);工业互联网;机器人概念;汽车电子;换电概念;智能座舱;无人驾驶;数据中心;农机;AI智能体;新能源汽车;专精特新;人工智能;充电桩;PCB概念;储能;风电;回购增持再贷款概念
920086.BJ,7,920086,151,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券
600531.SH,12,600531,17,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;固废处理;锂电池概念;核电;国企改革;沪股通;融资融券
301107.SZ,12,301107,33,农机;传感器;汽车电子;专精特新;新能源汽车;机器人概念;减速器;无人机;乡村振兴;氢能源;西部大开发;融资融券
603976.SH,2,603976,17,医疗器械概念;西部大开发
603596.SH,14,603596,17,华为汽车;特斯拉概念;人形机器人;比亚迪概念;长安汽车概念;无人驾驶;飞行汽车(eVTOL);新能源汽车;机器人概念;专精特新;低空经济;创投;融资融券;沪股通
601026.SH,13,601026,17,碳纤维;丙烯酸;注册制次新股;风电;海工装备;专精特新;光伏概念;新能源汽车;储能;芯片概念;锂电池概念;新股与次新股;融资融券
002255.SZ,13,002255,33,可控核聚变;核电;高端装备;芯片概念;第三代半导体;充电桩;光伏概念;氢能源;污水处理;固废处理;绿色电力;融资融券;深股通
600739.SH,11,600739,17,参股保险;参股券商;页岩气;生物疫苗;雄安新区;创投;创新药;职业教育;2025年报预增;沪股通;融资融券
301261.SZ,10,301261,33,减速器;人形机器人;工业母机;机器人概念;专精特新;高端装备;创投;京津冀一体化;深股通;融资融券
603015.SH,20,603015,17,可控核聚变;同花顺新质50;核电;芯片概念;工业母机;新型工业化;物联网;MCU芯片;机器人概念;工业互联网;光伏概念;人工智能;海峡两岸;智能电网;充电桩;储能;风电;虚拟电厂;沪股通;融资融券
920139.BJ,9,920139,151,先进封装;融资融券;芯片概念;MCU芯片;中芯国际概念;存储芯片;专精特新;汽车芯片;上海自贸区
002698.SZ,16,002698,33,人形机器人;新型工业化;机器人概念;智能物流;工业互联网;智能医疗;医疗器械概念;专精特新;高端装备;创投;中俄贸易概念;3D打印;黑龙江自贸区;污水处理;深股通;融资融券
688697.SH,11,688697,17,工业母机;新能源汽车;人形机器人;新型工业化;高端装备;机器人概念;低空经济;长三角一体化;大飞机;融资融券;沪股通
603722.SH,4,603722,17,丙烯酸;燃料电池;人民币贬值受益;专精特新
920510.BJ,7,920510,151,芯片概念;机器人概念;融资融券;新能源汽车;减速器;专精特新;人形机器人
688501.SH,6,688501,17,储能;2025年报预增;氢能源;碳中和;超超临界发电;融资融券
002026.SZ,20,002026,33,新型工业化;工业母机;家用电器;新能源汽车;小米概念;机器人概念;智能物流;换电概念;高端装备;充电桩;储能;创投;锂电池概念;一带一路;军工;固态电池;大飞机;深股通;股权转让(并购重组);融资融券
300889.SZ,14,300889,33,智慧灯杆;露营经济;充电桩;液冷服务器;智慧城市;储能;跨境电商;新能源汽车;机器人概念;传感器;比亚迪概念;锂电池概念;股权转让(并购重组);融资融券
002366.SZ,15,002366,33,可控核聚变;商业航天;核电;海工装备;军工;超超临界发电;风电;高端装备;机器人概念;一带一路;国企改革;西部大开发;航运概念;深股通;融资融券
600893.SH,13,600893,17,国产航母;航空发动机;大飞机;军工;无人机;高端装备;低空经济;央企国企改革;西部大开发;国企改革;沪股通;融资融券;同花顺漂亮100
603004.SH,6,603004,17,专精特新;人民币贬值受益;染料;商业航天;沪股通;融资融券
300088.SZ,29,300088,33,MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);AI手机;智能穿戴;虚拟现实;华为概念;OLED;智能座舱;东数西算(算力);小米概念;消费电子概念;元宇宙;汽车电子;比亚迪概念;苹果概念;特斯拉概念;算力租赁;华为汽车;新能源汽车;储能;石墨烯;锂电池概念;一带一路;固态电池;国企改革;深股通;融资融券
301589.SZ,12,301589,33,MicroLED概念;MiniLED;芯片概念;虚拟现实;人工智能;智慧城市;创投;足球概念;体育产业;西部大开发;融资融券;深股通
300514.SZ,11,300514,33,电力物联网;智能电网;充电桩;智慧灯杆;虚拟电厂;物联网;智能家居;传感器;粤港澳大湾区;5G;芯片概念
002658.SZ,19,002658,33,核电;PM2.5;专精特新;航空发动机;商业航天;芯片概念;固废处理;氢能源;雄安新区;物联网;碳中和;碳交易;中芯国际概念;京津冀一体化;数字经济;DeepSeek概念;数据要素;AI智能体;深股通
300670.SZ,9,300670,33,智能电网;电力物联网;风电;储能;工业互联网;海工装备;光伏建筑一体化;绿色电力;碳纤维
301386.SZ,7,301386,33,智能电网;物联网;高铁;专精特新;光伏概念;无人驾驶;融资融券
600725.SH,7,600725,17,超超临界发电;西部大开发;国企改革;化肥;股权转让(并购重组);煤炭概念;煤化工概念
601007.SH,6,601007,17,预制菜;物业管理;网红经济;参股保险;国企改革;2025年报预增
002379.SZ,4,002379,33,金属回收;股权转让(并购重组);深股通;融资融券
300215.SZ,5,300215,33,柔性直流输电;特高压;智能电网;核电;储能
603331.SH,7,603331,17,家用电器;人形机器人;新能源汽车;共同富裕示范区;机器人概念;TOPCON电池;光伏概念
300253.SZ,25,300253,33,DRG/DIP;AIGC概念;ChatGPT概念;虚拟数字人;AI智能体;家庭医生;互联网保险;华为鲲鹏;AI应用;数据要素;阿里巴巴概念;腾讯概念;蚂蚁集团概念;鸿蒙概念;信创;区块链;智能医疗;DeepSeek概念;人工智能;中国AI 50;智慧城市;养老概念;华为概念;融资融券;深股通
300210.SZ,8,300210,33,东数西算(算力);机器人概念;3D打印;新能源汽车;雄安新区;PPP概念;股权转让(并购重组);深股通
002404.SZ,11,002404,33,三胎概念;跨境电商;共同富裕示范区;IP经济(谷子经济);长三角一体化;人民币贬值受益;互联网金融;石墨烯;绿色电力;高股息精选;光伏概念
603100.SH,14,603100,17,商业航天;高端装备;工业互联网;核电;新型工业化;可控核聚变;物联网;光热发电;央企国企改革;西部大开发;国企改革;碳中和;沪股通;融资融券
300576.SZ,9,300576,33,光刻胶;OLED;第三代半导体;芯片概念;PCB概念;专精特新;粤港澳大湾区;深股通;融资融券
603227.SH,11,603227,17,化肥;天然气;民爆概念;新疆振兴;国企改革;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券
000400.SZ,26,000400,33,柔性直流输电;特高压;智能电网;抽水蓄能;虚拟电厂;电力物联网;高压快充;充电桩;可控核聚变;光伏概念;换电概念;储能;氢能源;高端装备;数据中心;央企国企改革;一带一路;新能源汽车;新疆振兴;无线充电;人形机器人;国企改革;DeepSeek概念;深股通;融资融券;鸿蒙概念
002428.SZ,13,002428,33,小金属概念;光纤概念;商业航天;第三代半导体;光伏概念;卫星导航;军工;芯片概念;氟化工概念;华为概念;西部大开发;深股通;融资融券
300976.SZ,22,300976,33,脑机接口;汽车电子;智能穿戴;消费电子概念;芯片概念;苹果概念;小米概念;柔性屏(折叠屏);比亚迪概念;虚拟现实;华为概念;新能源汽车;粤港澳大湾区;特斯拉概念;宁德时代概念;储能;光伏概念;碳纤维;抖音概念(字节概念);创投;深股通;融资融券
301536.SZ,34,301536,33,汽车芯片;芯片概念;AI眼镜;汽车电子;毫米波雷达;消费电子概念;智能穿戴;传感器;小米概念;机器视觉;星闪概念;专精特新;无人机;无人驾驶;卫星导航;新能源汽车;机器人概念;东数西算(算力);虚拟现实;安防;车联网(车路协同);低空经济;人脸识别;海峡两岸;智能家居;网络安全;腾讯概念;移动支付;人工智能;数据安全;多模态AI;福建自贸区;融资融券;深股通
603730.SH,8,603730,17,特斯拉概念;比亚迪概念;新能源汽车;长安汽车概念;人民币贬值受益;上海自贸区;沪股通;融资融券
301370.SZ,8,301370,33,医疗器械概念;智能物流;国企改革;DRG/DIP;数据要素;财税数字化;深股通;融资融券
300052.SZ,23,300052,33,虚拟现实;数字孪生;华为概念;粤港澳大湾区;网络安全;云游戏;电子竞技;腾讯概念;东数西算(算力);阿里巴巴概念;数据中心;算力租赁;数字经济;云计算;区块链;元宇宙;手机游戏;网络游戏;ST板块;互联网金融;虚拟数字人;NFT概念;旅游概念
603262.SH,6,603262,17,注册制次新股;三胎概念;人民币贬值受益;AI智能体;新股与次新股;融资融券
600775.SH,18,600775,17,脑机接口;商业航天;卫星导航;军工;智慧城市;无人机;人工智能;东数西算(算力);工业互联网;新型工业化;机器人概念;消费电子概念;汽车电子;储能;央企国企改革;国企改革;沪股通;融资融券
300511.SZ,7,300511,33,人造肉;NMN概念;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组)
688657.SH,4,688657,17,鸿蒙概念;华为概念;新型工业化;融资融券
688157.SH,25,688157,17,PCB概念;苹果概念;华为手机;柔性屏(折叠屏);光刻胶;消费电子概念;MR(混合现实);小米汽车;专精特新;固态电池;比亚迪概念;AI眼镜;低空经济;飞行汽车(eVTOL);小米概念;智能穿戴;无人驾驶;新能源汽车;特斯拉概念;AI手机;华为汽车;机器人概念;华为概念;沪股通;融资融券
301059.SZ,3,301059,33,专精特新;有机硅概念;融资融券
002748.SZ,5,002748,33,锂电池概念;消毒剂;染料;2025年报预增;摘帽
600339.SH,18,600339,17,天然气;煤化工概念;同花顺中特估100;新疆振兴;期货概念;西部大开发;氢能源;国企改革;碳中和;地下管网;一带一路;海工装备;中俄贸易概念;可控核聚变;储能;沪股通;中字头股票;融资融券
002746.SZ,5,002746,33,养鸡;预制菜;乡村振兴;深股通;融资融券
600797.SH,40,600797,17,算力租赁;云计算;数据安全;华为鲲鹏;智慧政务;ChatGPT概念;信创;网络安全;国产操作系统;抖音概念(字节概念);阿里巴巴概念;腾讯概念;AI智能体;东数西算(算力);在线教育;区块链;虚拟数字人;数据要素;鸿蒙概念;蚂蚁集团概念;语音技术;DeepSeek概念;时空大数据;数字经济;智慧城市;人工智能;互联网金融;华为概念;智能医疗;物联网;数据中心;AI应用;低空经济;创投;芯片概念;智能电网;虚拟电厂;共同富裕示范区;融资融券;沪股通
603519.SH,3,603519,17,家用电器;创投;第三代半导体
301010.SZ,8,301010,33,冰雪产业;建筑节能;专精特新;特斯拉概念;冷链物流;数据中心;碳中和;融资融券
600961.SH,10,600961,17,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通
300203.SZ,15,300203,33,PM2.5;食品安全;物联网;智慧城市;垃圾分类;污水处理;碳中和;PPP概念;医疗器械概念;高端装备;回购增持再贷款概念;芯片概念;光刻胶;深股通;融资融券
300193.SZ,2,300193,33,机器人概念;人民币贬值受益
002437.SZ,11,002437,33,维生素;仿制药一致性评价;肝炎概念;基因测序;创新药;医药电商;民营医院;2025年报预增;黑龙江自贸区;深股通;融资融券
300288.SZ,17,300288,33,家庭医生;AIGC概念;百度概念;智能医疗;DeepSeek概念;人工智能;语音技术;养老概念;华为概念;AI应用;医疗器械概念;民营医院;智能穿戴;5G;医药电商;西部大开发;深股通
605018.SH,14,605018,17,人形机器人;一体化压铸;新能源汽车;长安汽车概念;飞行汽车(eVTOL);比亚迪概念;机器人概念;储能;工业互联网;长三角一体化;光伏概念;低空经济;共同富裕示范区;沪股通
301038.SZ,20,301038,33,新型城镇化;地下管网;PPP概念;物业管理;水利;污水处理;乡村振兴;物联网;数字孪生;粤港澳大湾区;深圳国企改革;DeepSeek概念;华为概念;智慧政务;光伏概念;国企改革;雅下水电概念;抽水蓄能;深股通;融资融券
300669.SZ,2,300669,33,专精特新;深股通
300100.SZ,15,300100,33,PEEK材料;人形机器人;华为汽车;特斯拉概念;长安汽车概念;智能座舱;机器人概念;比亚迪概念;低空经济;工业母机;新能源汽车;汽车电子;工业互联网;深股通;融资融券
688049.SH,21,688049,17,MCU芯片;无线耳机;星闪概念;智能音箱;AI眼镜;小米概念;芯片概念;智能穿戴;消费电子概念;语音技术;专精特新;华为概念;机器人概念;物联网;2025年报预增;粤港澳大湾区;人工智能;2025三季报预增;独角兽概念;沪股通;融资融券
002396.SZ,32,002396,33,F5G概念;共封装光学(CPO);WiFi 6;5G;数据中心;网络安全;华为概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;信创;物联网;车联网(车路协同);移动支付;人工智能;数字货币;在线教育;机器人概念;鸿蒙概念;DeepSeek概念;AIGC概念;智能家居;海峡两岸;互联网金融;福建自贸区;文化传媒概念;脑机接口;AI应用;国企改革;深股通;融资融券;证金持股
688038.SH,23,688038,17,华为欧拉;华为鲲鹏;AI应用;多模态AI;人脸识别;数据安全;数据要素;AI智能体;智慧政务;ERP概念;信创;人工智能;语音技术;智慧城市;DeepSeek概念;数字孪生;数字经济;车联网(车路协同);安防;华为概念;机器视觉;股权转让(并购重组);融资融券
301390.SZ,26,301390,33,水利;数字孪生;智慧城市;安防;人工智能;华为概念;数据中心;空间计算;电力物联网;充电桩;5G;数字经济;智能电网;时空大数据;碳交易;数据要素;阿里巴巴概念;特高压;信创;储能;光伏建筑一体化;虚拟电厂;风电;光伏概念;绿色电力;融资融券
300107.SZ,6,300107,33,染料;飞行汽车(eVTOL);低空经济;京津冀一体化;雄安新区;深股通
688239.SH,14,688239,17,航空发动机;大飞机;商业航天;低空经济;高端装备;海工装备;核电;DeepSeek概念;专精特新;风电;西部大开发;锂电池概念;沪股通;融资融券
301507.SZ,8,301507,33,医药电商;医美概念;毛发医疗;维生素;医疗器械概念;共同富裕示范区;深股通;融资融券
603416.SH,6,603416,17,人形机器人;新型工业化;机器人概念;机器视觉;融资融券;沪股通
920985.BJ,8,920985,151,石墨电极;氢能源;融资融券;光伏概念;TOPCON电池;HJT电池;换电概念;储能
300614.SZ,12,300614,33,垃圾分类;生物质能发电;固废处理;碳交易;碳中和;光热发电;一带一路;绿色电力;储能;HJT电池;钙钛矿电池;融资融券
300259.SZ,11,300259,33,智能电网;水利;传感器;专精特新;光伏概念;物联网;雄安新区;华为概念;数字孪生;虚拟现实;数据要素
002626.SZ,11,002626,33,合成生物;维生素;NMN概念;医药电商;医美概念;跨境电商;人民币贬值受益;海峡两岸;福建自贸区;深股通;融资融券
601012.SH,18,601012,17,BC电池;TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏建筑一体化;光伏概念;同花顺漂亮100;储能;氢能源;绿色电力;特斯拉概念;华为概念;百度概念;西部大开发;证金持股;沪股通;融资融券
688602.SH,10,688602,17,有机硅概念;锂电池概念;光刻胶;超级电容;固态电池;OLED;氟化工概念;减肥药;CRO概念;融资融券
600371.SH,8,600371,17,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念
301469.SZ,6,301469,33,烟草;医疗器械概念;食品安全;回购增持再贷款概念;参股银行;融资融券
300948.SZ,12,300948,33,人工智能;土壤修复;水利;碳交易;碳中和;新型城镇化;建筑节能;一带一路;污水处理;PPP概念;股权转让(并购重组);融资融券
603916.SH,12,603916,17,AI应用;房屋检测;建筑节能;水利;雅下水电概念;军工;核电;水泥概念;可控核聚变;风电;抽水蓄能;融资融券
300520.SZ,46,300520,33,MLOps概念;华为昇腾;华为鲲鹏;ChatGPT概念;信创;AIGC概念;网络安全;AI智能体;智慧政务;量子科技;军工信息化;数据要素;区块链;在线教育;东数西算(算力);车联网(车路协同);数字乡村;商业航天;DeepSeek概念;数字经济;人工智能;智慧城市;数字孪生;华为概念;ETC;5G;低空经济;数据中心;智能医疗;军工;无人驾驶;机器人概念;比亚迪概念;智能物流;养老概念;AI应用;水利;汽车热管理;新能源汽车;宁德时代概念;储能;虚拟电厂;回购增持再贷款概念;锂电池概念;深股通;融资融券
301595.SZ,8,301595,33,商业航天;专精特新;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券
603833.SH,5,603833,17,C2M概念;同花顺漂亮100;智能家居;沪股通;融资融券
600664.SH,13,600664,17,仿制药一致性评价;维生素;医药电商;流感;肝炎概念;创新药;三胎概念;黑龙江自贸区;养老概念;跨境电商;DeepSeek概念;沪股通;融资融券
000623.SZ,16,000623,33,农业种植;参股券商;维生素;医药电商;流感;幽门螺杆菌概念;创新药;肝炎概念;回购增持再贷款概念;乡村振兴;三胎概念;创投;网红经济;工业互联网;深股通;融资融券
300660.SZ,20,300660,33,减速器;人形机器人;汽车热管理;新能源汽车;比亚迪概念;机器人概念;无人驾驶;芯片概念;家用电器;军工;军民融合;物联网;宁德时代概念;华为概念;液冷服务器;数据中心;储能;一带一路;深股通;融资融券
300665.SZ,14,300665,33,新型城镇化;地下管网;水利;有机硅概念;专精特新;新能源汽车;高铁;一带一路;农业种植;光伏建筑一体化;光伏概念;风电;核电;股权转让(并购重组)
601369.SH,18,601369,17,超超临界发电;虚拟电厂;核电;储能;氢能源;高端装备;一带一路;碳中和;军工;国企改革;西部大开发;商业航天;煤化工概念;数据安全;天然气;页岩气;融资融券;沪股通
920807.BJ,7,920807,151,一带一路;稀土永磁;乡村振兴;芯片概念;第三代半导体;粤港澳大湾区;融资融券
002242.SZ,7,002242,33,净水概念;家用电器;智能家居;证金持股;机器人概念;深股通;融资融券
000682.SZ,22,000682,33,智能电网;电力物联网;虚拟电厂;风电;充电桩;核电;储能;数据中心;工业互联网;机器人概念;物联网;华为概念;智慧城市;国企改革;网络安全;人工智能;人脸识别;DeepSeek概念;语音技术;区块链;融资融券;深股通
601226.SH,19,601226,17,雄安新区;光伏概念;风电;核电;海工装备;高端装备;超超临界发电;储能;燃料电池;氢能源;机器人概念;一带一路;回购增持再贷款概念;央企国企改革;京津冀一体化;国企改革;DeepSeek概念;沪股通;融资融券
688398.SH,6,688398,17,专精特新;新能源汽车;家用电器;冷链物流;福建自贸区;融资融券
002426.SZ,17,002426,33,PET铜箔;AI PC;苹果概念;AI眼镜;消费电子概念;智能穿戴;小米概念;新能源汽车;特斯拉概念;新型工业化;华为概念;锂电池概念;人民币贬值受益;一体化压铸;一带一路;深股通;融资融券
600108.SH,15,600108,17,玉米;粮食概念;土地流转;农业种植;代糖概念;乡村振兴;西部大开发;啤酒概念;国企改革;回购增持再贷款概念;参股券商;水利;跨境电商;融资融券;沪股通
002299.SZ,8,002299,33,养鸡;预制菜;参股银行;食品安全;2025年报预增;海峡两岸;深股通;融资融券
300130.SZ,28,300130,33,数字货币;移动支付;跨境支付(CIPS);电子身份证;蚂蚁集团概念;区块链;智慧政务;鸿蒙概念;数字经济;AI智能体;人脸识别;DeepSeek概念;腾讯概念;多模态AI;虚拟数字人;AIGC概念;人工智能;AI语料;物联网;安防;跨境电商;参股保险;AI应用;汽车电子;储能;2025年报预增;深股通;融资融券
603073.SH,4,603073,17,中俄贸易概念;共同富裕示范区;人民币贬值受益;一带一路
300862.SZ,12,300862,33,商业航天;智慧城市;军工;华为概念;毫米波雷达;PM2.5;传感器;专精特新;芯片概念;碳中和;PPP概念;融资融券
600616.SH,4,600616,17,网红经济;上海国企改革;国企改革;融资融券
002387.SZ,15,002387,33,MicroLED概念;柔性屏(折叠屏);虚拟现实;智能穿戴;OLED;人脸识别;小米概念;消费电子概念;汽车电子;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券
300286.SZ,12,300286,33,智能电网;虚拟电厂;电力物联网;数据中心;充电桩;储能;华为概念;专精特新;安防;传感器;人工智能;深股通
300537.SZ,17,300537,33,光刻胶;OLED;PCB概念;华为手机;芯片概念;消费电子概念;富士康概念;石墨烯;比亚迪概念;5G;智能穿戴;新能源汽车;华为概念;光伏概念;海工装备;BC电池;深股通
300163.SZ,4,300163,33,建筑节能;人民币贬值受益;专精特新;摘帽
002326.SZ,8,002326,33,钠离子电池;氟化工概念;宁德时代概念;锂电池概念;仿制药一致性评价;液冷服务器;深股通;融资融券
002899.SZ,9,002899,33,足球概念;华为概念;鸿蒙概念;体育产业;AI眼镜;冰雪产业;人民币贬值受益;跨境电商;养老概念
600889.SH,10,600889,17,光刻机;人形机器人;工业母机;机器人概念;参股券商;商业航天;国企改革;风电;沪股通;股权转让(并购重组)
600119.SH,10,600119,17,物业管理;跨境电商;上海国企改革;长三角一体化;国企改革;统一大市场;自由贸易港;租售同权;卫星导航;金属铜
300222.SZ,28,300222,33,电力物联网;智能电网;虚拟电厂;高压快充;充电桩;换电概念;量子科技;物联网;工业互联网;新型工业化;5G;军工;机器人概念;机器视觉;人工智能;数字经济;储能;长安汽车概念;小米汽车;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;智能物流;宁德时代概念;绿色电力;深股通;融资融券
920123.BJ,4,920123,151,融资融券;合成生物;DeepSeek概念;医美概念
000516.SZ,19,000516,33,高压氧舱;细胞免疫治疗;脑机接口;智能医疗;民营医院;辅助生殖;医美概念;养老概念;毛发医疗;阿里巴巴概念;三胎概念;DeepSeek概念;人工智能;旅游概念;西部大开发;华为概念;机器人概念;深股通;融资融券
301120.SZ,14,301120,33,智能电网;风电;核电;储能;光伏概念;海工装备;绿色电力;水利;军工;专精特新;机器人概念;钠离子电池;深股通;融资融券
002241.SZ,35,002241,33,同花顺果指数;智能音箱;AI眼镜;智能穿戴;汽车电子;星闪概念;小米概念;无线耳机;消费电子概念;传感器;机器人概念;MR(混合现实);3D打印;语音技术;富士康概念;苹果概念;无人机;虚拟现实;智能家居;物联网;海峡两岸;华为概念;芯片概念;工业互联网;MicroLED概念;独角兽概念;人民币贬值受益;人工智能;创投;元宇宙;回购增持再贷款概念;同花顺漂亮100;证金持股;深股通;融资融券
002311.SZ,6,002311,33,猪肉;生态农业;宠物经济;同花顺漂亮100;深股通;融资融券
300525.SZ,26,300525,33,数字货币;财税数字化;移动支付;AI智能体;智慧政务;数据要素;腾讯概念;信创;云计算;网络安全;互联网金融;数字经济;数字乡村;DeepSeek概念;人工智能;智慧城市;智能医疗;华为概念;中国AI 50;机器人概念;福建自贸区;乡村振兴;海峡两岸;AI应用;融资融券;深股通
301602.SZ,11,301602,33,智能医疗;医疗器械概念;宠物经济;人工智能;人民币贬值受益;水利;专精特新;机器人概念;核电;深股通;融资融券
300856.SZ,3,300856,33,人民币贬值受益;融资融券;深股通
301380.SZ,18,301380,33,小红书概念;ChatGPT概念;智慧政务;数据安全;抖音概念(字节概念);网络安全;百度概念;腾讯概念;阿里巴巴概念;移动支付;文化传媒概念;人工智能;数字经济;互联网金融;华为概念;AI应用;5G;融资融券
603025.SH,19,603025,17,新型工业化;芯片概念;5G;机器人概念;华为概念;工业互联网;国产操作系统;量子科技;东数西算(算力);网络安全;人工智能;DeepSeek概念;华为鲲鹏;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券
001319.SZ,14,001319,33,汽车热管理;人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;机器人概念;一体化压铸;飞行汽车(eVTOL);粤港澳大湾区;低空经济;储能;中俄贸易概念;一带一路
688616.SH,6,688616,17,电力物联网;智能电网;充电桩;储能;高端装备;融资融券
301006.SZ,3,301006,33,专精特新;物联网;融资融券
301487.SZ,12,301487,33,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;新能源汽车;机器人概念;人形机器人;消费电子概念;深股通;融资融券
301267.SZ,12,301267,33,眼科医疗;民营医院;智能医疗;DeepSeek概念;人工智能;福建自贸区;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券
002783.SZ,13,002783,33,化肥;民爆概念;生态农业;氢能源;燃料电池;光伏概念;国企改革;新能源汽车;煤化工概念;军工;军民融合;股权转让(并购重组);融资融券
002036.SZ,36,002036,33,OLED;智能座舱;MR(混合现实);AI眼镜;毫米波雷达;智能穿戴;无人驾驶;机器视觉;虚拟现实;消费电子概念;汽车电子;芯片概念;安防;低空经济;传感器;无线充电;无人机;无线耳机;比亚迪概念;华为汽车;苹果概念;军民融合;华为概念;元宇宙;特斯拉概念;机器人概念;智能家居;英伟达概念;新能源汽车;创投;百度概念;人形机器人;一带一路;深股通;股权转让(并购重组);融资融券
