market_code,股票代码,所属概念数量,所属概念,code
33,300008.SZ,17,军民融合;海工装备;太赫兹;军工;高端装备;垃圾分类;风电;一带一路;2025年报预增;专精特新;人工智能;数字孪生;机器人概念;航运概念;天然气;深股通;融资融券,300008
17,601069.SH,9,黄金概念;金属铜;小金属概念;2026一季报预增;西部大开发;2025年报预增;国企改革;沪股通;融资融券,601069
17,603612.SH,16,石墨电极;宁德时代概念;固态电池;锂电池概念;2025年报预增;飞行汽车(eVTOL);燃料电池;储能;新能源汽车;氢能源;一带一路;无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,603612
33,301029.SZ,21,工业母机;PCB概念;新型工业化;共封装光学(CPO);人形机器人;传感器;3D打印;机器视觉;芯片概念;PEEK材料;减速器;华为概念;机器人概念;高端装备;光伏概念;智能电网;粤港澳大湾区;锂电池概念;跨境电商;深股通;融资融券,301029
33,300149.SZ,11,细胞免疫治疗;CRO概念;重组蛋白;创新药;智能医疗;AI应用;人民币贬值受益;DeepSeek概念;深股通;股权转让(并购重组);融资融券,300149
33,000030.SZ,23,参股保险;国企改革;飞行汽车(eVTOL);汽车热管理;低空经济;证金持股;动力电池回收;长安汽车概念;华为汽车;换电概念;新能源汽车;小米汽车;无人驾驶;比亚迪概念;车联网(车路协同);宁德时代概念;锂电池概念;储能;小米概念;智能座舱;汽车电子;深股通;融资融券,000030
33,002269.SZ,6,三胎概念;上海自贸区;IP经济(谷子经济);参股银行;深股通;融资融券,002269
33,002073.SZ,17,参股银行;一带一路;智能物流;生物质能发电;绿色电力;工业互联网;数字经济;物联网;证金持股;锂电池概念;知识产权保护;传感器;宁德时代概念;固态电池;机器视觉;深股通;融资融券,002073
33,300613.SZ,20,汽车芯片;智能音箱;AI眼镜;智能穿戴;芯片概念;消费电子概念;汽车电子;机器视觉;人脸识别;安防;人形机器人;比亚迪概念;智能家居;专精特新;鸿蒙概念;机器人概念;东数西算(算力);人工智能;深股通;融资融券,300613
33,002773.SZ,8,创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,002773
17,600833.SH,4,医药电商;宠物经济;上海国企改革;国企改革,600833
17,603986.SH,16,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;小米概念;传感器;物联网;人形机器人;锂电池概念;光伏概念;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通,603986
17,600792.SH,4,煤炭概念;煤化工概念;国企改革;西部大开发,600792
17,600354.SH,10,转基因;玉米;粮食概念;农业种植;生态农业;供销社;乡村振兴;西部大开发;国企改革;融资融券,600354
33,002923.SZ,10,青蒿素;仿制药一致性评价;创新药;肝炎概念;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念,002923
33,300193.SZ,3,人民币贬值受益;机器人概念;高股息精选,300193
33,002824.SZ,15,华为手机;柔性屏(折叠屏);消费电子概念;汽车热管理;小米概念;比亚迪概念;新能源汽车;2025年报预增;华为概念;宁德时代概念;智能家居;储能;三胎概念;深股通;融资融券,002824
33,300248.SZ,39,AI应用;智慧政务;虚拟数字人;鸿蒙概念;华为鲲鹏;数字货币;AI语料;AI智能体;数据要素;蚂蚁集团概念;华为盘古;元宇宙;区块链;阿里巴巴概念;在线教育;移动支付;云计算;网络安全;数字乡村;人脸识别;数字经济;职业教育;DeepSeek概念;智慧城市;人工智能;空间计算;虚拟现实;物联网;算力租赁;华为概念;食品安全;机器人概念;人形机器人;创投;养老概念;智能电网;水利;乡村振兴;深股通,300248
151,920263.BJ,21,金属回收;小金属概念;数字孪生;工业互联网;京津冀一体化;天然气;农业种植;稀土永磁;机器人概念;水泥概念;专精特新;碳交易;碳中和;人工智能;AIGC概念;人形机器人;页岩气;新疆振兴;融资融券;土壤修复;污水处理,920263
17,603109.SH,14,专精特新;无人机;新能源汽车;机器人概念;数据中心;储能;人民币贬值受益;农机;水利;中俄贸易概念;一带一路;西部大开发;乡村振兴;沪股通,603109
33,000902.SZ,11,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券,000902
33,300173.SZ,21,ST板块;粤港澳大湾区;国企改革;数字经济;数据要素;锂电池概念;新型工业化;网络安全;新能源汽车;宁德时代概念;机器视觉;石墨烯;高端装备;华为概念;储能;固态电池;钠离子电池;无线耳机;消费电子概念;数据中心;算力租赁,300173
33,300752.SZ,14,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;消费电子概念;量子科技;小米概念;虚拟现实;小米汽车;华为概念;比亚迪概念;粤港澳大湾区,300752
33,300271.SZ,27,智慧政务;华为鲲鹏;信创;财税数字化;数据安全;DRG/DIP;ChatGPT概念;AI应用;数据要素;AI智能体;数据确权;在线教育;智谱AI;蚂蚁集团概念;区块链;百度概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;语音技术;互联网金融;职业教育;DeepSeek概念;人工智能;华为概念;深股通;融资融券,300271
17,600073.SH,6,猪肉;预制菜;上海国企改革;国企改革;沪股通;融资融券,600073
33,000055.SZ,15,装配式建筑;房屋检测;乡村振兴;物业管理;建筑节能;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;DeepSeek概念;高铁;AI应用;光伏概念;融资融券,000055
33,300830.SZ,34,智谱AI;华为鲲鹏;多模态AI;智慧政务;信创;ChatGPT概念;AI智能体;AI应用;鸿蒙概念;数据要素;百度概念;区块链;人脸识别;互联网金融;DeepSeek概念;数字经济;车联网(车路协同);电力物联网;人工智能;职业教育;军工信息化;华为概念;工业互联网;新型工业化;军工;智能电网;虚拟电厂;换电概念;充电桩;核电;特高压;碳交易;风电;超超临界发电,300830
17,600894.SH,13,高股息精选;证金持股;国企改革;智慧城市;人工智能;物联网;新型工业化;机器人概念;粤港澳大湾区;新能源汽车;融资融券;汽车电子;沪股通,600894
17,605376.SH,11,金属镍;3D打印;小金属概念;硅能源;专精特新;锂电池概念;光伏概念;2025年报预增;人民币贬值受益;融资融券;沪股通,605376
17,688692.SH,7,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,688692
33,002178.SZ,17,家庭医生;智慧城市;智慧政务;数据要素;安防;鸿蒙概念;AI智能体;AI应用;物联网;智能医疗;人工智能;DeepSeek概念;养老概念;华为概念;数据中心;医疗器械概念;碳中和,002178
33,300387.SZ,14,化肥;磷化工;生态农业;土地流转;农业种植;土壤修复;合成生物;乡村振兴;农机;中俄贸易概念;数字乡村;人工智能;机器人概念;无人机,300387
33,301333.SZ,7,CRO概念;创新药;智能医疗;AIGC概念;人工智能;深股通;融资融券,301333
33,301025.SZ,6,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,301025
17,600809.SH,5,白酒概念;同花顺漂亮100;沪股通;融资融券;国企改革,600809
17,688060.SH,12,网络安全;信创;物联网;车联网(车路协同);新型工业化;工业互联网;专精特新;芯片概念;智能电网;充电桩;虚拟电厂;融资融券,688060
17,601798.SH,15,海工装备;一带一路;西部大开发;氢能源;碳中和;国企改革;央企国企改革;专精特新;机器人概念;储能;光热发电;天然气;页岩气;俄乌冲突概念;股权转让(并购重组),601798
33,300603.SZ,35,算力租赁;云计算;东数西算(算力);网络安全;信创;智慧政务;数据确权;阿里巴巴概念;腾讯概念;百度概念;抖音概念(字节概念);数据中心;区块链;AI应用;时空大数据;智慧城市;数字乡村;车联网(车路协同);DeepSeek概念;ETC;华为概念;安防;数字经济;物联网;5G;液冷服务器;互联网金融;独角兽概念;文化传媒概念;水利;一带一路;网红经济;西部大开发;新疆振兴;深股通,300603
33,300221.SZ,15,3D打印;机器人概念;无人机;消费电子概念;PCB概念;新能源汽车;碳纤维;5G;2025年报预增;新型烟草(电子烟);OLED;创投;网约车;可降解塑料;NMN概念,300221
22,600543.SH,7,可降解塑料;乡村振兴;农业种植;旅游概念;西部大开发;国企改革;ST板块,600543
17,603848.SH,4,智能家居;家用电器;阿里巴巴概念;沪股通,603848
33,301339.SZ,27,移动支付;数据要素;数字经济;智慧政务;智慧城市;AI应用;人工智能;DeepSeek概念;信创;车联网(车路协同);ETC;数字孪生;腾讯概念;国资云;阿里巴巴概念;长安汽车概念;旅游概念;华为概念;无人驾驶;专精特新;比亚迪概念;特斯拉概念;充电桩;国企改革;5G;深股通;融资融券,301339
17,601360.SH,37,智谱AI;Sora概念(文生视频);AI语料;多模态AI;ChatGPT概念;云办公;AIGC概念;数据安全;虚拟数字人;云计算;网络安全;信创;AI应用;AI智能体;国产操作系统;鸿蒙概念;区块链;文化传媒概念;物联网;人工智能;车联网(车路协同);DeepSeek概念;数字经济;智慧城市;安防;EDR概念;网络游戏;智能穿戴;机器人概念;消费电子概念;比亚迪概念;新能源汽车;跨境电商;参股银行;沪股通;同花顺漂亮100;融资融券,601360
17,600096.SH,13,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;乡村振兴;西部大开发;国企改革;高股息精选;融资融券;沪股通,600096
33,301283.SZ,6,人民币贬值受益;2025年报预增;专精特新;三胎概念;粤港澳大湾区;融资融券,301283
33,002337.SZ,11,工业互联网;机器人概念;专精特新;智能物流;高端装备;数字孪生;京津冀一体化;医疗器械概念;大飞机;互联网金融;天津自贸区,002337
33,300763.SZ,6,绿色电力;储能;光伏概念;芯片概念;融资融券;深股通,300763
33,300034.SZ,13,航空发动机;大飞机;军民融合;商业航天;军工;3D打印;核电;特钢概念;京津冀一体化;央企国企改革;国企改革;融资融券;深股通,300034
33,000720.SZ,4,光纤概念;物业管理;央企国企改革;国企改革,000720
17,603391.SH,3,专精特新;工业互联网;融资融券,603391
33,000929.SZ,5,ST板块;污水处理;西部大开发;啤酒概念;股权转让(并购重组),000929
17,603310.SH,5,氟化工概念;创投;专精特新;沪股通;融资融券,603310
17,688597.SH,20,电力物联网;虚拟电厂;智能电网;特高压;高压快充;充电桩;碳交易;储能;军工;机器人概念;低空经济;空间计算;无人机;数字孪生;智慧城市;京津冀一体化;人工智能;数据要素;时空大数据;融资融券,688597
33,002419.SZ,28,预制菜;啤酒概念;统一大市场;白酒概念;农业种植;跨境电商;乡村振兴;无人零售;粮食概念;国企改革;智能物流;新疆振兴;粤港澳大湾区;数字经济;光伏建筑一体化;人工智能;AI应用;绿色电力;鸿蒙概念;DeepSeek概念;低空经济;央企国企改革;AIGC概念;ChatGPT概念;腾讯概念;储能;深股通;融资融券,002419
33,300657.SZ,43,算力租赁;东数西算(算力);英伟达概念;AI PC;共封装光学(CPO);液冷服务器;云计算;数据中心;智谱AI;抖音概念(字节概念);阿里巴巴概念;PCB概念;AI手机;华为概念;AI眼镜;汽车电子;卫星导航;消费电子概念;元宇宙;柔性屏(折叠屏);虚拟现实;智能穿戴;MiniLED;小米概念;传感器;商业航天;新型烟草(电子烟);无人机;无线耳机;华为手机;DeepSeek概念;军工;机器人概念;小米汽车;新能源汽车;2025年报预增;储能;智能医疗;海峡两岸;宁德时代概念;福建自贸区;深股通;融资融券,300657
17,603041.SH,3,建筑节能;有机硅概念;专精特新,603041
33,002065.SZ,51,ChatGPT概念;华为鲲鹏;信创;智慧政务;数据安全;鸿蒙概念;AI智能体;AI应用;数据要素;华为欧拉;百度概念;网络安全;区块链;智谱AI;云计算;元宇宙;DRG/DIP;华为昇腾;腾讯概念;人脸识别;抖音概念(字节概念);数字乡村;DeepSeek概念;车联网(车路协同);互联网金融;智慧城市;人工智能;数字孪生;虚拟现实;华为概念;跨境支付(CIPS);东数西算(算力);智能医疗;算力租赁;工业互联网;无人驾驶;低空经济;数据中心;传感器;卫星导航;芯片概念;水利;养老概念;军民融合;旅游概念;储能;华为数字能源;乡村振兴;新疆振兴;深股通;融资融券,002065
17,688662.SH,5,共封装光学(CPO);5G;芯片概念;储能;融资融券,688662
33,301331.SZ,7,流感;医药电商;创新药;西部大开发;回购增持再贷款概念;2025年报预增;融资融券,301331
17,605398.SH,18,MLOps概念;华为鲲鹏;信创;阿里巴巴概念;AIGC概念;腾讯概念;数据要素;百度概念;蚂蚁集团概念;短剧游戏;互联网金融;数字经济;人工智能;数据中心;华为概念;机器人概念;长三角一体化;沪股通,605398
33,300633.SZ,6,宠物经济;医疗器械概念;智能医疗;中俄贸易概念;融资融券;深股通,300633
17,600654.SH,15,网络安全;信创;东数西算(算力);数据中心;鸿蒙概念;华为概念;安防;智慧城市;比亚迪概念;人工智能;传感器;物业管理;智能医疗;养老概念;沪股通,600654
33,300998.SZ,9,新能源汽车;比亚迪概念;人形机器人;机器人概念;宁德时代概念;海工装备;锂电池概念;股权转让(并购重组);融资融券,300998
17,600679.SH,11,三胎概念;网红经济;共享单车;体育产业;物业管理;跨境电商;国企改革;医疗器械概念;创投;互联网金融;两轮车,600679
33,002324.SZ,22,6G概念;商业航天;PEEK材料;军工;卫星导航;碳纤维;低空经济;毫米波雷达;2025年报预增;脑机接口;专精特新;光刻胶;机器人概念;新能源汽车;长三角一体化;储能;消费电子概念;锂电池概念;固态电池;钠离子电池;深股通;融资融券,002324
33,002760.SZ,6,数据中心;军工;金属回收;海工装备;金属锌;股权转让(并购重组),002760
33,300859.SZ,9,旅游概念;冰雪产业;新疆振兴;国企改革;西部大开发;低空经济;飞行汽车(eVTOL);深股通;股权转让(并购重组),300859
33,000761.SZ,7,特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,000761
151,920857.BJ,6,安防;机器人概念;小米概念;西部大开发;消费电子概念;融资融券,920857
17,688367.SH,6,专精特新;无人驾驶;华为概念;工业互联网;DeepSeek概念;融资融券,688367
17,603200.SH,14,钠离子电池;固态电池;锂电池概念;2025年报预增;低空经济;华为概念;腾讯概念;液冷服务器;数据中心;消毒剂;海工装备;污水处理;风电;沪股通,603200
17,600770.SH,15,数据安全;汽车芯片;语音技术;芯片概念;网络游戏;手机游戏;创投;绿色电力;人工智能;2025年报预增;碳纤维;跨境电商;融资融券;股权转让(并购重组);沪股通,600770
33,300109.SZ,9,消毒剂;智能医疗;基因测序;固态电池;生物疫苗;细胞免疫治疗;创新药;深股通;融资融券,300109
17,688552.SH,9,军工信息化;军民融合;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,688552
17,600884.SH,26,钠离子电池;氟化工概念;固态电池;石墨电极;金属镍;动力电池回收;宁德时代概念;小金属概念;锂电池概念;石墨烯;OLED;MiniLED;苹果概念;超级电容;光伏概念;比亚迪概念;储能;消费电子概念;新能源汽车;虚拟现实;参股银行;创投;共同富裕示范区;沪股通;融资融券;股权转让(并购重组),600884
33,300843.SZ,19,铜缆高速连接;富士康概念;液冷服务器;新型烟草(电子烟);消费电子概念;智能座舱;小米概念;数据中心;比亚迪概念;人形机器人;新能源汽车;高压快充;无人机;飞行汽车(eVTOL);机器人概念;低空经济;充电桩;储能;深股通,300843
17,601003.SH,5,国企改革;西部大开发;养老概念;沪股通;融资融券,601003
33,002921.SZ,10,减速器;农机;新能源汽车;机器人概念;人民币贬值受益;燃料电池;乡村振兴;光热发电;氢能源;光伏概念,002921
33,002729.SZ,13,消费电子概念;汽车电子;比亚迪概念;新能源汽车;海峡两岸;数据中心;福建自贸区;光伏概念;家用电器;充电桩;储能;风电;融资融券,002729
33,000970.SZ,11,稀土永磁;小金属概念;2025年报预增;苹果概念;新能源汽车;人民币贬值受益;机器人概念;国企改革;深股通;融资融券;中字头股票,000970
17,603192.SH,3,新能源汽车;汽车热管理;专精特新,603192
17,603194.SH,11,智能物流;共同富裕示范区;人民币贬值受益;机器人概念;新能源汽车;汽车拆解概念;军工;储能;锂电池概念;沪股通;融资融券,603194
33,300210.SZ,8,3D打印;东数西算(算力);机器人概念;新能源汽车;PPP概念;雄安新区;股权转让(并购重组);深股通,300210
33,002614.SZ,17,养老概念;跨境电商;医疗器械概念;网红经济;家用电器;IP经济(谷子经济);智能家居;人民币贬值受益;海峡两岸;人工智能;福建自贸区;鸿蒙概念;DeepSeek概念;机器人概念;血氧仪;华为概念;人形机器人,002614
17,601666.SH,7,煤炭概念;煤化工概念;证金持股;国企改革;沪股通;融资融券;回购增持再贷款概念,601666
17,600835.SH,9,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券,600835
33,002783.SZ,13,生态农业;化肥;民爆概念;煤化工概念;国企改革;氢能源;燃料电池;光伏概念;新能源汽车;军工;军民融合;股权转让(并购重组);融资融券,002783
33,301083.SZ,13,人脸识别;安防;智慧城市;专精特新;新型城镇化;工业互联网;人工智能;机器人概念;车联网(车路协同);数字经济;充电桩;DeepSeek概念;融资融券,301083
17,603375.SH,12,汽车芯片;传感器;芯片概念;专精特新;机器人概念;比亚迪概念;存储芯片;低空经济;民爆概念;回购增持再贷款概念;PVDF概念;融资融券,603375
33,301367.SZ,6,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券,301367
17,603609.SH,6,猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券,603609
33,300604.SZ,8,国家大基金持股;存储芯片;芯片概念;专精特新;2025年报预增;海峡两岸;融资融券;深股通,300604
33,301122.SZ,4,辅助生殖;医疗器械概念;人民币贬值受益;融资融券,301122
33,300622.SZ,10,虚拟现实;华为概念;智能穿戴;AI眼镜;小米概念;粤港澳大湾区;IP经济(谷子经济);消费电子概念;眼科医疗;深股通,300622
33,300274.SZ,14,虚拟电厂;同花顺漂亮100;宁德时代概念;储能;氢能源;风电;深股通;融资融券;充电桩;光伏概念;数据中心;回购增持再贷款概念;数字经济;新能源汽车,300274
17,603270.SH,15,减速器;飞行汽车(eVTOL);人形机器人;比亚迪概念;机器人概念;专精特新;新能源汽车;商业航天;低空经济;碳纤维;燃料电池;氢能源;风电;沪股通;融资融券,603270
17,601116.SH,6,预制菜;共同富裕示范区;阿里巴巴概念;冷链物流;沪股通;融资融券,601116
33,301260.SZ,10,锂电池概念;人形机器人;跨境电商;机器人概念;人民币贬值受益;人工智能;储能;两轮车;深股通;融资融券,301260
33,002456.SZ,28,人脸识别;长安汽车概念;元宇宙;虚拟现实;星闪概念;智能家居;MR(混合现实);车联网(车路协同);智慧城市;柔性屏(折叠屏);小米概念;无人驾驶;人形机器人;机器人概念;华为概念;机器视觉;智能座舱;传感器;AI眼镜;OLED;消费电子概念;汽车电子;海峡两岸;医疗器械概念;毫米波雷达;深股通;融资融券;股权转让(并购重组),002456
33,002094.SZ,11,中韩自贸区;化债概念(AMC概念);跨境电商;参股银行;网红经济;C2M概念;一带一路;人民币贬值受益;腾讯概念;深股通;融资融券,002094
33,002622.SZ,5,民营医院;参股银行;牙科医疗;智能医疗;智能电网,002622
17,688227.SH,17,算力租赁;芯片概念;东数西算(算力);军工;华为欧拉;云计算;华为概念;信创;AI智能体;智慧政务;人工智能;数据要素;DeepSeek概念;数字经济;区块链;互联网金融;融资融券,688227
33,300550.SZ,9,腾讯概念;家庭医生;区块链;鸿蒙概念;AI应用;云计算;DeepSeek概念;人工智能;智能医疗,300550
33,002401.SZ,32,自由贸易港;统一大市场;航运概念;跨境电商;国资云;ETC;数字经济;Web3.0;区块链;智能物流;数据要素;国企改革;智慧城市;上海自贸区;AI智能体;华为鲲鹏;DeepSeek概念;碳中和;人工智能;安防;碳交易;信创;ChatGPT概念;云计算;阿里巴巴概念;华为概念;机器视觉;央企国企改革;数据中心;融资融券;深股通;中字头股票,002401
17,688708.SH,7,军民融合;军工;商业航天;专精特新;西部大开发;沪股通;融资融券,688708
33,002010.SZ,19,共同富裕示范区;智能物流;一带一路;工业互联网;2025年报预增;蚂蚁集团概念;新能源汽车;DeepSeek概念;人形机器人;无人驾驶;车联网(车路协同);区块链;统一大市场;华为概念;宁德时代概念;充电桩;军工;深股通;融资融券,002010
17,603507.SH,12,光热发电;氢能源;风电;回购增持再贷款概念;光伏概念;一带一路;海工装备;人民币贬值受益;专精特新;机器人概念;商业航天;融资融券,603507
33,002632.SZ,17,消费电子概念;智能穿戴;AI眼镜;新能源汽车;液冷服务器;华为概念;虚拟现实;安防;光伏概念;无人机;锂电池概念;固态电池;中俄贸易概念;元宇宙;石墨烯;共同富裕示范区;深股通,002632
33,300275.SZ,38,星闪概念;智慧城市;物联网;工业互联网;人工智能;数据要素;数字经济;DeepSeek概念;鸿蒙概念;AI智能体;专精特新;华为概念;ChatGPT概念;华为鲲鹏;AI应用;污水处理;新型工业化;数据安全;传感器;机器人概念;中俄贸易概念;阿里巴巴概念;低空经济;AIGC概念;乡村振兴;PPP概念;华为欧拉;无人驾驶;华为盘古;军工;多模态AI;西部大开发;超级电容;毫米波雷达;核电;卫星导航;商业航天;F5G概念,300275
33,002553.SZ,18,减速器;机器人概念;新能源汽车;语音技术;无人机;ChatGPT概念;比亚迪概念;人工智能;物联网;无线耳机;专精特新;2025年报预增;锂电池概念;芯片概念;MCU芯片;汽车芯片;融资融券;深股通,002553
17,688331.SH,5,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,688331
17,603382.SH,6,注册制次新股;数字经济;工业互联网;绿色电力;新股与次新股;融资融券,603382
17,603856.SH,9,新疆振兴;地下管网;乡村振兴;水利;抽水蓄能;新型城镇化;氢能源;一带一路;军工,603856
17,688768.SH,14,ChatGPT概念;多模态AI;AI应用;AI智能体;数据要素;人工智能;DeepSeek概念;传感器;机器人概念;工业互联网;专精特新;高端装备;风电;融资融券,688768
17,600718.SH,43,DRG/DIP;区块链;数字货币;智能医疗;数据安全;智慧政务;AI智能体;AI应用;数据要素;财税数字化;AIGC概念;信创;华为昇腾;网络安全;DeepSeek概念;云计算;互联网金融;人工智能;车联网(车路协同);数字经济;智慧城市;百度概念;抖音概念(字节概念);独角兽概念;华为概念;东数西算(算力);智能座舱;无人驾驶;食品安全;工业互联网;长安汽车概念;机器人概念;医疗器械概念;养老概念;中国AI 50;汽车电子;5G;比亚迪概念;新能源汽车;参股保险;虚拟电厂;融资融券;沪股通,600718
33,300507.SZ,12,汽车热管理;飞行汽车(eVTOL);华为汽车;比亚迪概念;低空经济;新能源汽车;传感器;芯片概念;高压快充;股权转让(并购重组);深股通;融资融券,300507
33,300650.SZ,17,存储芯片;芯片概念;5G;汽车电子;传感器;小米概念;无线耳机;MiniLED;华为概念;物联网;智慧灯杆;比亚迪概念;元宇宙;机器人概念;智慧城市;海峡两岸;人民币贬值受益,300650
17,603767.SH,7,减速器;共同富裕示范区;长安汽车概念;农机;新能源汽车;乡村振兴;沪股通,603767
33,300833.SZ,6,机器视觉;人民币贬值受益;文化传媒概念;专精特新;粤港澳大湾区;深股通,300833
17,603131.SH,13,卫星导航;商业航天;军工;工业母机;高端装备;专精特新;新型工业化;海工装备;机器人概念;新能源汽车;人民币贬值受益;长三角一体化;沪股通,603131
33,000959.SZ,13,特钢概念;国企改革;雄安新区;2025年报预增;京津冀一体化;创投;DeepSeek概念;新能源汽车;特斯拉概念;人形机器人;机器人概念;深股通;融资融券,000959
17,603093.SH,4,期货概念;参股券商;数字经济;沪股通,603093
33,300800.SZ,16,PM2.5;人工智能;水利;污水处理;数字乡村;乡村振兴;专精特新;工业互联网;数字孪生;雄安新区;AI应用;AI智能体;国产操作系统;华为概念;一带一路;碳中和,300800
33,301516.SZ,19,充电桩;换电概念;粤港澳大湾区;新型工业化;核电;储能;高压快充;低空经济;光伏概念;5G;国企改革;比亚迪概念;新能源汽车;燃料电池;氢能源;两轮车;深股通;中字头股票;融资融券,301516
33,002054.SZ,9,有机硅概念;专精特新;2025年报预增;创投;合成生物;参股银行;参股券商;证金持股;融资融券,002054
17,603444.SH,9,网络游戏;手机游戏;IP经济(谷子经济);2025年报预增;福建自贸区;海峡两岸;沪股通;2026一季报预增;融资融券,603444
17,600130.SH,5,卫星导航;汽车电子;消费电子概念;人脸识别;摘帽,600130
33,301160.SZ,7,人形机器人;专精特新;机器人概念;新能源汽车;风电;深股通;融资融券,301160
33,300484.SZ,18,创投;智能物流;飞行汽车(eVTOL);数字孪生;粤港澳大湾区;低空经济;专精特新;人形机器人;新型工业化;比亚迪概念;新能源汽车;2025年报预增;燃料电池;锂电池概念;传感器;高压快充;MCU芯片;融资融券,300484
17,688233.SH,6,存储芯片;芯片概念;专精特新;2025年报预增;沪股通;融资融券,688233
33,300324.SZ,37,信创;时空大数据;芯片概念;数据要素;独角兽概念;网络安全;云游戏;物联网;华为概念;智慧政务;腾讯概念;东数西算(算力);车联网(车路协同);财税数字化;人工智能;卫星导航;数字孪生;AI应用;华为鲲鹏;智慧城市;无人机;DeepSeek概念;军工信息化;军工;数据中心;商业航天;数字经济;区块链;京津冀一体化;大飞机;算力租赁;光伏概念;军民融合;智能医疗;光伏建筑一体化;深股通;融资融券,300324
33,002377.SZ,3,回购增持再贷款概念;互联网金融;股权转让(并购重组),002377
33,002117.SZ,24,移动支付;数字货币;电子身份证;数字经济;人脸识别;区块链;信创;蚂蚁集团概念;智慧政务;物联网;数据确权;Web3.0;DeepSeek概念;拼多多概念;财税数字化;阿里巴巴概念;ChatGPT概念;机器人概念;知识产权保护;人形机器人;东数西算(算力);数据中心;深股通;融资融券,002117
33,300844.SZ,11,人工智能;AIGC概念;元宇宙;粤港澳大湾区;百度概念;DeepSeek概念;旅游概念;新型城镇化;雄安新区;乡村振兴;融资融券,300844
33,000338.SZ,24,数据中心;汽车电子;同花顺出海50;高端装备;无人驾驶;比亚迪概念;新能源汽车;储能;燃料电池;车联网(车路协同);农机;人民币贬值受益;锂电池概念;氢能源;AI智能体;DeepSeek概念;固态电池;智能物流;深股通;融资融券;国企改革;同花顺漂亮100;高股息精选;证金持股,000338
33,301136.SZ,30,房屋检测;福建自贸区;新型城镇化;地下管网;土壤修复;乡村振兴;海峡两岸;时空大数据;水利;数字经济;卫星导航;智慧城市;污水处理;数字乡村;智慧政务;数据要素;人工智能;低空经济;AI应用;商业航天;车联网(车路协同);国企改革;数字孪生;无人机;物联网;海工装备;虚拟现实;碳中和;数据中心;融资融券,301136
33,002799.SZ,13,文化传媒概念;虚拟数字人;数字经济;区块链;智能物流;ChatGPT概念;腾讯概念;抖音概念(字节概念);百度概念;阿里巴巴概念;快手概念;西部大开发;国企改革,002799
33,300473.SZ,15,传感器;汽车电子;长安汽车概念;华为概念;比亚迪概念;新能源汽车;华为汽车;汽车热管理;2025年报预增;燃料电池;人民币贬值受益;锂电池概念;固态电池;氢能源;股权转让(并购重组),300473
33,300664.SZ,9,医疗废物处理;固废处理;垃圾分类;水利;PPP概念;污水处理;净水概念;装配式建筑;生物疫苗,300664
17,600590.SH,29,电力物联网;太赫兹;智能电网;数据中心;6G概念;国产航母;光伏概念;卫星导航;华为概念;腾讯概念;军工;AI智能体;军工信息化;储能;无人机;军民融合;区块链;碳纤维;低空经济;虚拟现实;机器人概念;燃料电池;智能医疗;氢能源;创投;一带一路;IP经济(谷子经济);沪股通;融资融券,600590
17,600980.SH,8,稀土永磁;金属钴;小金属概念;3D打印;机器人概念;国企改革;央企国企改革;绿色电力,600980
17,601952.SH,10,大豆;玉米;粮食概念;土地流转;农业种植;啤酒概念;乡村振兴;国企改革;沪股通;融资融券,601952
33,001390.SZ,6,参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券,001390
33,002603.SZ,11,仿制药一致性评价;医药电商;流感;幽门螺杆菌概念;创新药;禽流感;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券,002603
17,688671.SH,15,新型城镇化;智慧城市;数字经济;专精特新;物联网;污水处理;水利;数据要素;农机;AI应用;AIGC概念;核污染防治;碳中和;海工装备;融资融券,688671
17,600375.SH,7,垃圾分类;互联网金融;燃料电池;换电概念;新能源汽车;氢能源;沪股通,600375
33,001277.SZ,5,农机;新型工业化;数据中心;煤炭概念;融资融券,001277
17,600822.SH,7,上海国企改革;上海自贸区;统一大市场;智能物流;国企改革;数据要素;融资融券,600822
