code,market_code,股票代码,所属概念,所属概念数量
300708,33,300708.SZ,第三代半导体;MicroLED概念;芯片概念;MiniLED;深股通,5
600540,17,600540.SH,粮食概念;土地流转;农业种植;新疆振兴;乡村振兴;国企改革;统一大市场;建筑节能;西部大开发;冷链物流;风电,11
688558,17,688558.SH,工业母机;新型工业化;人形机器人;高端装备;专精特新;航空发动机;机器人概念;商业航天;融资融券,9
300949,33,300949.SZ,露营经济;职业教育;AIGC概念;虚拟数字人;数据要素;NFT概念;时空大数据;腾讯概念;元宇宙;IP经济(谷子经济);算力租赁;人工智能;智慧城市;体育产业;旅游概念;东数西算(算力);虚拟现实;三胎概念;冰雪产业;低空经济;新型城镇化;粤港澳大湾区;乡村振兴;融资融券,24
301252,33,301252.SZ,汽车热管理;液冷服务器;空气能热泵;长安汽车概念;新能源汽车;数据中心;专精特新;冷链物流;融资融券,9
002877,33,002877.SZ,人工智能;工业互联网;新型工业化;专精特新,4
688671,17,688671.SH,新型城镇化;核污染防治;水利;物联网;智慧城市;污水处理;海工装备;碳中和;数字经济;专精特新;数据要素;AIGC概念;融资融券,13
300184,33,300184.SZ,MCU芯片;汽车芯片;无线耳机;星闪概念;智能穿戴;芯片概念;华为海思概念股;小米概念;传感器;消费电子概念;汽车电子;5G;存储芯片;物联网;车联网(车路协同);第三代半导体;华为概念;ETC;机器人概念;数据中心;OLED;6G概念;智能家居;比亚迪概念;人工智能;PCB概念;液冷服务器;腾讯概念;独角兽概念;特斯拉概念;电力物联网;智能电网;光伏概念;跨境电商;2025年报预增;融资融券;深股通,37
301200,33,301200.SZ,PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券,7
920086,151,920086.BJ,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,7
688170,17,688170.SH,BC电池;钙钛矿电池;PET铜箔;第三代半导体;OLED;MicroLED概念;柔性屏(折叠屏);光伏概念;3D打印;先进封装;固态电池;宁德时代概念;芯片概念;专精特新;PCB概念;华为海思概念股;存储芯片;碳纤维;光纤概念;锂电池概念;高端装备;商业航天;共封装光学(CPO);华为概念;融资融券,25
000601,33,000601.SZ,生物质能发电;绿色电力;抽水蓄能;充电桩;储能;回购增持再贷款概念;新能源汽车;减速器;长安汽车概念;比亚迪概念;深股通;融资融券,12
688721,17,688721.SH,芯片概念;专精特新;沪股通;融资融券,4
688013,17,688013.SH,智能医疗;医疗器械概念;专精特新;2025年报预增;融资融券,5
301059,33,301059.SZ,有机硅概念;专精特新;融资融券,3
600693,17,600693.SH,免税店;福建自贸区;海峡两岸;物业管理;冷链物流;旅游概念;统一大市场;跨境电商;IP经济(谷子经济);数字经济;阿里巴巴概念;沪股通,12
300407,33,300407.SZ,职业教育;高铁;智慧城市;信创;雄安新区;智能电网;京津冀一体化;充电桩;垃圾分类;一带一路;机器人概念;人民币贬值受益;专精特新;无人驾驶,14
301098,33,301098.SZ,新型城镇化;地下管网;土壤修复;PPP概念;特色小镇;乡村振兴;旅游概念;体育产业;足球概念;融资融券,10
300006,33,300006.SZ,仿制药一致性评价;细胞免疫治疗;幽门螺杆菌概念;眼科医疗;创新药;肝炎概念;医药电商;辅助生殖;医疗器械概念;西部大开发;国企改革;知识产权保护;融资融券,13
600476,17,600476.SH,数字经济;数据要素;跨境电商;人工智能;数字乡村;智慧政务;互联网金融;安防;车联网(车路协同);数据安全;时空大数据;移动支付;数字货币;智能物流;云计算;国资云;乡村振兴;碳中和;国企改革;卫星导航;数据中心;央企国企改革,22
301139,33,301139.SZ,数字乡村;数字经济;智慧城市;数据要素;人工智能;京津冀一体化;东数西算(算力);华为概念;车联网(车路协同);西部大开发;5G;机器人概念;充电桩;储能;光伏概念;AI应用;融资融券,17
301516,33,301516.SZ,换电概念;充电桩;光伏概念;储能;核电;高压快充;粤港澳大湾区;氢能源;燃料电池;低空经济;新型工业化;新能源汽车;国企改革;比亚迪概念;两轮车;5G;深股通;中字头股票;融资融券,19
000822,33,000822.SZ,钒电池;国企改革;污水处理;氢能源;固态电池;深股通;融资融券,7
000890,33,000890.SZ,独角兽概念;光纤概念;净水概念;污水处理,4
603258,17,603258.SH,手机游戏;网络游戏;电子竞技;AIGC概念;AI智能体;创投;虚拟现实;沪股通,8
000726,33,000726.SZ,绿色电力;证金持股;一带一路;创投;C2M概念;人民币贬值受益;职业教育;2025三季报预增;生物疫苗;融资融券,10
300640,33,300640.SZ,福建自贸区;海峡两岸;IP经济(谷子经济);跨境电商;三胎概念;宠物经济;智能家居;中俄贸易概念;家用电器;智能穿戴;人民币贬值受益;储能;新能源汽车,13
002430,33,002430.SZ,可控核聚变;商业航天;高压氧舱;高端装备;氢能源;储能;芯片概念;一带一路;天然气;回购增持再贷款概念;国企改革;存储芯片;煤化工概念;深股通;融资融券,15
601968,17,601968.SH,国企改革;海峡两岸;央企国企改革;一带一路;沪股通,5
688265,17,688265.SH,辅助生殖;2025年报预增;融资融券,3
300829,33,300829.SZ,可降解塑料;参股银行;乡村振兴;农业种植;回购增持再贷款概念;土地流转;玉米;2025年报预增,8
688809,17,688809.SH,科创次新股;存储芯片;注册制次新股;芯片概念;华为概念;2025年报预增;长三角一体化;新股与次新股;融资融券,9
002082,33,002082.SZ,阿尔茨海默概念;医疗器械概念;共同富裕示范区;创新药;肝炎概念;生物疫苗;流感;医药电商;仿制药一致性评价;一带一路;深股通,11
600601,17,600601.SH,共封装光学(CPO);PCB概念;2025年报预增;5G;东数西算(算力);华为概念;融资融券;智慧城市;网络游戏;国企改革;沪股通,11
300644,33,300644.SZ,PEEK材料;汽车热管理;碳纤维;人形机器人;新能源汽车;特斯拉概念;3D打印;比亚迪概念;充电桩;家用电器;机器人概念;低空经济;无人机;特高压;专精特新;高铁;储能;毫米波雷达;小米概念;可降解塑料;5G;回购增持再贷款概念;2025年报预增,23
300335,33,300335.SZ,雄安新区;净水概念;生物质能发电;固废处理;生态农业;绿色电力;空气能热泵;天然气;氢能源;PM2.5;创投;家用电器;粤港澳大湾区;智能家居;光伏概念;锂电池概念;工业互联网;物联网;人工智能,19
300530,33,300530.SZ,钠离子电池;锂电池概念;国企改革;储能;高压快充;充电桩;新能源汽车;深股通,8
002989,33,002989.SZ,新型城镇化;粤港澳大湾区;芯片概念;人工智能;国企改革;深股通,6
300494,33,300494.SZ,Sora概念(文生视频);AIGC概念;短剧游戏;快手概念;虚拟数字人;云游戏;多模态AI;AI智能体;抖音概念(字节概念);手机游戏;云计算;文化传媒概念;腾讯概念;网络游戏;元宇宙;电子竞技;DeepSeek概念;独角兽概念;人工智能;IP经济(谷子经济);东数西算(算力);虚拟现实;华为概念;创投;智能座舱;AI应用;深股通,27
688307,17,688307.SH,光刻机;专精特新;智能穿戴;智能座舱;无人机;机器视觉;机器人概念;海峡两岸;无人驾驶;安防;华为概念;虚拟现实;人工智能;融资融券,14
603217,17,603217.SH,可降解塑料;专精特新;合成生物,3
301511,33,301511.SZ,共封装光学(CPO);PCB概念;PET铜箔;存储芯片;消费电子概念;柔性屏(折叠屏);宁德时代概念;固态电池;5G;锂电池概念;比亚迪概念;华为数字能源;新能源汽车;储能;专精特新;华为概念;无人机;军工;深股通;融资融券,20
300516,33,300516.SZ,中船系;军工信息化;卫星导航;军民融合;商业航天;量子科技;军工;低空经济;无人机;数字经济;无人驾驶;海工装备;央企国企改革;传感器;光纤概念;专精特新;芯片概念;国企改革;深股通,19
000628,33,000628.SZ,数字孪生;智慧城市;物联网;新型城镇化;智慧政务;芯片概念;汽车芯片;数据要素;创投;PPP概念;新能源汽车;西部大开发;国企改革;虚拟电厂;2025年报预增;融资融券;深股通,17
688757,17,688757.SH,科创次新股;注册制次新股;先进封装;存储芯片;光刻胶;芯片概念;新能源汽车;新股与次新股;融资融券,9
603069,17,603069.SH,海南自贸区;免税店;自由贸易港;网约车;旅游概念;跨境电商;国企改革;充电桩;回购增持再贷款概念;无人驾驶;新能源汽车;股权转让(并购重组);沪股通;融资融券,14
002791,33,002791.SZ,垃圾分类;光伏建筑一体化;粤港澳大湾区;智能家居;海峡两岸;光伏概念;融资融券;深股通,8
920821,151,920821.BJ,传感器;消费电子概念;新能源汽车;汽车电子;虚拟现实;共封装光学(CPO);融资融券;人民币贬值受益;专精特新;AI眼镜;PCB概念,11
002296,33,002296.SZ,低空经济;工业互联网;人工智能;卫星导航;智慧城市;大飞机;信创;高端装备;区块链;安防;专精特新;高铁;储能;钒电池,14
920057,151,920057.BJ,中俄贸易概念;海峡两岸;专精特新;融资融券;光伏建筑一体化;装配式建筑,6
001366,33,001366.SZ,乡村振兴;粤港澳大湾区;合成生物,3
300306,33,300306.SZ,人脸识别;人工智能;华为概念;军工;机器人概念;专精特新;基因测序;汽车电子;充电桩;OLED,10
603757,17,603757.SH,液冷服务器;新能源汽车;空气能热泵;燃料电池;储能;数据中心;专精特新;氢能源;高端装备;核电;海工装备;水利;沪股通;商业航天,14
603976,17,603976.SH,医疗器械概念;西部大开发,2
002156,33,002156.SZ,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;共封装光学(CPO);AI PC;芯片概念;华为海思概念股;消费电子概念;汽车电子;2025年报预增;智能座舱;传感器;智能穿戴;特斯拉概念;毫米波雷达;比亚迪概念;同花顺新质50;人民币贬值受益;物联网;海峡两岸;创投;深股通;融资融券,25
002316,33,002316.SZ,智慧城市;ETC;网络安全;人工智能;独角兽概念;区块链;华为概念;数据中心;医疗器械概念;智能电网;粮食概念;特高压;合成生物;摘帽,14
601339,17,601339.SH,参股银行;人民币贬值受益;沪股通;融资融券,4
600834,17,600834.SH,物业管理;上海国企改革;碳交易;光伏建筑一体化;国企改革;绿色电力;充电桩;无人驾驶;股权转让(并购重组),9
300817,33,300817.SZ,减速器;机器人概念;特斯拉概念;新能源汽车;两轮车;专精特新;军工;长三角一体化;风电;商业航天,10
920089,151,920089.BJ,家用电器;碳纤维;比亚迪概念;小米汽车;3D打印;小米概念;融资融券,7
000529,33,000529.SZ,预制菜;广东自贸区;冷链物流;养鸡;猪肉;国企改革;创投;粤港澳大湾区,8
688611,17,688611.SH,存储芯片;芯片概念;钙钛矿电池;传感器;人形机器人;智能电网;机器人概念;物联网;特高压;光伏概念;电力物联网;储能;区块链;虚拟电厂;沪股通;融资融券,16
301381,33,301381.SZ,ERP概念;DeepSeek概念;人工智能;跨境电商;AI应用;智能物流;人民币贬值受益;深股通;融资融券,9
301520,33,301520.SZ,CRO概念;减肥药;创新药;仿制药一致性评价;食品安全;DeepSeek概念;融资融券,7
688576,17,688576.SH,专精特新;医疗器械概念;西部大开发;融资融券,4
000953,33,000953.SZ,维生素;CRO概念;海峡两岸;西部大开发;化肥;股权转让(并购重组),6
000428,33,000428.SZ,预制菜;物业管理;国企改革;职业教育;融资融券,5
002495,33,002495.SZ,预制菜;创投,2
300660,33,300660.SZ,减速器;人形机器人;汽车热管理;机器人概念;比亚迪概念;新能源汽车;无人驾驶;芯片概念;军民融合;军工;液冷服务器;家用电器;物联网;华为概念;宁德时代概念;数据中心;储能;一带一路;深股通;融资融券,20
600121,17,600121.SH,煤炭概念;国企改革;安防;东数西算(算力);机器人概念;工业互联网;DeepSeek概念;数据要素;信创;沪股通;融资融券,11
603021,22,603021.SH,ST板块;地下管网;跨境电商,3
688101,17,688101.SH,盐湖提锂;净水概念;锂电池概念;石墨烯;代糖概念;污水处理;海峡两岸;福建自贸区;核污染防治;西部大开发;沪股通;融资融券,12
603096,17,603096.SH,IP经济(谷子经济);文化传媒概念;知识产权保护;华为概念,4
600101,17,600101.SH,绿色电力;智能电网;钒电池;国企改革;充电桩;西部大开发;央企国企改革;小金属概念;沪股通;融资融券,10
001266,33,001266.SZ,卫星导航;新型工业化;商业航天;车联网(车路协同);换电概念;农机;AI智能体;物联网;机器人概念;人工智能;传感器;工业互联网;无人驾驶;智能座舱;新能源汽车;专精特新;汽车电子;充电桩;数据中心;风电;储能;回购增持再贷款概念;PCB概念,23
300976,33,300976.SZ,脑机接口;智能穿戴;消费电子概念;苹果概念;汽车电子;小米概念;芯片概念;柔性屏(折叠屏);虚拟现实;比亚迪概念;华为概念;宁德时代概念;粤港澳大湾区;特斯拉概念;新能源汽车;抖音概念(字节概念);碳纤维;储能;光伏概念;创投;深股通;融资融券,22
301607,33,301607.SZ,第三代半导体;高压快充;比亚迪概念;小米概念;2025年报预增;小米汽车;新能源汽车;专精特新;充电桩;深股通;融资融券,11
300517,33,300517.SZ,装配式建筑;PPP概念;一带一路;5G,4
603416,17,603416.SH,人形机器人;新型工业化;机器人概念;机器视觉;融资融券;沪股通,6
600079,22,600079.SH,芬太尼;创新药;肝炎概念;生物疫苗;流感;辅助生殖;民营医院;医疗器械概念;ST板块;国企改革;央企国企改革;人工智能,12
603066,17,603066.SH,跨境电商;智能物流;冷链物流;烟草;统一大市场;国企改革;一带一路;数字孪生;物联网;工业互联网;机器人概念;人工智能;新型工业化;华为概念;机器视觉;专精特新;比亚迪概念;华为数字能源;特斯拉概念;宁德时代概念,20
002493,33,002493.SZ,POE胶膜;同花顺中特估100;回购增持再贷款概念;一带一路;光伏概念;同花顺漂亮100;深股通;融资融券,8
301309,33,301309.SZ,共同富裕示范区;人民币贬值受益;专精特新;智能家居;3D打印;融资融券,6
002692,33,002692.SZ,智能电网;充电桩;风电;核电;光伏概念;储能;新能源汽车;专精特新;国企改革;数字孪生;芯片概念,11
