code,market_code,股票代码,所属概念,所属概念数量
301258,33,301258.SZ,维生素;合成生物;医疗器械概念;阿尔茨海默概念;医美概念;创投;2025年报预增;融资融券,8
300120,33,300120.SZ,智慧灯杆;安防;柔性屏(折叠屏);芯片概念;汽车电子;消费电子概念;海工装备;风电;人民币贬值受益;柔性直流输电;特高压;OLED;PET铜箔;深股通,14
300121,33,300121.SZ,先进封装;第三代半导体;芯片概念;有机硅概念;回购增持再贷款概念;硅能源;数字经济;深股通,8
603896,17,603896.SH,维生素;农业种植;工业大麻;医药电商;养老概念;旅游概念;数字经济;工业互联网;沪股通,9
600320,17,600320.SH,海工装备;央企国企改革;核电;一带一路;风电;高端装备;国企改革;自由贸易港;机器人概念;海峡两岸;融资融券;沪股通,12
000985,33,000985.SZ,黑龙江自贸区;国企改革;央企国企改革,3
603638,17,603638.SH,减速器;人形机器人;新型工业化;机器人概念;高端装备;智能电网;雅下水电概念;储能;融资融券;沪股通,10
603689,17,603689.SH,天然气;国企改革;换电概念;氢能源,4
002028,33,002028.SZ,特高压;超级电容;抽水蓄能;智能电网;充电桩;电力物联网;储能;芯片概念;深股通;融资融券,10
301185,33,301185.SZ,AIGC概念;在线教育;华为鲲鹏;数据要素;数字水印;多模态AI;数据安全;人工智能;虚拟现实;数据中心;AI应用;国企改革;融资融券,13
601156,17,601156.SH,统一大市场;冷链物流;国企改革;同花顺出海50;央企国企改革;一带一路;跨境电商;智能物流;人民币贬值受益;拼多多概念;融资融券;沪股通,12
603626,17,603626.SH,特斯拉概念;富士康概念;AI PC;新型烟草(电子烟);智能音箱;柔性屏(折叠屏);无线耳机;苹果概念;智能穿戴;机器人概念;消费电子概念;人民币贬值受益;华为概念;储能;虚拟现实;固态电池;元宇宙;海峡两岸;沪股通;融资融券,20
301517,33,301517.SZ,太赫兹;军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;无人机;量子科技;毫米波雷达;华为概念;5G;华为海思概念股;西部大开发;光纤概念;国企改革;消费电子概念;铜缆高速连接;共封装光学(CPO);深股通;融资融券,21
300505,33,300505.SZ,磷化工;化肥;锂电池概念;固废处理;2025年报预增;西部大开发;2025三季报预增;一带一路;宠物经济;人民币贬值受益;深股通;融资融券,12
601658,17,601658.SH,国企改革;融资融券;沪股通,3
688182,17,688182.SH,6G概念;WiFi 6;5G;华为概念;专精特新;芯片概念;卫星导航;商业航天;新能源汽车;国家大基金持股;2025年报预增;沪股通;融资融券,13
300926,33,300926.SZ,一体化压铸;华为汽车;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;专精特新;2025三季报预增;深股通;融资融券,10
300218,33,300218.SZ,中俄贸易概念;一带一路;绿色电力;石墨烯;足球概念;新能源汽车;比亚迪概念;华为概念;小米概念;消费电子概念;苹果概念;华为手机;芯片概念,13
601928,17,601928.SH,文化传媒概念;手机游戏;在线教育;职业教育;网络游戏;DeepSeek概念;蚂蚁集团概念;国企改革;AI智能体;算力租赁;虚拟现实;东数西算(算力);数据中心;AI应用;融资融券;沪股通,16
002390,33,002390.SZ,医药电商;民营医院;土地流转;流感;养老概念;肝炎概念;医美概念;农业种植;冷链物流;牙科医疗;基因测序;乡村振兴;医疗器械概念;创投;西部大开发;深股通;融资融券,17
300464,33,300464.SZ,跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机,6
920834,151,920834.BJ,可降解塑料;融资融券,2
000632,33,000632.SZ,福建自贸区;海峡两岸;特色小镇;物业管理;露营经济;旅游概念;跨境电商;创投;国企改革,9
002543,33,002543.SZ,空气能热泵;家用电器;创投;一带一路;智能家居;净水概念;氢能源;粤港澳大湾区;独角兽概念;DeepSeek概念;人工智能;华为概念;百度概念;AIGC概念;深股通;融资融券,16
600642,17,600642.SH,证金持股;上海国企改革;参股保险;绿色电力;国企改革;天然气;抽水蓄能;风电;钒电池;虚拟电厂;氢能源;核电;沪股通;融资融券;储能,15
600480,17,600480.SH,人形机器人;汽车热管理;华为汽车;小米汽车;长安汽车概念;飞行汽车(eVTOL);特斯拉概念;传感器;新能源汽车;比亚迪概念;无人驾驶;小米概念;低空经济;水利;地下管网;核电;京津冀一体化;雄安新区;储能;回购增持再贷款概念;液冷服务器;央企国企改革;国企改革;宁德时代概念;锂电池概念;沪股通;融资融券,27
920522,151,920522.BJ,锂电池概念;宁德时代概念;固态电池;融资融券;碳纤维;比亚迪概念;钠离子电池;专精特新,8
000016,33,000016.SZ,MicroLED概念;MiniLED;智能穿戴;星闪概念;无线耳机;智能家居;消费电子概念;网约车;家用电器;芯片概念;PPP概念;存储芯片;工业互联网;创投;5G;海峡两岸;人工智能;污水处理;PCB概念;国企改革;鸿蒙概念;DeepSeek概念;腾讯概念;央企国企改革;深股通;股权转让(并购重组);融资融券,27
300110,33,300110.SZ,医药电商;肝炎概念;仿制药一致性评价;医美概念;猴痘概念;医疗器械概念;国企改革;融资融券,8
601818,17,601818.SH,高股息精选;证金持股;国企改革;沪股通;融资融券,5
300972,33,300972.SZ,乳业;农业种植;土地流转;乡村振兴;海峡两岸;IP经济(谷子经济);2025年报预增;股权转让(并购重组);深股通;融资融券,10
603798,17,603798.SH,燃料电池;氢能源;回购增持再贷款概念;军工;军民融合,5
300752,33,300752.SZ,虚拟现实;智能穿戴;粤港澳大湾区;MicroLED概念;MR(混合现实);华为概念;小米概念;AI眼镜;汽车电子;MiniLED;消费电子概念;比亚迪概念;小米汽车,13
603063,17,603063.SH,智能电网;光伏概念;储能;风电;氢能源;抽水蓄能;粤港澳大湾区;沪股通;融资融券,9
002344,33,002344.SZ,民营医院;特色小镇;参股银行;养老概念;网红经济;跨境电商;国企改革;创投;光伏建筑一体化;长三角一体化;互联网金融;小红书概念;深股通;融资融券;股权转让(并购重组),15
920346,151,920346.BJ,飞行汽车(eVTOL);车联网(车路协同);长安汽车概念;融资融券;机器人概念;长三角一体化;智能家居;新能源汽车;智能物流;无人驾驶;数据中心;小米汽车;净水概念;家用电器;华为汽车;充电桩;PCB概念;人民币贬值受益;低空经济;人形机器人;储能,21
002324,33,002324.SZ,脑机接口;商业航天;卫星导航;碳纤维;军工;低空经济;毫米波雷达;6G概念;PEEK材料;光刻胶;消费电子概念;专精特新;固态电池;机器人概念;新能源汽车;锂电池概念;储能;2025三季报预增;长三角一体化;钠离子电池;2025年报预增;深股通;融资融券,23
600626,17,600626.SH,上海国企改革;上海自贸区;国企改革;比亚迪概念;人民币贬值受益;特斯拉概念;沪股通;融资融券,8
603706,17,603706.SH,天然气;新疆振兴;西部大开发,3
688385,17,688385.SH,MCU芯片;汽车芯片;芯片概念;东数西算(算力);人工智能;英伟达概念;无线充电;存储芯片;融资融券;沪股通,10
000528,33,000528.SZ,雅下水电概念;新疆振兴;国企改革;水利;西部大开发;新型城镇化;回购增持再贷款概念;中俄贸易概念;一带一路;核电;农机;海工装备;风电;DeepSeek概念;无人驾驶;机器人概念;高端装备;深股通;融资融券,19
002735,33,002735.SZ,可控核聚变;军工信息化;军工;核电;信创;低空经济;飞行汽车(eVTOL);无线充电;光伏概念;比亚迪概念;富士康概念;储能;两轮车;新能源汽车;医疗器械概念;可降解塑料;深股通,17
600458,17,600458.SH,风电;氢能源;超级电容;OLED;储能;新能源汽车;特斯拉概念;高铁;锂电池概念;低空经济;央企国企改革;小米概念;国企改革;有机硅概念;5G;融资融券;沪股通,17
920392,151,920392.BJ,融资融券;一带一路;股权转让(并购重组),3
600511,17,600511.SH,医药电商;流感;冷链物流;芬太尼;国企改革;央企国企改革;沪股通;融资融券,8
002104,33,002104.SZ,数字货币;移动支付;电子身份证;ETC;互联网金融;车联网(车路协同);国产操作系统;智慧政务;数据安全;区块链;网络安全;物联网;量子科技;数字经济;5G;阿里巴巴概念;华为概念;人工智能;芯片概念;消费电子概念;一带一路;深股通;融资融券,23
300415,33,300415.SZ,一体化压铸;华为汽车;新能源汽车;长安汽车概念;工业母机;比亚迪概念;3D打印;新型工业化;机器人概念;消费电子概念;工业互联网;5G;深股通;融资融券,14
600733,17,600733.SH,网约车;车联网(车路协同);无人驾驶;智能座舱;星闪概念;百度概念;华为概念;DeepSeek概念;华为汽车;京津冀一体化;小米汽车;汽车芯片;换电概念;充电桩;新能源汽车;一体化压铸;储能;燃料电池;国企改革;高压快充;固态电池;动力电池回收;沪股通;融资融券,24
920230,151,920230.BJ,合成生物;维生素;专精特新;西部大开发;融资融券,5
920112,151,920112.BJ,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,5
600941,17,600941.SH,超级品牌;同花顺中特估100;国企改革;国资云;虚拟数字人;移动支付;DeepSeek概念;数据要素;ChatGPT概念;元宇宙;云计算;人工智能;AI应用;量子科技;东数西算(算力);6G概念;5G;中国AI 50;中字头股票;融资融券;沪股通,21
002955,33,002955.SZ,托育服务;创投;体育产业;人工智能;华为概念;在线教育;鸿蒙概念;腾讯概念;云办公;人民币贬值受益;多模态AI;AI应用;股权转让(并购重组);深股通,14
601919,17,601919.SH,高股息精选;同花顺中特估100;中字头股票;证金持股;航运概念;俄乌冲突概念;国企改革;央企国企改革;同花顺漂亮100;沪股通;融资融券;一带一路;回购增持再贷款概念;人民币贬值受益,14
688727,17,688727.SH,光刻胶;科创次新股;存储芯片;注册制次新股;芯片概念;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,10
688198,17,688198.SH,创新药;眼科医疗;医美概念;医疗器械概念;专精特新;沪股通;融资融券,7
600597,17,600597.SH,超级品牌;乳业;冷链物流;上海国企改革;三胎概念;国企改革;数字经济;沪股通;融资融券,9
002287,33,002287.SZ,流感;创新药;医药电商;三胎概念;西部大开发;深股通;融资融券,7
002396,33,002396.SZ,F5G概念;共封装光学(CPO);WiFi 6;5G;网络安全;腾讯概念;移动支付;数据中心;信创;数字货币;阿里巴巴概念;华为概念;AIGC概念;人工智能;在线教育;鸿蒙概念;车联网(车路协同);福建自贸区;物联网;DeepSeek概念;海峡两岸;机器人概念;互联网金融;文化传媒概念;智能家居;脑机接口;AI应用;深股通;融资融券;国企改革;证金持股,31
002550,33,002550.SZ,创新药;仿制药一致性评价;肝炎概念;合成生物;深股通,5
688006,17,688006.SH,固态电池;锂电池概念;动力电池回收;特斯拉概念;沪股通;融资融券,6
600894,17,600894.SH,国企改革;证金持股;粤港澳大湾区;智慧城市;机器人概念;新型工业化;物联网;新能源汽车;人工智能;汽车电子;融资融券;沪股通,12
000626,33,000626.SZ,农业种植;生态农业;统一大市场;乡村振兴;粮食概念;跨境电商,6
688082,17,688082.SH,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;沪股通;融资融券,7
002347,33,002347.SZ,商业航天;军工;高端装备;新型工业化;核电;机器人概念;工业互联网;机器视觉;人工智能;数字经济;专精特新;创投;新能源汽车;超级电容;锂电池概念;动力电池回收;参股银行,17
601311,17,601311.SH,钠离子电池;动力电池回收;固态电池;锂电池概念;燃料电池;氢能源;储能;一带一路;新能源汽车;长安汽车概念;比亚迪概念;飞行汽车(eVTOL);华为汽车;小米汽车;创投;沪股通;融资融券,17
300509,33,300509.SZ,专精特新;机器人概念;机器视觉;2025年报预增,4
603825,22,603825.SH,文化传媒概念;在线教育;NFT概念;IP经济(谷子经济);网红经济;虚拟数字人;旅游概念;数据要素;区块链;数字经济;AIGC概念;腾讯概念;AI智能体;DeepSeek概念;元宇宙;人工智能;百度概念;Web3.0;抖音概念(字节概念);Sora概念(文生视频);小红书概念;创投;ST板块;华为概念;国企改革;农村电商;数据中心;机器人概念;免税店;AI应用;人形机器人,31
002035,33,002035.SZ,空气能热泵;净水概念;创投;家用电器;智能家居;粤港澳大湾区;数字经济;鸿蒙概念;无人机;深股通;融资融券,11
688581,17,688581.SH,医疗器械概念;人民币贬值受益;机器人概念;沪股通;融资融券,5
603596,17,603596.SH,华为汽车;长安汽车概念;特斯拉概念;人形机器人;无人驾驶;比亚迪概念;飞行汽车(eVTOL);新能源汽车;机器人概念;专精特新;低空经济;创投;融资融券;沪股通,14
688592,17,688592.SH,卫星导航;商业航天;车联网(车路协同);无人机;低空经济;腾讯概念;物联网;无人驾驶;芯片概念;专精特新;机器人概念;乡村振兴;农机;融资融券,14
301251,33,301251.SZ,共封装光学(CPO);PCB概念;富士康概念;MiniLED;5G;汽车电子;专精特新;新型工业化;工业互联网;机器人概念;一带一路;深股通;融资融券,13
002024,33,002024.SZ,超级品牌;ST板块;无人零售;跨境电商;乡村振兴;农村电商;智能家居;家用电器;智能物流;智能医疗;互联网金融;人工智能;DeepSeek概念;独角兽概念;区块链;阿里巴巴概念;AI智能体,17
002920,33,002920.SZ,智能座舱;同花顺新质50;小米汽车;无人驾驶;华为汽车;传感器;长安汽车概念;毫米波雷达;车联网(车路协同);汽车电子;比亚迪概念;英伟达概念;机器人概念;百度概念;华为概念;粤港澳大湾区;回购增持再贷款概念;数字经济;中国AI 50;深股通;海峡两岸;融资融券,22
300441,33,300441.SZ,空气能热泵;燃料电池;家用电器;光伏概念;高端装备;锂电池概念;深股通,7
600660,17,600660.SH,证金持股;同花顺出海50;同花顺漂亮100;特斯拉概念;小米汽车;光伏概念;福建自贸区;沪股通;融资融券,9
603355,17,603355.SH,净水概念;家用电器;人民币贬值受益;机器人概念;新能源汽车;沪股通;融资融券,7
600008,17,600008.SH,医疗废物处理;煤化工概念;PPP概念;固废处理;国企改革;绿色电力;污水处理;雄安新区;新型城镇化;地下管网;净水概念;乡村振兴;垃圾分类;土壤修复;京津冀一体化;智慧城市;DeepSeek概念;人工智能;沪股通;融资融券;机器人概念,21
603697,17,603697.SH,预制菜;西部大开发;沪股通,3
301325,33,301325.SZ,钙钛矿电池;固态电池;宁德时代概念;锂电池概念;光伏概念;比亚迪概念;专精特新;储能;燃料电池;机器人概念;粤港澳大湾区;氢能源;OLED;消费电子概念;传感器;物联网;芯片概念;先进封装;深股通;融资融券,20
300319,33,300319.SZ,深圳国企改革;AI眼镜;汽车电子;5G;小米概念;消费电子概念;智能穿戴;无人机;芯片概念;英伟达概念;比亚迪概念;充电桩;华为概念;新能源汽车;粤港澳大湾区;人形机器人;东数西算(算力);储能;国企改革;融资融券;深股通,21
600183,17,600183.SH,共封装光学(CPO);PCB概念;存储芯片;先进封装;MiniLED;毫米波雷达;5G;汽车电子;芯片概念;2025三季报预增;新能源汽车;沪股通;融资融券;商业航天;华为概念;2025年报预增,16
300532,33,300532.SZ,工业互联网;机器视觉;数字孪生;智能物流;华为概念;区块链;新型工业化;机器人概念;华为鲲鹏;5G;一带一路;比亚迪概念;储能;特斯拉概念;统一大市场;宁德时代概念;股权转让(并购重组);深股通,18
002332,33,002332.SZ,毛发医疗;仿制药一致性评价;医药电商;创新药;辅助生殖;国企改革;深股通;融资融券,8
301360,33,301360.SZ,钙钛矿电池;华为手机;宁德时代概念;专精特新;固态电池;机器视觉;MR(混合现实);人工智能;华为概念;腾讯概念;富士康概念;东数西算(算力);锂电池概念;无线充电;苹果概念;智能穿戴;消费电子概念;芯片概念;AI眼镜;融资融券,20
000088,33,000088.SZ,航运概念;深圳国企改革;统一大市场;国企改革;冷链物流;雄安新区;中俄贸易概念;粤港澳大湾区;深股通;融资融券;华为概念,11
002839,33,002839.SZ,深股通;融资融券,2
300908,33,300908.SZ,农业种植;乡村振兴;海峡两岸;融资融券,4
300343,33,300343.SZ,钠离子电池;氟化工概念;PVDF概念;消毒剂;锂电池概念;固态电池;宁德时代概念;建筑节能;ST板块;比亚迪概念,10
600956,17,600956.SH,天然气;绿色电力;碳交易;国企改革;钒电池;抽水蓄能;氢能源;风电;京津冀一体化;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,15
300182,33,300182.SZ,Sora概念(文生视频);AI语料;短剧游戏;ChatGPT概念;AIGC概念;快手概念;虚拟数字人;华为盘古;多模态AI;NFT概念;AI智能体;在线教育;抖音概念(字节概念);文化传媒概念;华为昇腾;数据要素;阿里巴巴概念;百度概念;腾讯概念;元宇宙;DeepSeek概念;数字经济;人工智能;IP经济(谷子经济);虚拟现实;华为概念;小米概念;AI应用;深股通;融资融券,30
603633,17,603633.SH,消费电子概念;比亚迪概念;毫米波雷达;汽车电子;智能座舱;宁德时代概念;新能源汽车;华为概念;机器人概念;无人驾驶;储能;中芯国际概念,12
002180,33,002180.SZ,芯片概念;MCU芯片;物联网;机器人概念;小米概念;汽车芯片;高端装备;军工;人民币贬值受益;人形机器人;鸿蒙概念;信创;深股通;融资融券,14
300173,33,300173.SZ,ST板块;石墨烯;储能;固态电池;锂电池概念;粤港澳大湾区;新能源汽车;国企改革;高端装备;数字经济;新型工业化;网络安全;华为概念;机器视觉;宁德时代概念;数据中心;数据要素;消费电子概念;算力租赁;无线耳机,20
603838,22,603838.SH,ST板块;人民币贬值受益;智能家居;小金属概念,4
600593,17,600593.SH,冰雪产业;露营经济;旅游概念;IP经济(谷子经济);体育产业;参股银行;国企改革;元宇宙;股权转让(并购重组),9
605108,17,605108.SH,预制菜;网红经济;沪股通,3
300194,33,300194.SZ,流感;幽门螺杆菌概念;仿制药一致性评价;肝炎概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券,10
002547,33,002547.SZ,减速器;机器人概念;一体化压铸;新能源汽车;军工;比亚迪概念;储能;特斯拉概念;光伏概念;5G;绿色电力;华为手机;芯片概念;深股通;融资融券,15
603605,17,603605.SH,共同富裕示范区;沪股通;融资融券,3
688648,17,688648.SH,无人驾驶;拼多多概念;机器视觉;智能物流;机器人概念;专精特新;人工智能;无人机;华为概念;统一大市场;阿里巴巴概念;抖音概念(字节概念);国企改革;沪股通;中字头股票;融资融券,16
001391,33,001391.SZ,统一大市场;冷链物流;国企改革;跨境电商;央企国企改革;智能物流;一带一路;人民币贬值受益;华为概念;苹果概念;深股通;融资融券,12
300586,33,300586.SZ,钠离子电池;固态电池;宁德时代概念;锂电池概念;燃料电池;PCB概念;专精特新;储能;可降解塑料;氢能源;芯片概念;染料;消毒剂;深股通;融资融券,15
600933,17,600933.SH,人形机器人;一体化压铸;新能源汽车;机器人概念;人民币贬值受益;同花顺出海50;回购增持再贷款概念;沪股通;融资融券,9
002309,33,002309.SZ,钙钛矿电池;TOPCON电池;智能电网;光伏建筑一体化;锂电池概念;光伏概念;充电桩;储能;海工装备;高铁;风电;碳中和;绿色电力;军工;新能源汽车;比亚迪概念;军民融合;一带一路;国企改革;5G;华为概念;深股通;摘帽,23
002408,33,002408.SZ,环氧丙烷;可降解塑料;国企改革;氢能源;碳纤维;深股通;融资融券,7
002520,33,002520.SZ,成飞概念;减速器;航空发动机;大飞机;军民融合;新型工业化;高端装备;工业母机;人形机器人;机器人概念;新能源汽车;风电;数字经济;一带一路;共同富裕示范区;人民币贬值受益;深股通;融资融券,18
002836,33,002836.SZ,烟草,1
603138,17,603138.SH,横琴新区;数据要素;人工智能;华为鲲鹏;数据安全;信创;华为概念;雄安新区;数据中心;融资融券,10
600703,17,600703.SH,第三代半导体;MicroLED概念;汽车芯片;MiniLED;芯片概念;AI眼镜;消费电子概念;苹果概念;小米概念;国家大基金持股;比亚迪概念;卫星导航;商业航天;共封装光学(CPO);5G;华为汽车;无人驾驶;新能源汽车;光伏概念;充电桩;海峡两岸;福建自贸区;数据中心;金属回收;同花顺漂亮100;沪股通;融资融券,27
301087,33,301087.SZ,脑机接口;血氧仪;智能医疗;养老概念;医疗器械概念;猴痘概念;DeepSeek概念;幽门螺杆菌概念;阿里巴巴概念;腾讯概念;医药电商;流感;跨境电商;合成生物;重组蛋白;专精特新;融资融券;深股通,18
603738,17,603738.SH,无人机;WiFi 6;5G;军工;卫星导航;华为概念;数据中心;华为海思概念股;人形机器人;机器人概念;芯片概念;汽车电子;专精特新;无人驾驶;智能穿戴;创投;共封装光学(CPO);消费电子概念;比亚迪概念;智能座舱;AI眼镜;光刻机;汽车芯片;MCU芯片;宁德时代概念;融资融券;沪股通,27
600778,17,600778.SH,免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,6
920566,151,920566.BJ,西部大开发;仿制药一致性评价;创新药;农业种植;流感;融资融券;乡村振兴,7
300562,33,300562.SZ,智能医疗;AI应用;血氧仪;养老概念;人工智能;医疗器械概念;区块链;三胎概念;无人零售;体育产业;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念,16
601916,17,601916.SH,共同富裕示范区;融资融券;沪股通,3
688065,17,688065.SH,合成生物;可降解塑料;同花顺新质50;专精特新;沪股通;融资融券,6
301279,33,301279.SZ,共同富裕示范区;减速器;人形机器人;绿色电力;融资融券,5
601607,17,601607.SH,证金持股;医药电商;生物疫苗;仿制药一致性评价;创新药;上海国企改革;国企改革;医疗器械概念;上海自贸区;沪股通;融资融券,11
300449,33,300449.SZ,数字水印;智慧城市;人脸识别;安防;网络安全;车联网(车路协同);知识产权保护;华为概念;人工智能;AI智能体;军工;东数西算(算力);垃圾分类;股权转让(并购重组),14
600159,17,600159.SH,国企改革;京津冀一体化,2
601222,17,601222.SH,光伏建筑一体化;虚拟电厂;绿色电力;智能电网;风电;电力物联网;光伏概念;氢能源;储能;充电桩;TOPCON电池;华为数字能源;锂电池概念;飞行汽车(eVTOL);低空经济;人工智能;物联网;华为概念;蚂蚁集团概念;区块链;沪股通;融资融券,22
002172,33,002172.SZ,民营医院;毛发医疗;医美概念;三胎概念;养老概念;冷链物流;高压氧舱;国企改革;股权转让(并购重组),9
603418,17,603418.SH,一体化压铸;华为汽车;注册制次新股;特斯拉概念;新能源汽车;小米汽车;比亚迪概念;小米概念;宁德时代概念;新股与次新股;融资融券,11
002903,33,002903.SZ,军工;工业母机;同花顺新质50;新型工业化;华为概念;比亚迪概念;机器人概念;新能源汽车;减速器;专精特新;小米概念;芯片概念;消费电子概念;第三代半导体;富士康概念;苹果概念;融资融券,17
600611,17,600611.SH,网约车;互联网金融;物业管理;旅游概念;参股券商;低空经济;创投;百度概念;云计算;数据中心;沪股通;融资融券,12
001289,33,001289.SZ,抽水蓄能;绿色电力;新疆振兴;碳交易;国企改革;央企国企改革;风电;乡村振兴;碳中和;一带一路;同花顺漂亮100;DeepSeek概念;融资融券;深股通,14
603007,22,603007.SH,新型城镇化;PPP概念;装配式建筑;ST板块;新能源汽车;传感器;储能;汽车芯片;股权转让(并购重组),9
301135,33,301135.SZ,汽车电子;家用电器;传感器;消费电子概念;智能家居;空气能热泵;机器人概念;物联网;毫米波雷达;人脸识别;芯片概念;PCB概念;语音技术;工业互联网;充电桩;医疗器械概念;海峡两岸;储能;人工智能;回购增持再贷款概念;DeepSeek概念;腾讯概念;养老概念;智能医疗;三胎概念;AI智能体;锂电池概念;宠物经济;融资融券,29
600812,17,600812.SH,流感;维生素;仿制药一致性评价;生物疫苗;肝炎概念;合成生物;创新药;眼科医疗;证金持股;重组蛋白;雄安新区;国企改革;化肥;数字经济;DeepSeek概念;沪股通;融资融券,17
603517,22,603517.SH,预制菜;ST板块;冷链物流,3
300435,33,300435.SZ,可控核聚变;商业航天;高端装备;煤化工概念;氢能源;天然气;2025三季报预增;碳中和;新疆振兴;一带一路;芯片概念;储能;共同富裕示范区;俄乌冲突概念;深股通,15
000537,33,000537.SZ,绿色电力;新疆振兴;国企改革;央企国企改革;风电;光热发电;京津冀一体化;储能;深股通;融资融券,10
002375,33,002375.SZ,建筑节能;装配式建筑;新型城镇化;光伏建筑一体化;智慧城市;人工智能;智能家居;安防;高铁;工业互联网;虚拟现实;百度概念;腾讯概念;华为概念;3D打印;深股通;融资融券,17
002786,33,002786.SZ,化债概念(AMC概念);粤港澳大湾区;国企改革;新型工业化;机器人概念;虚拟现实;华为汽车;华为概念;高端装备;大飞机;新能源汽车;3D打印;比亚迪概念;小米概念;5G;消费电子概念;芯片概念;宁德时代概念;深股通,19
603222,17,603222.SH,细胞免疫治疗;民营医院;创新药;医美概念;幽门螺杆菌概念;医疗器械概念;回购增持再贷款概念;融资融券,8
600699,17,600699.SH,人形机器人;华为汽车;特斯拉概念;汽车热管理;智能座舱;长安汽车概念;汽车电子;传感器;无人驾驶;比亚迪概念;无线充电;新能源汽车;小米概念;机器人概念;汽车芯片;英伟达概念;芯片概念;EDR概念;人民币贬值受益;高压快充;储能;充电桩;车联网(车路协同);5G;华为概念;回购增持再贷款概念;创投;鸿蒙概念;数字经济;DeepSeek概念;阿里巴巴概念;AI智能体;AI应用;沪股通;融资融券,35
002714,33,002714.SZ,猪肉;同花顺漂亮100;合成生物;参股银行;乡村振兴;回购增持再贷款概念;深股通;融资融券,8
002238,33,002238.SZ,短剧游戏;文化传媒概念;虚拟数字人;在线教育;数据要素;智慧政务;国资云;AI智能体;腾讯概念;智慧城市;足球概念;网络安全;算力租赁;国企改革;数据中心;5G;深股通;融资融券,18
301039,33,301039.SZ,统一大市场;冷链物流;氢能源;高端装备;人民币贬值受益;新能源汽车;智能物流;华为概念;无人驾驶;融资融券;深股通,11
301215,33,301215.SZ,车联网(车路协同);无人驾驶;飞行汽车(eVTOL);低空经济;长安汽车概念;央企国企改革;小米汽车;智慧城市;人脸识别;国企改革;虚拟现实;比亚迪概念;人工智能;充电桩;小米概念;深股通;中字头股票;融资融券,18
603211,17,603211.SH,特斯拉概念;卫星导航;毫米波雷达;机器人概念;无人驾驶;比亚迪概念;新能源汽车;专精特新;智能家居;长三角一体化;沪股通,11
301588,33,301588.SZ,粤港澳大湾区;人民币贬值受益;融资融券,3
688301,17,688301.SH,牙科医疗;传感器;专精特新;高端装备;医疗器械概念;芯片概念;沪股通;融资融券,8
603577,17,603577.SH,特高压;核电;光伏概念;海工装备;工业互联网,5
002399,33,002399.SZ,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,6
300895,33,300895.SZ,云计算;算力租赁;国资云;抖音概念(字节概念);数据确权;数据安全;网络安全;数据要素;阿里巴巴概念;量子科技;东数西算(算力);DeepSeek概念;数字经济;数字孪生;京津冀一体化;华为概念;数据中心;物联网;电力物联网;核电;国企改革;深股通;融资融券,23
300011,33,300011.SZ,低空经济;高铁;高端装备;储能;空气能热泵;高压快充;机器人概念;语音技术;汽车热管理;一带一路;人工智能;国企改革;动力电池回收,13
300381,33,300381.SZ,维生素;合成生物;NMN概念;横琴新区;粤港澳大湾区;可降解塑料,6
600082,17,600082.SH,天津自贸区;国企改革;京津冀一体化;创投,4
688058,17,688058.SH,华为鲲鹏;AIGC概念;ChatGPT概念;数据要素;AI智能体;云计算;信创;数据安全;华为欧拉;华为昇腾;鸿蒙概念;人脸识别;阿里巴巴概念;人工智能;智慧城市;DeepSeek概念;算力租赁;跨境支付(CIPS);互联网金融;华为概念;机器视觉;5G;专精特新;AI应用;融资融券,25
688272,17,688272.SH,量子科技;卫星导航;军民融合;军工;车联网(车路协同);无人机;芯片概念;无人驾驶;机器视觉;专精特新;机器人概念;融资融券,12
600779,17,600779.SH,白酒概念;西部大开发;沪股通;融资融券,4
002154,33,002154.SZ,C2M概念;创投;证金持股;数据要素;融资融券;深股通,6
301449,33,301449.SZ,注册制次新股;宁德时代概念;锂电池概念;核电;高端装备;水利;汽车热管理;储能;高压快充;粤港澳大湾区;智能医疗;物联网;充电桩;新能源汽车;新股与次新股;融资融券,16
002356,33,002356.SZ,共享单车;天然气;充电桩;氢能源;绿色电力;风电;数字经济;深股通,8
300256,33,300256.SZ,虚拟现实;华为概念;智能穿戴;小米概念;智能座舱;毫米波雷达;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;两轮车;新能源汽车;OLED;特斯拉概念;深股通,15
601866,17,601866.SH,航运概念;参股银行;国企改革;同花顺中特估100;央企国企改革;回购增持再贷款概念;储能;上海自贸区;数字经济;沪股通;融资融券;中字头股票,12
