股票代码,market_code,code,所属概念数量,所属概念
002631.SZ,33,002631,9,石墨烯;C2M概念;核污染防治;长三角一体化;工业互联网;智能家居;柔性屏(折叠屏);深股通;融资融券
002884.SZ,33,002884,5,高股息精选;水利;空气能热泵;人民币贬值受益;深股通
920821.BJ,151,920821,11,消费电子概念;新能源汽车;专精特新;传感器;虚拟现实;共封装光学(CPO);汽车电子;融资融券;人民币贬值受益;AI眼镜;PCB概念
000570.SZ,33,000570,10,乡村振兴;农机;国企改革;海峡两岸;参股银行;无人机;华为概念;锂电池概念;固态电池;2026一季报预增
603658.SH,17,603658,11,流感;猴痘概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;DeepSeek概念;AI应用;人工智能;沪股通;融资融券
688678.SH,17,688678,16,富士康概念;苹果概念;消费电子概念;人形机器人;智能穿戴;比亚迪概念;特斯拉概念;新能源汽车;机器人概念;光伏概念;2026一季报预增;TOPCON电池;海峡两岸;医疗器械概念;沪股通;融资融券
002872.SZ,33,002872,4,西部大开发;ST板块;流感;仿制药一致性评价
603071.SH,17,603071,14,煤炭概念;生物质能发电;绿色电力;统一大市场;国企改革;高股息精选;碳中和;污水处理;中俄贸易概念;智能电网;储能;换电概念;充电桩;沪股通
002442.SZ,33,002442,4,工业互联网;煤化工概念;阿里巴巴概念;京津冀一体化
920533.BJ,151,920533,10,储能;专精特新;宁德时代概念;特斯拉概念;人民币贬值受益;融资融券;机器人概念;人形机器人;无人驾驶;新能源汽车
002340.SZ,33,002340,33,金属钴;金属镍;小金属概念;金属铜;钠离子电池;金属回收;动力电池回收;黄金概念;固态电池;锂电池概念;稀土永磁;石墨烯;宁德时代概念;汽车拆解概念;固废处理;氢能源;储能;燃料电池;污水处理;一带一路;碳中和;垃圾分类;粤港澳大湾区;比亚迪概念;土壤修复;新能源汽车;特斯拉概念;专精特新;低空经济;机器人概念;人形机器人;深股通;融资融券
002139.SZ,33,002139,38,人形机器人;两轮车;新型工业化;AI应用;鸿蒙概念;机器人概念;AI智能体;机器视觉;DeepSeek概念;人工智能;安防;无人驾驶;阿里巴巴概念;低空经济;智能家居;物联网;养老概念;新能源汽车;智能座舱;人民币贬值受益;空气能热泵;无人机;粤港澳大湾区;充电桩;储能;无线耳机;智能电网;钠离子电池;高压快充;医美概念;数据中心(AIDC);锂电池概念;无线充电;光伏概念;绿色电力;深股通;液冷服务器;融资融券
002688.SZ,33,002688,11,代糖概念;动物疫苗;合成生物;粮食概念;污水处理;西部大开发;玉米;宠物经济;禽流感;人工智能;深股通
301022.SZ,33,301022,12,小米汽车;PEEK材料;华为汽车;人形机器人;机器人概念;无人驾驶;小米概念;比亚迪概念;新能源汽车;人民币贬值受益;储能;融资融券
002841.SZ,33,002841,22,AI应用;人工智能;DeepSeek概念;星闪概念;车联网(车路协同);AIGC概念;智能家居;在线教育;家用电器;智慧政务;机器人概念;云办公;智能座舱;小米概念;物业管理;智能穿戴;AI眼镜;汽车电子;深股通;MicroLED概念;2026中报预增;融资融券
601018.SH,17,601018,7,同花顺中特估100;航运概念;证金持股;自由贸易港;国企改革;沪股通;融资融券
001337.SZ,33,001337,5,黄金概念;西部大开发;国企改革;融资融券;深股通
688198.SH,17,688198,7,眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券
920152.BJ,151,920152,9,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券
688281.SH,17,688281,7,碳纤维;航空发动机;军工;西部大开发;大飞机;沪股通;融资融券
301069.SZ,33,301069,5,PEEK材料;3D打印;锂电池概念;深股通;融资融券
603266.SH,17,603266,12,汽车热管理;无人驾驶;机器人概念;低空经济;新能源汽车;传感器;无人机;智能家居;毫米波雷达;汽车电子;消费电子概念;芯片概念
300864.SZ,33,300864,8,净水概念;污水处理;土壤修复;水利;人工智能;碳中和;高股息精选;融资融券
603170.SH,17,603170,2,预制菜;沪股通
300420.SZ,33,300420,11,新型工业化;智能物流;智慧城市;物联网;机器人概念;军民融合;区块链;充电桩;液冷服务器;储能;股权转让(并购重组)
300880.SZ,33,300880,11,虚拟电厂;电力物联网;智能电网;鸿蒙概念;物联网;充电桩;储能;高压快充;专精特新;传感器;融资融券
600156.SH,17,600156,14,算力租赁;跨境电商;旅游概念;东数西算(算力);数据中心(AIDC);养老概念;人民币贬值受益;国企改革;医疗器械概念;液冷服务器;柔性屏(折叠屏);消费电子概念;5G;股权转让(并购重组)
301087.SZ,33,301087,20,重组蛋白;医药电商;流感;幽门螺杆菌概念;猴痘概念;合成生物;养老概念;高股息精选;血氧仪;跨境电商;医疗器械概念;智能医疗;脑机接口;DeepSeek概念;阿里巴巴概念;腾讯概念;专精特新;鸿蒙概念;融资融券;深股通
002630.SZ,33,002630,13,核电;储能;光热发电;一带一路;ST板块;碳中和;西部大开发;超超临界发电;新型城镇化;生物质能发电;绿色电力;固废处理;PPP概念
003000.SZ,33,003000,6,人造肉;网红经济;乡村振兴;一带一路;海峡两岸;深股通
605378.SH,17,605378,6,锂电池概念;共同富裕示范区;人民币贬值受益;长三角一体化;工业互联网;沪股通
600143.SH,17,600143,28,PEEK材料;人形机器人;特斯拉概念;机器人概念;碳纤维;低空经济;新能源汽车;无人机;氢能源;数字经济;储能;充电桩;锂电池概念;碳中和;固态电池;可降解塑料;创投;商业航天;粤港澳大湾区;光伏概念;东数西算(算力);数据中心(AIDC);医疗器械概念;5G;合成生物;沪股通;融资融券;铜缆高速连接
002036.SZ,33,002036,37,华为汽车;智能座舱;人形机器人;毫米波雷达;MR(混合现实);虚拟现实;特斯拉概念;元宇宙;汽车电子;无人驾驶;机器视觉;安防;智能穿戴;传感器;机器人概念;百度概念;英伟达概念;无线充电;无线耳机;新能源汽车;华为概念;比亚迪概念;苹果概念;无人机;消费电子概念;智能家居;AI眼镜;低空经济;军民融合;创投;一带一路;OLED;芯片概念;共封装光学(CPO);深股通;股权转让(并购重组);融资融券
002936.SZ,33,002936,2,深股通;融资融券
002529.SZ,33,002529,9,股权转让(并购重组);HJT电池;储能;宁德时代概念;新能源汽车;光伏概念;3D打印;高端装备;摘帽
605296.SH,17,605296,5,猪肉;预制菜;乡村振兴;西部大开发;沪股通
300165.SZ,33,300165,11,土壤修复;工业大麻;污水处理;食品安全;锂电池概念;氢能源;医疗器械概念;专精特新;无人机;华为概念;摘帽
603193.SH,17,603193,6,IP经济(谷子经济);三胎概念;跨境电商;C2M概念;沪股通;融资融券
603815.SH,17,603815,7,新型城镇化;地下管网;乡村振兴;PPP概念;水利;一带一路;沪股通
000680.SZ,33,000680,15,中俄贸易概念;新型城镇化;雄安新区;雅下水电概念;垃圾分类;一带一路;乡村振兴;高端装备;人工智能;机器人概念;人民币贬值受益;国企改革;无人驾驶;融资融券;深股通
601628.SH,17,601628,8,证金持股;同花顺中特估100;互联网保险;参股银行;中字头股票;国企改革;沪股通;融资融券
688075.SH,17,688075,7,猴痘概念;流感;宠物经济;智能医疗;人民币贬值受益;沪股通;融资融券
000936.SZ,33,000936,6,创投;国企改革;参股银行;参股券商;深股通;融资融券
300027.SZ,33,300027,13,特色小镇;短剧游戏;虚拟数字人;数字经济;文化传媒概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;腾讯概念;阿里巴巴概念;旅游概念;网红经济;ST板块
603393.SH,17,603393,8,俄乌冲突概念;天然气;页岩气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通
600361.SH,17,600361,19,金属回收;金属铜;超导概念;碳中和;宁德时代概念;一带一路;华为概念;无线耳机;特高压;比亚迪概念;新能源汽车;机器人概念;小米概念;苹果概念;小米汽车;消费电子概念;液冷服务器;富士康概念;沪股通
601838.SH,17,601838,5,高股息精选;国企改革;西部大开发;沪股通;融资融券
002761.SZ,33,002761,17,PPP概念;装配式建筑;新型城镇化;雅下水电概念;国企改革;乡村振兴;固废处理;水利;污水处理;建筑节能;土壤修复;共同富裕示范区;一带一路;DeepSeek概念;智慧城市;深股通;融资融券
688633.SH,17,688633,4,专精特新;高端装备;一带一路;融资融券
002818.SZ,33,002818,8,网红经济;高股息精选;西部大开发;互联网金融;鸿蒙概念;智能家居;军工;深股通
300074.SZ,33,300074,17,DRG/DIP;在线教育;智慧城市;AI应用;智慧政务;AI智能体;家庭医生;云办公;安防;DeepSeek概念;创投;低空经济;智能医疗;华为概念;无人机;充电桩;储能
600714.SH,17,600714,6,小金属概念;西部大开发;国企改革;央企国企改革;玻璃基板;沪股通
002511.SZ,33,002511,4,三胎概念;IP经济(谷子经济);深股通;融资融券
300829.SZ,33,300829,6,可降解塑料;土地流转;玉米;参股银行;乡村振兴;农业种植
002533.SZ,33,002533,26,智能电网;柔性直流输电;核电;风电;充电桩;水利;特高压;雅下水电概念;超导概念;储能;一带一路;数据中心(AIDC);长安汽车概念;华为概念;高压快充;可控核聚变;机器人概念;高铁;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券
600694.SH,17,600694,5,高股息精选;免税店;证金持股;沪股通;融资融券
603031.SH,17,603031,12,共封装光学(CPO);AI PC;芯片概念;固态电池;储能;商业航天;华为概念;锂电池概念;股权转让(并购重组);跨境电商;超级品牌;沪股通
002140.SZ,33,002140,18,煤化工概念;钛白粉概念;土壤修复;污水处理;PPP概念;光热发电;固废处理;可降解塑料;国企改革;石墨烯;POE胶膜;盐湖提锂;氢能源;一带一路;锂电池概念;融资融券;股权转让(并购重组);深股通
600847.SH,17,600847,2,西部大开发;储能
000972.SZ,33,000972,9,农业种植;乡村振兴;新疆振兴;西部大开发;国企改革;维生素;医疗器械概念;股权转让(并购重组);摘帽
000301.SZ,33,000301,11,环氧丙烷;POE胶膜;煤化工概念;碳纤维;同花顺漂亮100;锂电池概念;工业互联网;光伏概念;深股通;2026中报预增;融资融券
920175.BJ,151,920175,10,比亚迪概念;中俄贸易概念;3D打印;融资融券;风电;燃料电池;石墨电极;光伏概念;芯片概念;专精特新
300306.SZ,33,300306,11,人工智能;人脸识别;专精特新;机器人概念;军工;华为概念;基因测序;充电桩;眼科医疗;汽车电子;OLED
002397.SZ,33,002397,5,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济)
605488.SH,17,605488,8,人形机器人;传感器;机器人概念;苹果概念;消费电子概念;华为概念;专精特新;沪股通
300406.SZ,33,300406,7,幽门螺杆菌概念;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券
301383.SZ,33,301383,20,智能音箱;无线耳机;语音技术;MR(混合现实);智能穿戴;物联网;虚拟现实;AI眼镜;抖音概念(字节概念);消费电子概念;专精特新;百度概念;人民币贬值受益;跨境电商;电子竞技;智能医疗;医疗器械概念;一带一路;深股通;融资融券
300245.SZ,33,300245,21,财税数字化;华为鲲鹏;ChatGPT概念;智慧政务;数据要素;区块链;ST板块;华为昇腾;信创;人脸识别;阿里巴巴概念;数字经济;互联网金融;智慧城市;国产操作系统;东数西算(算力);数据中心(AIDC);华为概念;长三角一体化;机器人概念;5G
600020.SH,17,600020,11,信托概念;参股保险;参股银行;化债概念(AMC概念);文化传媒概念;国企改革;AI应用;创投;沪股通;融资融券;充电桩
002386.SZ,33,002386,15,磷化工;钛白粉概念;水泥概念;煤炭概念;西部大开发;国企改革;氢能源;锂电池概念;固态电池;绿色电力;宁德时代概念;储能;工业互联网;融资融券;深股通
002211.SZ,33,002211,2,有机硅概念;ST板块
002531.SZ,33,002531,7,氢能源;海工装备;风电;绿色电力;深股通;储能;融资融券
603757.SH,17,603757,14,液冷服务器;数据中心(AIDC);空气能热泵;专精特新;储能;商业航天;新能源汽车;高端装备;核电;海工装备;燃料电池;氢能源;水利;沪股通
300644.SZ,33,300644,25,PEEK材料;人形机器人;飞行汽车(eVTOL);汽车热管理;碳纤维;机器人概念;特斯拉概念;家用电器;比亚迪概念;无人机;低空经济;高铁;新能源汽车;有机硅概念;高端装备;专精特新;3D打印;可降解塑料;小米概念;毫米波雷达;两轮车;5G;储能;充电桩;特高压
301062.SZ,33,301062,6,食品安全;DeepSeek概念;光伏概念;高压快充;商业航天;融资融券
001319.SZ,33,001319,14,一体化压铸;华为汽车;飞行汽车(eVTOL);人形机器人;汽车热管理;低空经济;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;中俄贸易概念;粤港澳大湾区;一带一路;储能
600602.SH,17,600602,29,算力租赁;云计算;东数西算(算力);信创;智慧政务;国资云;腾讯概念;阿里巴巴概念;数据中心(AIDC);数据要素;区块链;AI智能体;智慧城市;液冷服务器;物联网;数字孪生;数字经济;华为概念;DeepSeek概念;人工智能;职业教育;智能医疗;军工;食品安全;PPP概念;国企改革;上海国企改革;沪股通;融资融券
300333.SZ,33,300333,11,芯片概念;数字货币;网络安全;信创;数据安全;移动支付;鸿蒙概念;数字经济;数据要素;互联网金融;融资融券
300854.SZ,33,300854,7,粤港澳大湾区;固废处理;土壤修复;生物质能发电;碳中和;绿色电力;融资融券
600990.SH,17,600990,22,军工信息化;军民融合;大飞机;国产航母;军工;低空经济;卫星导航;商业航天;安防;核电;水利;DeepSeek概念;量子科技;可控核聚变;央企国企改革;新能源汽车;比亚迪概念;国企改革;毫米波雷达;PCB概念;沪股通;融资融券
301195.SZ,33,301195,15,鸿蒙概念;机器视觉;DeepSeek概念;人工智能;机器人概念;无人驾驶;工业互联网;物联网;专精特新;华为概念;卫星导航;商业航天;芯片概念;5G;融资融券
600729.SH,17,600729,12,高股息精选;证金持股;IP经济(谷子经济);养老概念;西部大开发;黄金概念;互联网金融;人工智能;沪股通;融资融券;机器人概念;小米汽车
