股票代码,market_code,code,所属概念数量,所属概念
688271.SH,17,688271,8,阿尔茨海默概念;智能医疗;医疗器械概念;AI应用;人工智能;高端装备;沪股通;融资融券
600178.SH,17,600178,13,兵装重组概念;国企改革;央企国企改革;黑龙江自贸区;长安汽车概念;减速器;低空经济;无人机;新能源汽车;华为汽车;华为概念;飞行汽车(eVTOL);沪股通
600713.SH,17,600713,6,医药电商;高股息精选;冷链物流;参股券商;国企改革;沪股通
601868.SH,17,601868,44,虚拟电厂;风电;超超临界发电;碳交易;生物质能发电;绿色电力;柔性直流输电;光热发电;算力租赁;特高压;水泥概念;雅下水电概念;阿里巴巴概念;水利;储能;东数西算(算力);海工装备;土壤修复;核电;氢能源;AI智能体;数据中心(AIDC);民爆概念;央企国企改革;新型城镇化;一带一路;燃料电池;低空经济;高端装备;人工智能;军工;华为概念;机器人概念;国企改革;可控核聚变;参股保险;海峡两岸;同花顺中特估100;光纤概念;宁德时代概念;证金持股;中字头股票;融资融券;沪股通
603230.SH,17,603230,4,文化传媒概念;西部大开发;国企改革;沪股通
301290.SZ,33,301290,4,血氧仪;医疗器械概念;重组蛋白;融资融券
002101.SZ,33,002101,22,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券
301042.SZ,33,301042,13,人脸识别;算力租赁;DeepSeek概念;智慧城市;人工智能;安防;跨境电商;智能家居;机器人概念;机器视觉;人民币贬值受益;深股通;融资融券
603700.SH,17,603700,12,中俄贸易概念;污水处理;地下管网;人工智能;智慧城市;元宇宙;虚拟数字人;DeepSeek概念;物联网;阿里巴巴概念;华为概念;传感器
688158.SH,17,688158,30,算力租赁;华为昇腾;东数西算(算力);中国AI 50;云计算;智谱AI;数据安全;云游戏;数据中心(AIDC);信创;液冷服务器;智慧政务;财税数字化;AI智能体;数据要素;华为概念;数字乡村;智慧城市;DeepSeek概念;商业航天;数字经济;人工智能;低空经济;工业互联网;无人驾驶;脑机接口;专精特新;智能医疗;机器人概念;融资融券
688616.SH,17,688616,6,电力物联网;智能电网;充电桩;高端装备;储能;融资融券
920061.BJ,151,920061,7,宁德时代概念;融资融券;专精特新;机器人概念;稀土永磁;固态电池;锂电池概念
003816.SZ,33,003816,11,同花顺中特估100;绿色电力;央企国企改革;国企改革;一带一路;DeepSeek概念;核电;核污染防治;中字头股票;融资融券;深股通
603586.SH,17,603586,4,高铁;人民币贬值受益;新能源汽车;比亚迪概念
000789.SZ,33,000789,3,水泥概念;国企改革;融资融券
301300.SZ,33,301300,6,有机硅概念;专精特新;海峡两岸;固废处理;硅能源;融资融券
601777.SH,17,601777,12,参股银行;车联网(车路协同);西部大开发;百度概念;独角兽概念;换电概念;两轮车;无人驾驶;智能座舱;新能源汽车;融资融券;沪股通
301439.SZ,33,301439,17,中俄贸易概念;一带一路;充电桩;海峡两岸;储能;智能家居;家用电器;高压快充;小米汽车;铜缆高速连接;新能源汽车;小米概念;比亚迪概念;消费电子概念;富士康概念;深股通;融资融券
300815.SZ,33,300815,20,AI应用;人形机器人;人工智能;DeepSeek概念;数字乡村;机器人概念;阿里巴巴概念;智慧城市;无人驾驶;一带一路;无人机;垃圾分类;金属回收;粤港澳大湾区;新型城镇化;PPP概念;碳中和;物业管理;东数西算(算力);深股通
605098.SH,17,605098,6,高股息精选;在线教育;职业教育;AI应用;DeepSeek概念;沪股通
600305.SH,17,600305,4,超级品牌;国企改革;沪股通;融资融券
300066.SZ,33,300066,14,新型工业化;稀土永磁;工业互联网;华为概念;物联网;智慧城市;数字经济;DeepSeek概念;储能;污水处理;互联网金融;净水概念;深股通;融资融券
603092.SH,17,603092,8,注册制次新股;新疆振兴;独角兽概念;风电;海工装备;高端装备;融资融券;新股与次新股
300515.SZ,33,300515,7,物联网;工业互联网;电力物联网;机器人概念;专精特新;碳中和;固废处理
603309.SH,17,603309,3,医疗器械概念;人民币贬值受益;高股息精选
002394.SZ,33,002394,3,数字经济;一带一路;创投
000650.SZ,33,000650,17,医药电商;生物疫苗;仿制药一致性评价;流感;肝炎概念;创新药;眼科医疗;三胎概念;养老概念;医疗器械概念;消毒剂;区块链;脑机接口;深股通;融资融券;智能穿戴;AI眼镜
301162.SZ,33,301162,12,虚拟电厂;碳交易;绿色电力;智能电网;AI应用;风电;储能;人工智能;光伏概念;专精特新;深股通;融资融券
301109.SZ,33,301109,12,生物质能发电;绿色电力;新型城镇化;污水处理;固废处理;垃圾分类;碳中和;一带一路;高股息精选;股权转让(并购重组);深股通;融资融券
688636.SH,17,688636,11,军工信息化;卫星导航;商业航天;无人机;军工;华为昇腾;专精特新;DeepSeek概念;西部大开发;沪股通;融资融券
300807.SZ,33,300807,26,ERP概念;人脸识别;百度概念;EDR概念;AI智能体;数据要素;东数西算(算力);人工智能;移动支付;车联网(车路协同);数据中心(AIDC);华为概念;智能物流;物联网;充电桩;雄安新区;无人驾驶;冷链物流;比亚迪概念;高压快充;智能座舱;卫星导航;新能源汽车;网约车;乡村振兴;智能穿戴
002126.SZ,33,002126,23,液冷服务器;小米汽车;汽车热管理;华为汽车;人形机器人;特斯拉概念;数据中心(AIDC);小米概念;长安汽车概念;比亚迪概念;新能源汽车;东数西算(算力);机器人概念;宁德时代概念;低空经济;充电桩;工业互联网;储能;燃料电池;创投;氢能源;深股通;融资融券
002199.SZ,33,002199,3,股权转让(并购重组);锂电池概念;ST板块
920839.BJ,151,920839,12,机器人概念;无人驾驶;海工装备;融资融券;减速器;风电;新能源汽车;专精特新;中俄贸易概念;军民融合;人形机器人;军工
002432.SZ,33,002432,15,血氧仪;天津自贸区;AI应用;智能医疗;智能穿戴;小米概念;创投;人民币贬值受益;医疗器械概念;跨境电商;流感;京津冀一体化;养老概念;深股通;融资融券
920062.BJ,151,920062,8,数据中心(AIDC);参股银行;军工;储能;光伏概念;专精特新;智能电网;融资融券
603585.SH,17,603585,0,
000600.SZ,33,000600,19,超超临界发电;抽水蓄能;生物质能发电;绿色电力;碳交易;虚拟电厂;风电;超级电容;碳中和;储能;核电;国企改革;氢能源;证金持股;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能
002520.SZ,33,002520,18,工业母机;减速器;人形机器人;新型工业化;航空发动机;成飞概念;高端装备;机器人概念;新能源汽车;大飞机;军民融合;数字经济;共同富裕示范区;人民币贬值受益;一带一路;风电;深股通;融资融券
600268.SH,17,600268,28,虚拟电厂;抽水蓄能;智能电网;特高压;AI智能体;数据要素;超超临界发电;风电;DeepSeek概念;充电桩;绿色电力;核电;水利;人工智能;雅下水电概念;高铁;数据中心(AIDC);雄安新区;储能;新疆振兴;央企国企改革;华为概念;国企改革;商业航天;高端装备;机器人概念;沪股通;融资融券
300793.SZ,33,300793,35,星闪概念;智能家居;智能音箱;换电概念;车联网(车路协同);脑机接口;虚拟现实;语音技术;人工智能;华为概念;机器人概念;人民币贬值受益;无人机;鸿蒙概念;小米概念;阿里巴巴概念;创投;新型工业化;智能穿戴;机器视觉;元宇宙;一带一路;储能;血氧仪;无线耳机;医疗器械概念;消费电子概念;空间计算;AI眼镜;汽车电子;两轮车;苹果概念;芯片概念;粤港澳大湾区;深股通
603637.SH,17,603637,4,国企改革;碳中和;天然气;氢能源
600015.SH,17,600015,5,高股息精选;证金持股;跨境支付(CIPS);沪股通;融资融券
688459.SH,17,688459,14,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;融资融券
002067.SZ,33,002067,13,数字孪生;机器人概念;托育服务;数字经济;光伏建筑一体化;一带一路;创投;烟草;绿色电力;长三角一体化;深股通;融资融券;2026中报预增
603955.SH,17,603955,9,雄安新区;特色小镇;旅游概念;新型城镇化;PPP概念;碳中和;机器人概念;宠物经济;股权转让(并购重组)
601200.SH,17,601200,13,生物质能发电;碳交易;PPP概念;绿色电力;国企改革;上海国企改革;固废处理;垃圾分类;土壤修复;污水处理;上海自贸区;沪股通;融资融券
601336.SH,17,601336,6,证金持股;互联网保险;国企改革;蚂蚁集团概念;沪股通;融资融券
000521.SZ,33,000521,19,高股息精选;净水概念;国企改革;冷链物流;垃圾分类;医疗器械概念;一带一路;家用电器;空气能热泵;智能家居;DeepSeek概念;人工智能;血氧仪;鸿蒙概念;工业互联网;小米概念;量子科技;深股通;融资融券
300329.SZ,33,300329,6,托育服务;文化传媒概念;三胎概念;职业教育;在线教育;股权转让(并购重组)
002560.SZ,33,002560,24,柔性直流输电;特高压;成飞概念;智能电网;海工装备;风电;军民融合;数据中心(AIDC);大飞机;充电桩;军工;雅下水电概念;无人机;储能;光伏概念;2026一季报预增;一带一路;医疗器械概念;专精特新;碳中和;新能源汽车;机器人概念;深股通;融资融券
002348.SZ,33,002348,9,在线教育;人工智能;IP经济(谷子经济);机器人概念;跨境电商;三胎概念;深股通;算力租赁;股权转让(并购重组)
603508.SH,17,603508,10,高股息精选;高铁;车联网(车路协同);安防;机器视觉;无人驾驶;无人机;5G;沪股通;融资融券
000683.SZ,33,000683,7,化肥;煤化工概念;高股息精选;西部大开发;碳中和;深股通;融资融券
600067.SH,17,600067,17,福建自贸区;两轮车;参股银行;氢能源;锂电池概念;创投;海峡两岸;无人机;储能;新能源汽车;长安汽车概念;比亚迪概念;机器人概念;人形机器人;融资融券;沪股通;股权转让(并购重组)
601019.SH,17,601019,7,文化传媒概念;职业教育;国企改革;DeepSeek概念;人工智能;沪股通;融资融券
000159.SZ,33,000159,7,新疆振兴;乡村振兴;西部大开发;一带一路;光伏概念;特高压;融资融券
920223.BJ,151,920223,13,汽车热管理;一带一路;PCB概念;海峡两岸;新能源汽车;比亚迪概念;融资融券;航空发动机;富士康概念;液冷服务器;专精特新;消费电子概念;储能
002542.SZ,33,002542,14,文化传媒概念;地下管网;特色小镇;旅游概念;新型城镇化;PPP概念;新疆振兴;国企改革;一带一路;云计算;ST板块;低空经济;数据中心(AIDC);芯片概念
300579.SZ,33,300579,30,数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通
002763.SZ,33,002763,1,跨境电商
301638.SZ,33,301638,32,虚拟电厂;电力物联网;智能电网;算力租赁;网络安全;东数西算(算力);国产操作系统;多模态AI;数据中心(AIDC);量子科技;区块链;数据要素;AI应用;鸿蒙概念;DeepSeek概念;数字孪生;数字经济;碳中和;人工智能;物联网;注册制次新股;央企国企改革;卫星导航;无人机;粤港澳大湾区;国企改革;传感器;芯片概念;液冷服务器;深股通;新股与次新股;融资融券
002958.SZ,33,002958,3,高股息精选;深股通;融资融券
688011.SH,17,688011,7,军民融合;专精特新;军工信息化;军工;黑龙江自贸区;沪股通;融资融券
605299.SH,17,605299,12,足球概念;冰雪产业;体育产业;跨境电商;养老概念;海峡两岸;AIGC概念;人工智能;DeepSeek概念;鸿蒙概念;华为概念;沪股通
300125.SZ,33,300125,9,ST板块;工业大麻;HJT电池;新型烟草(电子烟);烟草;TOPCON电池;光伏概念;绿色电力;芯片概念
600008.SH,17,600008,21,高股息精选;煤化工概念;绿色电力;PPP概念;国企改革;乡村振兴;地下管网;固废处理;雄安新区;新型城镇化;土壤修复;京津冀一体化;垃圾分类;污水处理;净水概念;DeepSeek概念;人工智能;智慧城市;沪股通;融资融券;机器人概念
920579.BJ,151,920579,27,高铁;无人驾驶;比亚迪概念;数字孪生;污水处理;高端装备;机器人概念;芯片概念;物联网;第三代半导体;智能物流;新能源汽车;工业母机;新型工业化;机器视觉;烟草;车联网(车路协同);智能医疗;央企国企改革;工业互联网;融资融券;垃圾分类;专精特新;固废处理;国企改革;京津冀一体化;一体化压铸
600180.SH,22,600180,11,大豆;煤化工概念;煤炭概念;粮食概念;航运概念;ST板块;统一大市场;一带一路;互联网金融;数据要素;工业互联网
002783.SZ,33,002783,13,民爆概念;生态农业;化肥;煤化工概念;国企改革;氢能源;燃料电池;军民融合;军工;新能源汽车;光伏概念;股权转让(并购重组);融资融券
000937.SZ,33,000937,6,煤炭概念;煤化工概念;国企改革;京津冀一体化;深股通;融资融券
920036.BJ,151,920036,7,多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益
002915.SZ,33,002915,9,氟化工概念;PEEK材料;专精特新;钠离子电池;固态电池;光伏概念;超级电容;深股通;融资融券
603915.SH,17,603915,10,减速器;人形机器人;高端装备;机器人概念;海工装备;水利;固废处理;光伏建筑一体化;融资融券;沪股通
603408.SH,17,603408,13,养老概念;跨境电商;净水概念;福建自贸区;高股息精选;一带一路;人民币贬值受益;智能家居;海峡两岸;机器人概念;小米概念;芯片概念;沪股通
688077.SH,17,688077,13,稀土永磁;专精特新;比亚迪概念;小金属概念;消费电子概念;新能源汽车;机器人概念;金属钴;华为概念;人形机器人;风电;固废处理;融资融券
600322.SH,17,600322,6,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券
000863.SZ,33,000863,17,Web3.0;人工智能;智能家居;数字经济;物业管理;元宇宙;虚拟现实;文化传媒概念;创投;租售同权;长三角一体化;一带一路;旅游概念;光伏建筑一体化;IP经济(谷子经济);深股通;融资融券
688517.SH,17,688517,10,智能电网;特高压;柔性直流输电;高压快充;充电桩;储能;高端装备;新能源汽车;高股息精选;融资融券
301097.SZ,33,301097,3,医疗器械概念;三胎概念;融资融券
600058.SH,17,600058,9,小金属概念;乡村振兴;央企国企改革;统一大市场;国企改革;一带一路;融资融券;股权转让(并购重组);沪股通
601811.SH,17,601811,22,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通
603284.SH,17,603284,6,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券
002627.SZ,33,002627,7,旅游概念;统一大市场;养老概念;NFT概念;特色小镇;国企改革;深股通
600925.SH,17,600925,7,煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通
002883.SZ,33,002883,15,地下管网;新型城镇化;污水处理;土壤修复;乡村振兴;PPP概念;雄安新区;水利;固废处理;ST板块;数字经济;国企改革;智慧城市;车联网(车路协同);低空经济
002700.SZ,33,002700,3,天然气;新疆振兴;西部大开发
603666.SH,17,603666,19,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通
000563.SZ,33,000563,9,信托概念;证金持股;参股保险;参股银行;化债概念(AMC概念);国企改革;西部大开发;深股通;融资融券
600116.SH,17,600116,11,绿色电力;虚拟电厂;国企改革;央企国企改革;水利;西部大开发;充电桩;储能;小金属概念;沪股通;融资融券
601368.SH,17,601368,7,新型城镇化;地下管网;国企改革;污水处理;西部大开发;数据要素;智慧城市
603737.SH,17,603737,5,海峡两岸;DeepSeek概念;商业航天;沪股通;融资融券
600983.SH,17,600983,6,高股息精选;垃圾分类;一带一路;家用电器;人民币贬值受益;沪股通
002727.SZ,33,002727,9,医药电商;三胎概念;养老概念;跨境电商;西部大开发;职业教育;医疗器械概念;深股通;融资融券
002311.SZ,33,002311,6,猪肉;生态农业;宠物经济;同花顺漂亮100;深股通;融资融券
603390.SH,17,603390,19,ERP概念;汽车热管理;区块链;云计算;网约车;人工智能;车联网(车路协同);智慧城市;创投;无人驾驶;比亚迪概念;新能源汽车;氢能源;华为概念;智能座舱;粤港澳大湾区;充电桩;汽车电子;5G
002263.SZ,33,002263,12,PET铜箔;石墨烯;特高压;比亚迪概念;军工;新能源汽车;柔性直流输电;光伏概念;共同富裕示范区;国企改革;深股通;融资融券
600688.SH,17,600688,9,航运概念;国企改革;氢能源;央企国企改革;碳交易;燃料电池;碳纤维;沪股通;融资融券
603893.SH,17,603893,29,智能音箱;电力物联网;智能穿戴;小米概念;智能座舱;虚拟现实;AI眼镜;物联网;中国AI 50;百度概念;腾讯概念;华为概念;MCU芯片;智能家居;机器视觉;人工智能;消费电子概念;汽车芯片;比亚迪概念;机器人概念;人形机器人;海峡两岸;芯片概念;福建自贸区;国家大基金持股;2026一季报预增;2026中报预增;融资融券;沪股通
688615.SH,17,688615,18,财税数字化;AIGC概念;智慧政务;云计算;AI应用;抖音概念(字节概念);华为昇腾;数据安全;数据要素;AI智能体;鸿蒙概念;互联网金融;数字经济;人工智能;华为概念;机器人概念;沪股通;融资融券
600810.SH,17,600810,6,国企改革;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券
600955.SH,17,600955,4,环氧丙烷;消毒剂;锂电池概念;沪股通
300724.SZ,33,300724,17,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;锂电池概念;高端装备;粤港澳大湾区;第三代半导体;芯片概念;先进封装;PET铜箔;PCB概念;玻璃基板;融资融券;深股通
600769.SH,17,600769,2,国企改革;沪股通
688193.SH,17,688193,9,食品安全;智能医疗;医疗器械概念;辅助生殖;猴痘概念;专精特新;流感;肝炎概念;融资融券
688171.SH,17,688171,11,电力物联网;智能电网;量子科技;军工信息化;网络安全;信创;工业互联网;数据安全;虚拟电厂;数据要素;融资融券
603111.SH,17,603111,16,养老概念;高铁;一带一路;高股息精选;医疗器械概念;智能医疗;工业互联网;高端装备;机器人概念;新型工业化;无人驾驶;新能源汽车;充电桩;工业母机;比亚迪概念;沪股通
301119.SZ,33,301119,3,比亚迪概念;新能源汽车;融资融券
002920.SZ,33,002920,21,华为汽车;长安汽车概念;小米汽车;智能座舱;同花顺新质50;百度概念;车联网(车路协同);无人驾驶;机器人概念;数字经济;英伟达概念;毫米波雷达;比亚迪概念;华为概念;传感器;汽车电子;中国AI 50;海峡两岸;粤港澳大湾区;深股通;融资融券
605339.SH,17,605339,3,乳业;海峡两岸;沪股通
000883.SZ,33,000883,14,超超临界发电;抽水蓄能;绿色电力;虚拟电厂;证金持股;天然气;风电;央企国企改革;国企改革;页岩气;核电;储能;深股通;融资融券
001279.SZ,33,001279,4,专精特新;固态电池;深股通;融资融券
600066.SH,17,600066,14,高股息精选;冷链物流;露营经济;同花顺出海50;DeepSeek概念;沪股通;融资融券;汽车热管理;车联网(车路协同);氢能源;燃料电池;无人驾驶;动力电池回收;新能源汽车
301288.SZ,33,301288,8,专精特新;污水处理;金属回收;粤港澳大湾区;新型城镇化;金属镍;融资融券;摘帽
000559.SZ,33,000559,19,人形机器人;小米汽车;机器人概念;工业互联网;低空经济;无人机;军工;新能源汽车;比亚迪概念;小米概念;储能;汽车电子;绿色电力;锂电池概念;固态电池;MCU芯片;深股通;融资融券;股权转让(并购重组)
000027.SZ,33,000027,27,超超临界发电;绿色电力;碳交易;虚拟电厂;风电;光伏建筑一体化;碳中和;天然气;储能;特高压;充电桩;新疆振兴;固废处理;氢能源;国企改革;参股券商;数据中心(AIDC);PPP概念;算力租赁;深圳国企改革;垃圾分类;DeepSeek概念;创投;粤港澳大湾区;华为概念;深股通;融资融券
000408.SZ,33,000408,11,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;2026中报预增;融资融券;深股通
300326.SZ,33,300326,3,ST板块;医疗器械概念;专精特新
688175.SH,17,688175,11,网络安全;军工信息化;物联网;5G;6G概念;军工;人工智能;商业航天;数据要素;股权转让(并购重组);融资融券
600292.SH,17,600292,16,期货概念;央企国企改革;绿色电力;西部大开发;风电;国企改革;污水处理;乡村振兴;土壤修复;碳中和;PPP概念;动力电池回收;融资融券;锂电池概念;沪股通;股权转让(并购重组)
600255.SH,17,600255,7,铜缆高速连接;消费电子概念;金属铜;2026一季报预增;沪股通;国企改革;融资融券
600817.SH,17,600817,9,高股息精选;垃圾分类;氢能源;燃料电池;换电概念;汽车热管理;无人驾驶;新能源汽车;沪股通
300956.SZ,33,300956,16,AI PC;光伏建筑一体化;小米概念;人民币贬值受益;储能;机器人概念;消费电子概念;专精特新;绿色电力;锂电池概念;HJT电池;人形机器人;光伏概念;固态电池;TOPCON电池;融资融券
301633.SZ,33,301633,6,新型工业化;高端装备;机器人概念;信创;专精特新;融资融券
002498.SZ,33,002498,17,柔性直流输电;抽水蓄能;电力物联网;特高压;智能电网;风电;充电桩;核电;海工装备;数字经济;无人机;5G;氢能源;一带一路;燃料电池;深股通;融资融券
603097.SH,17,603097,11,特高压;智能电网;充电桩;军工;数据中心(AIDC);风电;光伏概念;储能;机器人概念;雄安新区;沪股通
002012.SZ,33,002012,7,储能;烟草;数据要素;碳中和;数字经济;共同富裕示范区;互联网金融
301538.SZ,33,301538,12,液冷服务器;专精特新;比亚迪概念;人形机器人;新能源汽车;机器人概念;粤港澳大湾区;储能;医疗器械概念;一带一路;深股通;融资融券
601668.SH,17,601668,19,高股息精选;同花顺中特估100;证金持股;中字头股票;PPP概念;国企改革;地下管网;装配式建筑;央企国企改革;新型城镇化;水利;一带一路;绿色电力;光伏建筑一体化;数字孪生;沪股通;融资融券;风电;核电
601818.SH,17,601818,4,高股息精选;国企改革;沪股通;融资融券
003019.SZ,33,003019,15,AI PC;智能座舱;汽车电子;人形机器人;特斯拉概念;数字货币;新能源汽车;机器人概念;物联网;海峡两岸;芯片概念;人民币贬值受益;人工智能;福建自贸区;深股通
000800.SZ,33,000800,15,国企改革;央企国企改革;DeepSeek概念;氢能源;燃料电池;车联网(车路协同);军工;新能源汽车;深股通;融资融券;无人驾驶;华为概念;宁德时代概念;固态电池;股权转让(并购重组)
600207.SH,17,600207,11,建筑节能;光热发电;光伏概念;医疗器械概念;储能;国企改革;天然气;富士康概念;芯片概念;沪股通;融资融券
603886.SH,17,603886,4,高股息精选;长三角一体化;IP经济(谷子经济);海峡两岸
603035.SH,17,603035,11,华为汽车;小米汽车;特斯拉概念;新能源汽车;机器视觉;比亚迪概念;小米概念;智能座舱;传感器;沪股通;融资融券
300697.SZ,33,300697,8,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;深股通
688350.SH,17,688350,5,专精特新;盐湖提锂;氢能源;污水处理;融资融券
603626.SH,17,603626,20,智能音箱;特斯拉概念;机器人概念;虚拟现实;柔性屏(折叠屏);苹果概念;元宇宙;智能穿戴;富士康概念;消费电子概念;人民币贬值受益;华为概念;无线耳机;海峡两岸;新型烟草(电子烟);AI PC;储能;固态电池;沪股通;融资融券
600612.SH,17,600612,7,IP经济(谷子经济);国企改革;黄金概念;沪股通;融资融券;小金属概念;AI眼镜
600929.SH,17,600929,8,钠离子电池;国企改革;固态电池;储能;AI智能体;消费电子概念;沪股通;融资融券
000881.SZ,33,000881,28,3D打印;核电;传感器;核污染防治;大飞机;光伏概念;高端装备;5G;光纤概念;低空经济;机器人概念;华为概念;一带一路;芯片概念;粤港澳大湾区;污水处理;PEEK材料;可降解塑料;医疗器械概念;雄安新区;国企改革;乡村振兴;航运概念;先进封装;幽门螺杆菌概念;深股通;AI智能体;中字头股票
000957.SZ,33,000957,12,中俄贸易概念;国企改革;氢能源;人民币贬值受益;燃料电池;人工智能;车联网(车路协同);新能源汽车;无人驾驶;深股通;融资融券;汽车电子
605266.SH,17,605266,4,医药电商;家庭医生;西部大开发;职业教育
688297.SH,17,688297,11,央企国企改革;西部大开发;国企改革;军民融合;人工智能;军工;低空经济;无人机;沪股通;中字头股票;融资融券
605286.SH,17,605286,9,虚拟电厂;东数西算(算力);人工智能;风电;储能;绿色电力;氢能源;新型城镇化;沪股通
301085.SZ,33,301085,23,算力租赁;华为昇腾;东数西算(算力);华为鲲鹏;数据中心(AIDC);快手概念;智慧政务;抖音概念(字节概念);百度概念;腾讯概念;阿里巴巴概念;小红书概念;AI智能体;华为概念;AI应用;DeepSeek概念;数字经济;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券
301555.SZ,33,301555,12,PCB概念;MiniLED;MicroLED概念;碳纤维;比亚迪概念;海峡两岸;新能源汽车;机器人概念;无人机;低空经济;风电;融资融券
300532.SZ,33,300532,19,智能物流;数字孪生;新型工业化;区块链;华为鲲鹏;工业互联网;统一大市场;一带一路;机器人概念;机器视觉;特斯拉概念;比亚迪概念;华为概念;储能;宁德时代概念;高股息精选;5G;股权转让(并购重组);深股通
300610.SZ,33,300610,4,有机硅概念;磷化工;专精特新;风电
002780.SZ,33,002780,5,冰雪产业;体育产业;露营经济;三胎概念;旅游概念
002857.SZ,33,002857,8,电力物联网;储能;智能电网;虚拟电厂;机器人概念;数据中心(AIDC);养老概念;智能医疗
605086.SH,17,605086,6,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组)
001228.SZ,33,001228,9,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车
600166.SH,17,600166,21,动力电池回收;燃料电池;氢能源;固态电池;锂电池概念;国企改革;华为汽车;无人驾驶;车联网(车路协同);智慧城市;军工;新能源汽车;工业互联网;宁德时代概念;冷链物流;百度概念;DeepSeek概念;华为概念;智能座舱;沪股通;融资融券
600795.SH,17,600795,9,超超临界发电;抽水蓄能;证金持股;绿色电力;央企国企改革;国企改革;风电;沪股通;融资融券
002540.SZ,33,002540,8,大飞机;军工;汽车热管理;新能源汽车;3D打印;比亚迪概念;商业航天;深股通
300322.SZ,33,300322,34,WiFi 6;6G概念;先进封装;无线充电;毫米波雷达;汽车电子;5G;AI眼镜;消费电子概念;液冷服务器;芯片概念;智能穿戴;太赫兹;卫星导航;传感器;商业航天;小米概念;无人机;比亚迪概念;虚拟现实;特斯拉概念;无人驾驶;华为概念;新能源汽车;汽车热管理;物联网;机器人概念;车联网(车路协同);粤港澳大湾区;海峡两岸;储能;元宇宙;深股通;融资融券
600356.SH,17,600356,3,烟草;国企改革;黑龙江自贸区
600917.SH,17,600917,7,天然气;国企改革;西部大开发;碳交易;央企国企改革;沪股通;融资融券
603619.SH,17,603619,8,俄乌冲突概念;天然气;新疆振兴;一带一路;海工装备;沪股通;机器人概念;融资融券
603568.SH,17,603568,12,PPP概念;垃圾分类;固废处理;污水处理;一带一路;碳交易;生物质能发电;机器人概念;锂电池概念;金属镍;沪股通;融资融券
301606.SZ,33,301606,10,华为概念;储能;无线耳机;跨境电商;无线充电;消费电子概念;人民币贬值受益;苹果概念;深股通;融资融券
605066.SH,17,605066,17,电力物联网;智能电网;充电桩;虚拟数字人;AI应用;人工智能;物联网;AI智能体;碳中和;风电;储能;工业互联网;东数西算(算力);智能家居;数据中心(AIDC);光伏概念;机器人概念
603135.SH,17,603135,6,新型工业化;高端装备;中俄贸易概念;数字经济;沪股通;融资融券
301266.SZ,33,301266,9,HJT电池;BC电池;硅能源;光伏概念;数据中心(AIDC);专精特新;超导概念;储能;融资融券
301100.SZ,33,301100,6,可降解塑料;POE胶膜;一带一路;专精特新;光伏概念;融资融券
002454.SZ,33,002454,16,长安汽车概念;汽车热管理;低空经济;一带一路;华为汽车;飞行汽车(eVTOL);数字经济;新能源汽车;冷链物流;比亚迪概念;华为概念;储能;宁德时代概念;汽车电子;深股通;融资融券
300905.SZ,33,300905,7,染料;足球概念;专精特新;光刻胶;3D打印;深股通;融资融券
002100.SZ,33,002100,11,猪肉;动物疫苗;禽流感;预制菜;玉米;宠物经济;新疆振兴;国企改革;西部大开发;深股通;融资融券
